hisse,fark,adet2,tks2,kurum,donem,yukleme
ADESE,325298483,558854399,4687131701,TERA,2026_01,2026-04-18 13:52
GSRAY,81506376,128593128,10123744690,TERA,2026_01,2026-04-18 13:52
MEKAG,80175854,80386533,320319999,TERA,2026_01,2026-04-18 13:52
ISKPL,29922201,233822022,724625736,TERA,2026_01,2026-04-18 13:52
SMRTG,9991064,21015805,664164672,TERA,2026_01,2026-04-18 13:52
SKBNK,8302820,9445345,2498879854,TERA,2026_01,2026-04-18 13:52
TERA,5787277,68074516,240888789,TERA,2026_01,2026-04-18 13:52
CANTE,4001324,16212154,6026143802,TERA,2026_01,2026-04-18 13:52
DSTKF,3940572,5950766,82195267,TERA,2026_01,2026-04-18 13:52
AKSEN,3866780,7554102,638545796,TERA,2026_01,2026-04-18 13:52
GATEG,3536975,3591865,10559341,TERA,2026_01,2026-04-18 13:52
KONTR,3103987,5019324,936038763,TERA,2026_01,2026-04-18 13:52
FENER,2215131,2233763,2772321026,TERA,2026_01,2026-04-18 13:52
VANGD,2191498,2281126,24374995,TERA,2026_01,2026-04-18 13:52
RALYH,1960062,11121056,176324572,TERA,2026_01,2026-04-18 13:52
CWENE,1449349,2305726,530758241,TERA,2026_01,2026-04-18 13:52
YYAPI,1425417,2298865,1705025550,TERA,2026_01,2026-04-18 13:52
KCAER,1262987,1324684,496494775,TERA,2026_01,2026-04-18 13:52
AGROT,1095440,1562821,843999770,TERA,2026_01,2026-04-18 13:52
BRKO,980336,2466227,138199447,TERA,2026_01,2026-04-18 13:52
EGEPO,848195,1188995,200000000,TERA,2026_01,2026-04-18 13:52
SELVA,803183,11221647,747897737,TERA,2026_01,2026-04-18 13:52
TSPOR,734680,11498574,3674526664,TERA,2026_01,2026-04-18 13:52
AZTEK,734148,839573,279000000,TERA,2026_01,2026-04-18 13:52
TATEN,679819,1466457,347769724,TERA,2026_01,2026-04-18 13:52
ARZUM,665856,996965,293999828,TERA,2026_01,2026-04-18 13:52
EDATA,634124,720002,160065396,TERA,2026_01,2026-04-18 13:52
KOTON,530776,591427,136599960,TERA,2026_01,2026-04-18 13:52
KOPOL,504420,1607684,266319652,TERA,2026_01,2026-04-18 13:52
TURSG,503966,759120,7907296076,TERA,2026_01,2026-04-18 13:52
ISMEN,498215,575166,467723147,TERA,2026_01,2026-04-18 13:52
AKSA,469265,295270,1503670642,TERA,2026_01,2026-04-18 13:52
RTALB,447127,854583,432976722,TERA,2026_01,2026-04-18 13:52
ZGYO,444876,444876,84499889,TERA,2026_01,2026-04-18 13:52
GEREL,409088,1059212,219036379,TERA,2026_01,2026-04-18 13:52
TRENJ,394779,543353,97964682,TERA,2026_01,2026-04-18 13:52
KGYO,374692,600750,767895149,TERA,2026_01,2026-04-18 13:52
ECOGR,372218,407350,109980000,TERA,2026_01,2026-04-18 13:52
MARMR,328269,598423,961218727,TERA,2026_01,2026-04-18 13:52
SANFM,295472,393300,225029995,TERA,2026_01,2026-04-18 13:52
MEYSU,281133,281133,175000000,TERA,2026_01,2026-04-18 13:52
BORLS,280358,366056,308652686,TERA,2026_01,2026-04-18 13:52
UCAYM,277359,277359,59996268,TERA,2026_01,2026-04-18 13:52
YGYO,273390,9313952,1310632851,TERA,2026_01,2026-04-18 13:52
ULUFA,272500,747141,305352801,TERA,2026_01,2026-04-18 13:52
SNGYO,271896,450717,3607173097,TERA,2026_01,2026-04-18 13:52
INDES,261151,319579,462749768,TERA,2026_01,2026-04-18 13:52
OBAMS,253905,493418,725750028,TERA,2026_01,2026-04-18 13:52
HLGYO,243548,971783,1075198516,TERA,2026_01,2026-04-18 13:52
RYSAS,240986,272483,1504020937,TERA,2026_01,2026-04-18 13:52
GOZDE,235999,2391616,384992447,TERA,2026_01,2026-04-18 13:52
IMASM,235265,773092,622850499,TERA,2026_01,2026-04-18 13:52
DENGE,225645,1032279,525284797,TERA,2026_01,2026-04-18 13:52
RUZYE,216781,1579127,267748491,TERA,2026_01,2026-04-18 13:52
TUPRS,205786,340375,902334854,TERA,2026_01,2026-04-18 13:52
GEDIK,191608,606857,983076856,TERA,2026_01,2026-04-18 13:52
FZLGY,182184,193981,398427439,TERA,2026_01,2026-04-18 13:52
FRMPL,164073,164073,39997696,TERA,2026_01,2026-04-18 13:52
IHYAY,163900,336131,388124996,TERA,2026_01,2026-04-18 13:52
OSTIM,158264,1097377,509984964,TERA,2026_01,2026-04-18 13:52
USAK,155618,879427,1218028690,TERA,2026_01,2026-04-18 13:52
CEMAS,151748,674563,790994229,TERA,2026_01,2026-04-18 13:52
BERA,145518,177651,491816866,TERA,2026_01,2026-04-18 13:52
KATMR,143439,3152633,1980989998,TERA,2026_01,2026-04-18 13:52
YKSLN,140861,170000,197429570,TERA,2026_01,2026-04-18 13:52
GLRYH,138000,139018,599623814,TERA,2026_01,2026-04-18 13:52
HOROZ,131963,155637,24599986,TERA,2026_01,2026-04-18 13:52
ENTRA,128746,508303,369383564,TERA,2026_01,2026-04-18 13:52
ULKER,128188,204044,338855989,TERA,2026_01,2026-04-18 13:52
LKMNH,127681,133689,163262533,TERA,2026_01,2026-04-18 13:52
KAYSE,126607,147497,814062605,TERA,2026_01,2026-04-18 13:52
MERKO,119353,211960,101104701,TERA,2026_01,2026-04-18 13:52
ENKAI,118293,216154,874736059,TERA,2026_01,2026-04-18 13:52
CGCAM,116487,169788,42000000,TERA,2026_01,2026-04-18 13:52
TAVHL,115779,133521,213213415,TERA,2026_01,2026-04-18 13:52
PGSUS,115609,290914,245068871,TERA,2026_01,2026-04-18 13:52
DITAS,112578,232207,83407812,TERA,2026_01,2026-04-18 13:52
DYOBY,110500,110518,186553687,TERA,2026_01,2026-04-18 13:52
BUCIM,107749,622147,1286538062,TERA,2026_01,2026-04-18 13:52
SEKUR,107661,108014,131457835,TERA,2026_01,2026-04-18 13:52
MIATK,105189,583427,313087979,TERA,2026_01,2026-04-18 13:52
AKYHO,99465,328424,223895870,TERA,2026_01,2026-04-18 13:52
TCELL,98847,213219,1622604373,TERA,2026_01,2026-04-18 13:52
EUHOL,98024,25866072,142999955,TERA,2026_01,2026-04-18 13:52
HEKTS,97102,4781248,3946474643,TERA,2026_01,2026-04-18 13:52
FLAP,93872,159836,93599986,TERA,2026_01,2026-04-18 13:52
SNPAM,87201,82501,19679871,TERA,2026_01,2026-04-18 13:52
ODAS,86330,2595469,1113798031,TERA,2026_01,2026-04-18 13:52
KARSN,85100,442007,827850973,TERA,2026_01,2026-04-18 13:52
GOKNR,83571,184733,178040711,TERA,2026_01,2026-04-18 13:52
MOPAS,82103,25965,57330000,TERA,2026_01,2026-04-18 13:52
INFO,75323,223984,767463337,TERA,2026_01,2026-04-18 13:52
PRDGS,73555,78098,110850000,TERA,2026_01,2026-04-18 13:52
SILVR,70938,317794,212818206,TERA,2026_01,2026-04-18 13:52
REEDR,68694,871370,632558010,TERA,2026_01,2026-04-18 13:52
RNPOL,66700,82044,16795000,TERA,2026_01,2026-04-18 13:52
BNTAS,63456,334214,170624998,TERA,2026_01,2026-04-18 13:52
MHRGY,62531,745170,310499991,TERA,2026_01,2026-04-18 13:52
GSDDE,62122,63183,106850751,TERA,2026_01,2026-04-18 13:52
VAKFA,61681,125823,224999701,TERA,2026_01,2026-04-18 13:52
SLSHMV,60010,60010,1553314,TERA,2026_01,2026-04-18 13:52
ATAGY,58640,115781,45670114,TERA,2026_01,2026-04-18 13:52
EKGYO,57733,713641,1925107366,TERA,2026_01,2026-04-18 13:52
GMTAS,57453,120022,298687813,TERA,2026_01,2026-04-18 13:52
AYES,56439,239750,86971609,TERA,2026_01,2026-04-18 13:52
BRLSM,55943,68245,108025075,TERA,2026_01,2026-04-18 13:52
VESBE,55819,100621,503578676,TERA,2026_01,2026-04-18 13:52
BAYRK,54975,146446,189751123,TERA,2026_01,2026-04-18 13:52
NATEN,54222,161203,309375000,TERA,2026_01,2026-04-18 13:52
CEMTS,52325,346728,233425986,TERA,2026_01,2026-04-18 13:52
DMLKTG,51266,70988,2576335943,TERA,2026_01,2026-04-18 13:52
ISGYO,51148,81304,531312439,TERA,2026_01,2026-04-18 13:52
ETYAT,47299,176888,18752248,TERA,2026_01,2026-04-18 13:52
ALKIM,47014,107744,182767821,TERA,2026_01,2026-04-18 13:52
MNDRS,44765,327359,222007982,TERA,2026_01,2026-04-18 13:52
ESEN,44069,935304,682499950,TERA,2026_01,2026-04-18 13:52
ORGE,43533,50918,41839996,TERA,2026_01,2026-04-18 13:52
GUNDG,42860,55121,18968972,TERA,2026_01,2026-04-18 13:52
EPLAS,42282,1053901,190491857,TERA,2026_01,2026-04-18 13:52
AKCNS,42035,104393,39359284,TERA,2026_01,2026-04-18 13:52
MARTI,40365,61134,590191701,TERA,2026_01,2026-04-18 13:52
OYYAT,40275,49103,91048322,TERA,2026_01,2026-04-18 13:52
AYGAZ,39592,548,98568807,TERA,2026_01,2026-04-18 13:52
SURGY,39358,41548,44745990,TERA,2026_01,2026-04-18 13:52
BIMAS,35944,25343,436214016,TERA,2026_01,2026-04-18 13:52
BMSCH,35603,133756,69277402,TERA,2026_01,2026-04-18 13:52
MOGAN,35341,124599,262635000,TERA,2026_01,2026-04-18 13:52
CELHA,35321,64231,146078935,TERA,2026_01,2026-04-18 13:52
KLMSN,33360,41109,30881197,TERA,2026_01,2026-04-18 13:52
EGSER,29500,339707,545751057,TERA,2026_01,2026-04-18 13:52
BMSTL,29316,56303,74772260,TERA,2026_01,2026-04-18 13:52
KRPLS,27664,111373,78486163,TERA,2026_01,2026-04-18 13:52
KRDMD,27646,429935,780216365,TERA,2026_01,2026-04-18 13:52
OYLUM,27002,91886,80937367,TERA,2026_01,2026-04-18 13:52
ATLAS,26663,26772,59999865,TERA,2026_01,2026-04-18 13:52
HEDEF,26223,187490,562499930,TERA,2026_01,2026-04-18 13:52
CIMSA,26147,54914,488404404,TERA,2026_01,2026-04-18 13:52
OZATD,25007,196424,13349933,TERA,2026_01,2026-04-18 13:52
YONGA,24091,29588,7195951,TERA,2026_01,2026-04-18 13:52
OZRDN,23193,87860,57107579,TERA,2026_01,2026-04-18 13:52
GLBMD,22751,71471,28880500,TERA,2026_01,2026-04-18 13:52
YEOTK,21814,48725,160933198,TERA,2026_01,2026-04-18 13:52
TTKOM,21730,124824,524999999,TERA,2026_01,2026-04-18 13:52
ETILR,21341,170610,156217454,TERA,2026_01,2026-04-18 13:52
SNICA,21011,405615,321688855,TERA,2026_01,2026-04-18 13:52
SEKFK,20408,239921,62311473,TERA,2026_01,2026-04-18 13:52
ATEKS,19487,19515,5441598,TERA,2026_01,2026-04-18 13:52
RODRG,19244,140280,16822352,TERA,2026_01,2026-04-18 13:52
NTGAZ,19199,31247,276000000,TERA,2026_01,2026-04-18 13:52
KCHOL,18845,139199,674052308,TERA,2026_01,2026-04-18 13:52
GLRMK,18542,28787,38760000,TERA,2026_01,2026-04-18 13:52
ZERGY,18363,62285,156799985,TERA,2026_01,2026-04-18 13:52
ZEDUR,17674,78578,69899992,TERA,2026_01,2026-04-18 13:52
BIZIM,17050,40604,27601626,TERA,2026_01,2026-04-18 13:52
LIDFA,16371,33606,458180545,TERA,2026_01,2026-04-18 13:52
TSGYO,16049,17286,266499982,TERA,2026_01,2026-04-18 13:52
ELITE,15656,40536,44650000,TERA,2026_01,2026-04-18 13:52
YAYLA,15358,27358,39874966,TERA,2026_01,2026-04-18 13:52
BALSU,15240,182044,278000000,TERA,2026_01,2026-04-18 13:52
MEGAP,14000,681128,234498757,TERA,2026_01,2026-04-18 13:52
PKART,13533,23176,11048497,TERA,2026_01,2026-04-18 13:52
DMSAS,13049,346906,199994510,TERA,2026_01,2026-04-18 13:52
ISBIR,12690,96427,14500244,TERA,2026_01,2026-04-18 13:52
AHSGY,12583,13629,184999889,TERA,2026_01,2026-04-18 13:52
PENGD,12387,279243,171069968,TERA,2026_01,2026-04-18 13:52
NUGYO,12350,180295,324943976,TERA,2026_01,2026-04-18 13:52
KNFRT,12299,1051836,131747000,TERA,2026_01,2026-04-18 13:52
RUBNS,12240,17203,42377765,TERA,2026_01,2026-04-18 13:52
ULUUN,11885,95287,290523352,TERA,2026_01,2026-04-18 13:52
HATSN,11774,22037,44299973,TERA,2026_01,2026-04-18 13:52
ASELS,11733,75444,1178597817,TERA,2026_01,2026-04-18 13:52
FROTO,11658,112116,625120847,TERA,2026_01,2026-04-18 13:52
MSGYO,10780,23415,169650150,TERA,2026_01,2026-04-18 13:52
AKENR,10450,43740,385189146,TERA,2026_01,2026-04-18 13:52
PGSFIV,10004,10004,1606913,TERA,2026_01,2026-04-18 13:52
AKSUE,10002,11561,56376184,TERA,2026_01,2026-04-18 13:52
VESTL,9607,31084,295447203,TERA,2026_01,2026-04-18 13:52
PCILT,9500,111661,45014183,TERA,2026_01,2026-04-18 13:52
KTSKR,8729,12578,14691795,TERA,2026_01,2026-04-18 13:52
CRFSA,8659,20035,18312793,TERA,2026_01,2026-04-18 13:52
CRDFA,8068,238677,74996853,TERA,2026_01,2026-04-18 13:52
BIENY,7949,80864,83144831,TERA,2026_01,2026-04-18 13:52
YIGIT,7898,87502,74999975,TERA,2026_01,2026-04-18 13:52
EGCYH,7875,8075,39900235,TERA,2026_01,2026-04-18 13:52
ISFIN,7478,28555,310154523,TERA,2026_01,2026-04-18 13:52
MGROS,7281,20926,96563547,TERA,2026_01,2026-04-18 13:52
BAHKM,7235,9086,23289000,TERA,2026_01,2026-04-18 13:52
MEPET,6950,6965,73940585,TERA,2026_01,2026-04-18 13:52
CCOLA,6936,29122,818085147,TERA,2026_01,2026-04-18 13:52
SOKE,6732,62218,126999996,TERA,2026_01,2026-04-18 13:52
KLRHO,6544,759435,341250000,TERA,2026_01,2026-04-18 13:52
AVPGY,5818,9392,100000000,TERA,2026_01,2026-04-18 13:52
RGYAS,5770,8118,105523000,TERA,2026_01,2026-04-18 13:52
MARBL,5706,14849,65226403,TERA,2026_01,2026-04-18 13:52
ZGOLDF,5690,6367,152040000,TERA,2026_01,2026-04-18 13:52
PINSU,5641,57750,101635846,TERA,2026_01,2026-04-18 13:52
AVOD,5630,82262,253604577,TERA,2026_01,2026-04-18 13:52
ERBOS,5122,25197,15899843,TERA,2026_01,2026-04-18 13:52
DGNMO,5021,40042,327634635,TERA,2026_01,2026-04-18 13:52
EGCEY,4903,4904,19749798,TERA,2026_01,2026-04-18 13:52
ARENA,4485,22490,66996461,TERA,2026_01,2026-04-18 13:52
ORCAY,4301,188339,149972352,TERA,2026_01,2026-04-18 13:52
VERTU,4243,11568,22000000,TERA,2026_01,2026-04-18 13:52
ALFAS,4135,24458,84639559,TERA,2026_01,2026-04-18 13:52
TDGYO,3743,43070,59914214,TERA,2026_01,2026-04-18 13:52
DCTTR,3583,384674,157328724,TERA,2026_01,2026-04-18 13:52
DOAS,3398,37318,97899975,TERA,2026_01,2026-04-18 13:52
HKTM,3358,15926,72747500,TERA,2026_01,2026-04-18 13:52
BASCM,3299,13350,49238593,TERA,2026_01,2026-04-18 13:52
BRSAN,3243,5607,35912460,TERA,2026_01,2026-04-18 13:52
PETUN,3217,38332,134673118,TERA,2026_01,2026-04-18 13:52
PRKAB,3166,48570,35225443,TERA,2026_01,2026-04-18 13:52
QNBTR,3138,9687,2571745911,TERA,2026_01,2026-04-18 13:52
EKSUN,3087,139329,171792833,TERA,2026_01,2026-04-18 13:52
KARTN,2959,11234,72781126,TERA,2026_01,2026-04-18 13:52
ULUSE,2892,14075,24000000,TERA,2026_01,2026-04-18 13:52
DNISI,2747,11435,59171727,TERA,2026_01,2026-04-18 13:52
SEYKM,2506,3077,151040901,TERA,2026_01,2026-04-18 13:52
SAMAT,2500,88972,103183797,TERA,2026_01,2026-04-18 13:52
DGATE,2500,4312,15227271,TERA,2026_01,2026-04-18 13:52
AYEN,2500,42817,55531320,TERA,2026_01,2026-04-18 13:52
OTKAR,2388,7395,33417145,TERA,2026_01,2026-04-18 13:52
ERSU,2370,23801,31755894,TERA,2026_01,2026-04-18 13:52
SODSN,2100,2400,45373261,TERA,2026_01,2026-04-18 13:52
AKMGY,2008,17685,21568998,TERA,2026_01,2026-04-18 13:52
EUKYO,2000,2943,19899963,TERA,2026_01,2026-04-18 13:52
MEDTR,1950,63162,24499999,TERA,2026_01,2026-04-18 13:52
ONCSM,1928,2406,10086000,TERA,2026_01,2026-04-18 13:52
ASUZU,1624,12640,41130807,TERA,2026_01,2026-04-18 13:52
HTTBT,1505,45779,82805422,TERA,2026_01,2026-04-18 13:52
SUWEN,1500,8286,365687500,TERA,2026_01,2026-04-18 13:52
DEVA,1499,6124,199971814,TERA,2026_01,2026-04-18 13:52
OTTO,1479,10302,5474438,TERA,2026_01,2026-04-18 13:52
ATSYH,1429,32604,7998869,TERA,2026_01,2026-04-18 13:52
TKFEN,1326,39477,230848007,TERA,2026_01,2026-04-18 13:52
KRONT,1134,4760,116892885,TERA,2026_01,2026-04-18 13:52
MRSHL,1114,1434,4212888,TERA,2026_01,2026-04-18 13:52
PRZMA,1008,2578,61941154,TERA,2026_01,2026-04-18 13:52
PKENT,942,2808,23766169,TERA,2026_01,2026-04-18 13:52
TRILC,917,36897,118499496,TERA,2026_01,2026-04-18 13:52
NUHCM,832,4598,33135899,TERA,2026_01,2026-04-18 13:52
KLSER,810,24492,109457566,TERA,2026_01,2026-04-18 13:52
SANEL,792,48991,18112451,TERA,2026_01,2026-04-18 13:52
TMSN,764,36760,44449988,TERA,2026_01,2026-04-18 13:52
PAGYO,742,4228,57781202,TERA,2026_01,2026-04-18 13:52
DIRIT,700,1121,10146501,TERA,2026_01,2026-04-18 13:52
GLYHO,688,3752,1949290631,TERA,2026_01,2026-04-18 13:52
CATES,651,31910,33050000,TERA,2026_01,2026-04-18 13:52
TNZTP,581,10998,87496826,TERA,2026_01,2026-04-18 13:52
KZGYO,570,158147,49999985,TERA,2026_01,2026-04-18 13:52
PAMEL,568,2292,21533681,TERA,2026_01,2026-04-18 13:52
ANGEN,506,131120,86440002,TERA,2026_01,2026-04-18 13:52
BALAT,500,38669,13585960,TERA,2026_01,2026-04-18 13:52
GRNYO,481,39947,37386059,TERA,2026_01,2026-04-18 13:52
OZSUB,452,4230,42499126,TERA,2026_01,2026-04-18 13:52
FORTE,418,7433,21999999,TERA,2026_01,2026-04-18 13:52
KORDS,300,51999,65421451,TERA,2026_01,2026-04-18 13:52
EMKEL,214,104160,149999456,TERA,2026_01,2026-04-18 13:52
GLDTRF,211,1771,48100000,TERA,2026_01,2026-04-18 13:52
BAKAB,200,10113,34985326,TERA,2026_01,2026-04-18 13:52
QNBFK,190,906,843137646,TERA,2026_01,2026-04-18 13:52
BFREN,176,6578,24586148,TERA,2026_01,2026-04-18 13:52
BINBN,161,4282,17000000,TERA,2026_01,2026-04-18 13:52
AYCES,160,367,1895369,TERA,2026_01,2026-04-18 13:52
INTEM,144,194,9428747,TERA,2026_01,2026-04-18 13:52
YAPRK,134,934,4214998,TERA,2026_01,2026-04-18 13:52
LYDYE,126,139,1391287,TERA,2026_01,2026-04-18 13:52
SONME,108,2110,4349319,TERA,2026_01,2026-04-18 13:52
ZPBDLF,100,3408,8240000,TERA,2026_01,2026-04-18 13:52
GOLTS,100,13935,12422783,TERA,2026_01,2026-04-18 13:52
LYDHO,86,11306,197140910,TERA,2026_01,2026-04-18 13:52
KENT,76,668,1191005,TERA,2026_01,2026-04-18 13:52
INGRM,74,119,14969536,TERA,2026_01,2026-04-18 13:52
TEZOL,63,8356,139835975,TERA,2026_01,2026-04-18 13:52
CMENT,40,3318,56829666,TERA,2026_01,2026-04-18 13:52
EMNIS,28,10550,3429235,TERA,2026_01,2026-04-18 13:52
ALCAR,21,996,1721735,TERA,2026_01,2026-04-18 13:52
ALCTL,17,1160,13543218,TERA,2026_01,2026-04-18 13:52
BURVA,11,13,4723271,TERA,2026_01,2026-04-18 13:52
YBTAS,7,35439,31526916,TERA,2026_01,2026-04-18 13:52
MTRKS,2,2359,43633165,TERA,2026_01,2026-04-18 13:52
ISGSY,2,34527,47378729,TERA,2026_01,2026-04-18 13:52
CASA,1,103,4891517,TERA,2026_01,2026-04-18 13:52
SAYAS,1,387,42530887,TERA,2026_01,2026-04-18 13:52
KONYA,1,49,1646416,TERA,2026_01,2026-04-18 13:52
EKIZ,1,1,8198720,TERA,2026_01,2026-04-18 13:52
KUVVA,0,20021,24204585,TERA,2026_01,2026-04-18 13:52
ASYAB,0,104479,477904801,TERA,2026_01,2026-04-18 13:52
BRKSN,0,10917,62639942,TERA,2026_01,2026-04-18 13:52
FENIS,0,63313,26080019,TERA,2026_01,2026-04-18 13:52
LUKSK,0,772,27257202,TERA,2026_01,2026-04-18 13:52
INVES,0,151065,37480000,TERA,2026_01,2026-04-18 13:52
KRTEK,0,414,18914650,TERA,2026_01,2026-04-18 13:52
ATAC,0,265951,103398067,TERA,2026_01,2026-04-18 13:52
ARTOG,0,3023511,18578922,TERA,2026_01,2026-04-18 13:52
PENTA,0,407542,181070136,TERA,2026_01,2026-04-18 13:52
MARKA,0,30080,20752018,TERA,2026_01,2026-04-18 13:52
SALIX,0,1000,4949230,TERA,2026_01,2026-04-18 13:52
GENYH,0,872184,9999906,TERA,2026_01,2026-04-18 13:52
AKSEL,0,17000,7100000,TERA,2026_01,2026-04-18 13:52
CMBTN,0,267,1023000,TERA,2026_01,2026-04-18 13:52
INTEK,0,32,5043584,TERA,2026_01,2026-04-18 13:52
ORMA,0,51,3663265,TERA,2026_01,2026-04-18 13:52
GEDIZ,0,16822,7163595,TERA,2026_01,2026-04-18 13:52
MEMSA,0,26001,160110709,TERA,2026_01,2026-04-18 13:52
KLSYN,0,87392,107854952,TERA,2026_01,2026-04-18 13:52
CLKHO,0,104177,26183651,TERA,2026_01,2026-04-18 13:52
ARTI,0,8075,9881683,TERA,2026_01,2026-04-18 13:52
OBASE,0,1178,14924000,TERA,2026_01,2026-04-18 13:52
ODINE,0,90400,52576848,TERA,2026_01,2026-04-18 13:52
PRTAS,0,22205,21405233,TERA,2026_01,2026-04-18 13:52
MENBA,0,58564,3496852,TERA,2026_01,2026-04-18 13:52
EGCYO,0,2541,21986285,TERA,2026_01,2026-04-18 13:52
BMEKS,0,62287,114192339,TERA,2026_01,2026-04-18 13:52
KRATL,0,5047,17800000,TERA,2026_01,2026-04-18 13:52
DOGUB,0,49,19821566,TERA,2026_01,2026-04-18 13:52
ATPET,0,2002,11403497,TERA,2026_01,2026-04-18 13:52
ENPRA,0,30144,15294299,TERA,2026_01,2026-04-18 13:52
EGYO,0,116906,36676214,TERA,2026_01,2026-04-18 13:52
ARBUL,0,3402,15459297,TERA,2026_01,2026-04-18 13:52
MANGO,0,10002,37831688,TERA,2026_01,2026-04-18 13:52
RANLO,0,10302,19850386,TERA,2026_01,2026-04-18 13:52
CBSBO,0,4602,14692447,TERA,2026_01,2026-04-18 13:52
DMISH,0,2700,22727060,TERA,2026_01,2026-04-18 13:52
ERICO,0,1000,5214523,TERA,2026_01,2026-04-18 13:52
MTRYO,0,41,39900000,TERA,2026_01,2026-04-18 13:52
MAKIM,0,1945,42559998,TERA,2026_01,2026-04-18 13:52
NIBAS,0,30,267767946,TERA,2026_01,2026-04-18 13:52
TARAF,0,100,5035100,TERA,2026_01,2026-04-18 13:52
AKPAZ,0,100,22489187,TERA,2026_01,2026-04-18 13:52
KPHOL,0,1,4207498,TERA,2026_01,2026-04-18 13:52
HITIT,0,1,4488204,TERA,2026_01,2026-04-18 13:52
TUMTK,0,5,76370187,TERA,2026_01,2026-04-18 13:52
TRNSK,0,1,25616249,TERA,2026_01,2026-04-18 13:52
ESEMS,0,1,11202091,TERA,2026_01,2026-04-18 13:52
LATEK,0,2,39499512,TERA,2026_01,2026-04-18 13:52
ANELT,0,1,43199817,TERA,2026_01,2026-04-18 13:52
FVORI,0,0,17564673,TERA,2026_01,2026-04-18 13:52
UZEL,0,3945,26329793,TERA,2026_01,2026-04-18 13:52
ARAT,0,104200,39867975,TERA,2026_01,2026-04-18 13:52
BYSAN,0,10,16552134,TERA,2026_01,2026-04-18 13:52
UKIM,0,5,2053621,TERA,2026_01,2026-04-18 13:52
LIOYS,0,1810,31625013,TERA,2026_01,2026-04-18 13:52
UNTAR,0,16434,29562129,TERA,2026_01,2026-04-18 13:52
BASGZ,0,135855,174999999,TERA,2026_01,2026-04-18 13:52
UMPAS,0,63819,19320590,TERA,2026_01,2026-04-18 13:52
SUMAS,0,449,5433852,TERA,2026_01,2026-04-18 13:52
KERVN,0,10101,588346973,TERA,2026_01,2026-04-18 13:52
MRTGG,0,52001,14339249,TERA,2026_01,2026-04-18 13:52
GOLDS,0,84803,192323946,TERA,2026_01,2026-04-18 13:52
ZRGYO,0,10000,1173404997,TERA,2026_01,2026-04-18 13:52
GNPWR,0,561725,21999996,TERA,2026_01,2026-04-18 13:52
ARASE,-1,375,49999991,TERA,2026_01,2026-04-18 13:52
TABGD,-8,18667,52499906,TERA,2026_01,2026-04-18 13:52
MMCAS,-10,152,12393964,TERA,2026_01,2026-04-18 13:52
GESAN,-21,38719,141759180,TERA,2026_01,2026-04-18 13:52
CLEBI,-27,3225,5490178,TERA,2026_01,2026-04-18 13:52
SDTTR,-28,2116,15990000,TERA,2026_01,2026-04-18 13:52
VKFYO,-83,21205,26473700,TERA,2026_01,2026-04-18 13:52
SKYLP,-86,17393,7159255,TERA,2026_01,2026-04-18 13:52
ANELE,-147,60019,151405542,TERA,2026_01,2026-04-18 13:52
POLTK,-169,23,1125000,TERA,2026_01,2026-04-18 13:52
KSTUR,-170,21,3952561,TERA,2026_01,2026-04-18 13:52
TARKM,-226,692,4999885,TERA,2026_01,2026-04-18 13:52
KAPLM,-235,548396,4563571,TERA,2026_01,2026-04-18 13:52
KONKA,-299,60240,89670000,TERA,2026_01,2026-04-18 13:52
DESA,-300,10,171107590,TERA,2026_01,2026-04-18 13:52
MAALT,-328,570,4763850,TERA,2026_01,2026-04-18 13:52
UFUK,-348,2860,46845974,TERA,2026_01,2026-04-18 13:52
BRMEN,-379,243,57566555,TERA,2026_01,2026-04-18 13:52
COSMO,-405,378,6494091,TERA,2026_01,2026-04-18 13:52
TKNSA,-501,455,100485379,TERA,2026_01,2026-04-18 13:52
KMPUR,-519,87459,132432524,TERA,2026_01,2026-04-18 13:52
EGEEN,-579,527,1137161,TERA,2026_01,2026-04-18 13:52
LINK,-813,8905,18231985,TERA,2026_01,2026-04-18 13:52
KLYPV,-890,33324,46334639,TERA,2026_01,2026-04-18 13:52
AVTUR,-1130,323,43067999,TERA,2026_01,2026-04-18 13:52
FMIZP,-1307,861,3497751,TERA,2026_01,2026-04-18 13:52
BRYAT,-1357,71143,10264685,TERA,2026_01,2026-04-18 13:52
BANVT,-1365,1277,36961044,TERA,2026_01,2026-04-18 13:52
TTRAK,-1369,8852,24967458,TERA,2026_01,2026-04-18 13:52
TLMAN,-1376,362,10300000,TERA,2026_01,2026-04-18 13:52
EGGUB,-1630,32346,75862114,TERA,2026_01,2026-04-18 13:52
VKING,-1847,44141,30932905,TERA,2026_01,2026-04-18 13:52
ATAKP,-1921,3103,28224000,TERA,2026_01,2026-04-18 13:52
TGSAS,-2011,717985,12348294,TERA,2026_01,2026-04-18 13:52
GOODY,-2100,12,132804473,TERA,2026_01,2026-04-18 13:52
ULAS,-2125,6565,25200172,TERA,2026_01,2026-04-18 13:52
AFYON,-2200,42831,399992258,TERA,2026_01,2026-04-18 13:52
AVHOL,-2260,3741,26047279,TERA,2026_01,2026-04-18 13:52
DGGYO,-2371,30321,280709437,TERA,2026_01,2026-04-18 13:52
ATATP,-2418,17092,18809999,TERA,2026_01,2026-04-18 13:52
ENSRI,-2435,15,236333503,TERA,2026_01,2026-04-18 13:52
BOSSA,-2632,268761,508724189,TERA,2026_01,2026-04-18 13:52
