hisse,fark,adet2,tks2,kurum,donem,yukleme
ADESE,-543826037,15028362,4687131701,TERA,2026_02,2026-04-18 13:53
USAK,267214914,534316565,2436064709,BULLS,2026_02,2026-04-18 13:53
EFOR,65417387,71356856,670679994,BULLS,2026_02,2026-04-18 13:53
CANTE,14833851,51484565,8608815637,BULLS,2026_02,2026-04-18 13:53
DMRGD,14356529,48564511,1277294592,BULLS,2026_02,2026-04-18 13:53
KZBGY,9209683,10270478,1959999915,BULLS,2026_02,2026-04-18 13:53
IHLGM,8882276,10037289,986078000,BULLS,2026_02,2026-04-18 13:53
TSPOR,8200420,20676514,3674975174,BULLS,2026_02,2026-04-18 13:53
KOPOL,6987426,7662841,266319652,BULLS,2026_02,2026-04-18 13:53
SAHOL,6885600,6086739,1145847384,BULLS,2026_02,2026-04-18 13:53
ISCTR,6439332,3307887,8880396856,BULLS,2026_02,2026-04-18 13:53
SISE,6360976,8349751,1814905642,BULLS,2026_02,2026-04-18 13:53
MRGYO,5365888,7013835,1753202571,BULLS,2026_02,2026-04-18 13:53
AVOD,3974054,5377992,253604577,BULLS,2026_02,2026-04-18 13:53
YKBNK,3315921,1523823,4705620952,BULLS,2026_02,2026-04-18 13:53
CWENE,2988335,2491293,530758241,BULLS,2026_02,2026-04-18 13:53
BYDNR,2636114,5475348,22999984,BULLS,2026_02,2026-04-18 13:53
OBAMS,2635184,5886385,751078524,BULLS,2026_02,2026-04-18 13:53
RNPOL,2579852,2754881,335900000,BULLS,2026_02,2026-04-18 13:53
CONSE,2452162,2816520,377854899,BULLS,2026_02,2026-04-18 13:53
ADESE,2436664,5662574,4687131701,BULLS,2026_02,2026-04-18 13:53
BSOKE,2355892,20598635,458487038,BULLS,2026_02,2026-04-18 13:53
GENIL,2287223,2351694,1289069985,BULLS,2026_02,2026-04-18 13:53
TSKB,2113615,766255,1516591673,BULLS,2026_02,2026-04-18 13:53
HALKB,1993472,4846866,6546422780,BULLS,2026_02,2026-04-18 13:53
ATATR,1622516,1622516,280000000,BULLS,2026_02,2026-04-18 13:53
MANAS,1293934,2077358,255704000,BULLS,2026_02,2026-04-18 13:53
ICUGS,1274803,2327258,336250000,BULLS,2026_02,2026-04-18 13:53
ENTRA,1215565,1639652,369383564,BULLS,2026_02,2026-04-18 13:53
SEGMN,1187237,1437296,80999980,BULLS,2026_02,2026-04-18 13:53
ISKPL,1121427,3384364,724625736,BULLS,2026_02,2026-04-18 13:53
AKBNK,1118934,608305,3059320211,BULLS,2026_02,2026-04-18 13:53
CVKMD,1081329,10284057,461999787,BULLS,2026_02,2026-04-18 13:53
MOGAN,1048015,1270234,262635000,BULLS,2026_02,2026-04-18 13:53
ARZUM,1040466,4745931,400949823,BULLS,2026_02,2026-04-18 13:53
BUCIM,999668,2249579,1292638065,BULLS,2026_02,2026-04-18 13:53
THYAO,985874,1305767,739463453,BULLS,2026_02,2026-04-18 13:53
MARMR,982458,1387079,961218727,BULLS,2026_02,2026-04-18 13:53
ESCOM,961793,4370806,463831670,BULLS,2026_02,2026-04-18 13:53
KTLEV,872665,4760030,1288500000,BULLS,2026_02,2026-04-18 13:53
EREGL,780946,1564261,3554238535,BULLS,2026_02,2026-04-18 13:53
KLGYO,735373,3129031,689399869,BULLS,2026_02,2026-04-18 13:53
PEKGY,719163,3884831,4685233406,BULLS,2026_02,2026-04-18 13:53
MEYSU,709828,1196869,175000000,BULLS,2026_02,2026-04-18 13:53
TATEN,687707,288235,347799724,BULLS,2026_02,2026-04-18 13:53
SEKUR,672744,1073061,131457835,BULLS,2026_02,2026-04-18 13:53
OYAKC,656433,702883,4656879379,BULLS,2026_02,2026-04-18 13:53
SELVA,558770,2420220,747897737,BULLS,2026_02,2026-04-18 13:53
AKHAN,552553,552553,54700000,BULLS,2026_02,2026-04-18 13:53
PGSUS,536544,981408,295068870,BULLS,2026_02,2026-04-18 13:53
EDATA,527906,682722,160065395,BULLS,2026_02,2026-04-18 13:53
TEHOL,525488,3538932,1967930261,BULLS,2026_02,2026-04-18 13:53
MMCAS,519937,2722934,12393964,BULLS,2026_02,2026-04-18 13:53
BIGTK,463115,16067975,23834373,BULLS,2026_02,2026-04-18 13:53
KLRHO,455131,5066444,341250000,BULLS,2026_02,2026-04-18 13:53
HUNER,443753,1270671,670137934,BULLS,2026_02,2026-04-18 13:53
AEFES,438915,-645529,2028860053,BULLS,2026_02,2026-04-18 13:53
EMPAE,421246,421246,38000000,BULLS,2026_02,2026-04-18 13:53
MIATK,391405,26038981,313087979,BULLS,2026_02,2026-04-18 13:53
ARSAN,349193,5544268,887344274,BULLS,2026_02,2026-04-18 13:53
ULUUN,344731,706556,290523352,BULLS,2026_02,2026-04-18 13:53
KBORU,341565,2878756,143999994,BULLS,2026_02,2026-04-18 13:53
EUHOL,308733,960874,142999954,BULLS,2026_02,2026-04-18 13:53
ANSGR,290445,450505,1564416026,BULLS,2026_02,2026-04-18 13:53
PENTA,288484,383120,181070136,BULLS,2026_02,2026-04-18 13:53
PAPIL,282156,480892,206247674,BULLS,2026_02,2026-04-18 13:53
BIGCH,281518,335776,368932945,BULLS,2026_02,2026-04-18 13:53
ORCAY,277354,625517,150197341,BULLS,2026_02,2026-04-18 13:53
SRVGY,271806,6857913,812499687,BULLS,2026_02,2026-04-18 13:53
DURKN,242122,342281,42500000,BULLS,2026_02,2026-04-18 13:53
AKSA,240026,1526884,1503650642,BULLS,2026_02,2026-04-18 13:53
LRSHO,236433,2360945,724120946,BULLS,2026_02,2026-04-18 13:53
PASEU,235546,84240,215295868,BULLS,2026_02,2026-04-18 13:53
HDFGS,232857,5193085,956974191,BULLS,2026_02,2026-04-18 13:53
LMKDC,209384,423547,155929999,BULLS,2026_02,2026-04-18 13:53
CRDFA,204905,334609,74996857,BULLS,2026_02,2026-04-18 13:53
INDES,202026,234019,462749767,BULLS,2026_02,2026-04-18 13:53
SANFM,196826,1028558,225029995,BULLS,2026_02,2026-04-18 13:53
EKOS,189824,854630,307199852,BULLS,2026_02,2026-04-18 13:53
GSDHO,188427,1104197,999994969,BULLS,2026_02,2026-04-18 13:53
AKFIS,187142,246939,66841328,BULLS,2026_02,2026-04-18 13:53
EYGYO,186458,334808,362859667,BULLS,2026_02,2026-04-18 13:53
LIDER,176395,231862,279500000,BULLS,2026_02,2026-04-18 13:53
VAKBN,175204,-251688,8046896130,BULLS,2026_02,2026-04-18 13:53
IZMDC,174145,368204,723225318,BULLS,2026_02,2026-04-18 13:53
TTKOM,171421,135895,524999999,BULLS,2026_02,2026-04-18 13:53
ALBRK,169834,950618,1050739765,BULLS,2026_02,2026-04-18 13:53
BORSK,168092,1260755,279999879,BULLS,2026_02,2026-04-18 13:53
TUKAS,166947,4692682,4499995929,BULLS,2026_02,2026-04-18 13:53
AKENR,163804,821190,385189146,BULLS,2026_02,2026-04-18 13:53
RUZYE,161839,14952084,267748491,BULLS,2026_02,2026-04-18 13:53
TCKRC,153267,399638,70000000,BULLS,2026_02,2026-04-18 13:53
UCAYM,145579,222656,60000000,BULLS,2026_02,2026-04-18 13:53
MARTI,141285,876303,650112403,BULLS,2026_02,2026-04-18 13:53
ALTNY,140440,722810,399885115,BULLS,2026_02,2026-04-18 13:53
RUBNS,138316,179703,42377765,BULLS,2026_02,2026-04-18 13:53
SILVR,131939,21613253,212818206,BULLS,2026_02,2026-04-18 13:53
KAYSE,126023,597133,818951998,BULLS,2026_02,2026-04-18 13:53
ESCAR,119307,277462,101933690,BULLS,2026_02,2026-04-18 13:53
MEKAG,114964,623059,320319999,BULLS,2026_02,2026-04-18 13:53
EGEGY,112573,13752727,69140000,BULLS,2026_02,2026-04-18 13:53
LKMNH,111406,1848024,163262533,BULLS,2026_02,2026-04-18 13:53
HUBVC,108092,1081896,277189572,BULLS,2026_02,2026-04-18 13:53
ETILR,107845,196929,156217454,BULLS,2026_02,2026-04-18 13:53
PCILT,102686,106103,45014182,BULLS,2026_02,2026-04-18 13:53
REEDR,100365,779119,632419525,BULLS,2026_02,2026-04-18 13:53
GWIND,99815,297931,179165491,BULLS,2026_02,2026-04-18 13:53
IZFAS,99643,721091,156001658,BULLS,2026_02,2026-04-18 13:53
AHSGY,95696,177077,184999889,BULLS,2026_02,2026-04-18 13:53
TUREX,93886,354824,432000000,BULLS,2026_02,2026-04-18 13:53
AGHOL,91217,129777,1068828243,BULLS,2026_02,2026-04-18 13:53
NTHOL,90751,314600,485479112,BULLS,2026_02,2026-04-18 13:53
ENDAE,90746,215083,123506828,BULLS,2026_02,2026-04-18 13:53
GESAN,86746,215073,141759180,BULLS,2026_02,2026-04-18 13:53
KRONT,82463,584648,116892885,BULLS,2026_02,2026-04-18 13:53
AVPGY,81801,67692,99999990,BULLS,2026_02,2026-04-18 13:53
LIDFA,79711,342561,458180545,BULLS,2026_02,2026-04-18 13:53
OBASE,79112,178817,14924000,BULLS,2026_02,2026-04-18 13:53
KLYPV,78726,235686,46334639,BULLS,2026_02,2026-04-18 13:53
NETCD,77031,77031,40000000,BULLS,2026_02,2026-04-18 13:53
TKSMBV,76433,76433,2142503,BULLS,2026_02,2026-04-18 13:53
HATEK,74651,148153,62998947,BULLS,2026_02,2026-04-18 13:53
ELITE,71016,110850,44650000,BULLS,2026_02,2026-04-18 13:53
ADEL,69437,172711,112043619,BULLS,2026_02,2026-04-18 13:53
KCHOL,69150,401030,674052308,BULLS,2026_02,2026-04-18 13:53
FADE,69139,149907,42347497,BULLS,2026_02,2026-04-18 13:53
BIOEN,68942,175131,197983418,BULLS,2026_02,2026-04-18 13:53
KUYAS,68140,30789894,398957788,BULLS,2026_02,2026-04-18 13:53
ONCSM,66279,1196982,10086000,BULLS,2026_02,2026-04-18 13:53
TERA,64336,-61918,240888789,BULLS,2026_02,2026-04-18 13:53
BRLSM,61128,222745,108025075,BULLS,2026_02,2026-04-18 13:53
PNLSN,60999,82385,34752383,BULLS,2026_02,2026-04-18 13:53
MARBL,60704,193384,65226403,BULLS,2026_02,2026-04-18 13:53
TNZTP,57010,127913,87499950,BULLS,2026_02,2026-04-18 13:53
ERSU,56518,105821,31755894,BULLS,2026_02,2026-04-18 13:53
LYDHO,55877,153519609,197140970,BULLS,2026_02,2026-04-18 13:53
SMART,54152,138474,29737499,BULLS,2026_02,2026-04-18 13:53
ATSGWV,54100,54100,1722226,BULLS,2026_02,2026-04-18 13:53
IHEVA,54086,485114,291631239,BULLS,2026_02,2026-04-18 13:53
MEPET,53620,114661,73940585,BULLS,2026_02,2026-04-18 13:53
AKSGY,51357,501836,1628451947,BULLS,2026_02,2026-04-18 13:53
DESA,50941,335966,171107590,BULLS,2026_02,2026-04-18 13:53
ULIFTV,50000,50000,2079060,BULLS,2026_02,2026-04-18 13:53
BAYRK,49179,194888,189751123,BULLS,2026_02,2026-04-18 13:53
CEMZY,48313,67366,124119970,BULLS,2026_02,2026-04-18 13:53
MAVI,46737,114613,576779312,BULLS,2026_02,2026-04-18 13:53
TUCLK,45798,920387,253181400,BULLS,2026_02,2026-04-18 13:53
SUWEN,45779,83524,365687500,BULLS,2026_02,2026-04-18 13:53
GEDZA,45071,71069,42983624,BULLS,2026_02,2026-04-18 13:53
GEDIZ,42787,42966,7163595,BULLS,2026_02,2026-04-18 13:53
PENGD,41027,201310,171069968,BULLS,2026_02,2026-04-18 13:53
ISGSY,36705,105901,47378729,BULLS,2026_02,2026-04-18 13:53
TURSG,35610,572461,7907296076,BULLS,2026_02,2026-04-18 13:53
OZSUB,35115,58012,42499126,BULLS,2026_02,2026-04-18 13:53
INVEO,34772,312949,998999954,BULLS,2026_02,2026-04-18 13:53
PAGYO,34663,101112,57781202,BULLS,2026_02,2026-04-18 13:53
PLTUR,33292,109936,49500000,BULLS,2026_02,2026-04-18 13:53
CRFSA,32388,161734,18312793,BULLS,2026_02,2026-04-18 13:53
PRKAB,31469,77226,35225443,BULLS,2026_02,2026-04-18 13:53
ISDMR,31414,76056,147623050,BULLS,2026_02,2026-04-18 13:53
EGPRO,30019,104846,175170570,BULLS,2026_02,2026-04-18 13:53
BISKNV,30008,30008,1361562,BULLS,2026_02,2026-04-18 13:53
AKGRT,29749,246496,629007625,BULLS,2026_02,2026-04-18 13:53
KRDMB,29163,44773,118762110,BULLS,2026_02,2026-04-18 13:53
MAKTK,28440,832480,184370066,BULLS,2026_02,2026-04-18 13:53
ULAS,27477,78240,25200172,BULLS,2026_02,2026-04-18 13:53
KIMMR,26186,49184,75000000,BULLS,2026_02,2026-04-18 13:53
DURDO,26113,67329,379703149,BULLS,2026_02,2026-04-18 13:53
GOZDE,25882,464583,384991447,BULLS,2026_02,2026-04-18 13:53
OZATD,25461,78350,13349988,BULLS,2026_02,2026-04-18 13:53
MNDTR,24692,2780939,910071938,BULLS,2026_02,2026-04-18 13:53
KTSKR,24676,89353,14691795,BULLS,2026_02,2026-04-18 13:53
PNSUT,23402,364001,128323851,BULLS,2026_02,2026-04-18 13:53
ONRYT,23126,32862,19730000,BULLS,2026_02,2026-04-18 13:53
GOKNR,22272,234837,178040711,BULLS,2026_02,2026-04-18 13:53
MSGYO,21515,292330,169650150,BULLS,2026_02,2026-04-18 13:53
ISYAT,21295,215340,152245569,BULLS,2026_02,2026-04-18 13:53
ASUZU,21016,47132,41130807,BULLS,2026_02,2026-04-18 13:53
AGYO,20428,417358,129036460,BULLS,2026_02,2026-04-18 13:53
SKYMD,20020,99807,52499981,BULLS,2026_02,2026-04-18 13:53
SISLLV,20002,20002,2303411,BULLS,2026_02,2026-04-18 13:53
PGSFQV,20000,20000,4582805,BULLS,2026_02,2026-04-18 13:53
DSTKF,19866,20883,84533333,BULLS,2026_02,2026-04-18 13:53
GUBRF,19365,231592,85359737,BULLS,2026_02,2026-04-18 13:53
SDTTR,18732,23578,15990000,BULLS,2026_02,2026-04-18 13:53
MERCN,18683,107539,74389005,BULLS,2026_02,2026-04-18 13:53
GLBMD,17800,28482,28880500,BULLS,2026_02,2026-04-18 13:53
BESTE,17717,17717,54578499,BULLS,2026_02,2026-04-18 13:53
BRSAN,17702,24651,35912460,BULLS,2026_02,2026-04-18 13:53
BEYAZ,17391,80670,42317352,BULLS,2026_02,2026-04-18 13:53
VBTYZ,17298,65275,56160000,BULLS,2026_02,2026-04-18 13:53
KLKIM,16302,53417,138383655,BULLS,2026_02,2026-04-18 13:53
GEREL,15335,875936,219036379,BULLS,2026_02,2026-04-18 13:53
BRMEN,14707,29350,57566555,BULLS,2026_02,2026-04-18 13:53
VERTU,14170,37351,22000000,BULLS,2026_02,2026-04-18 13:53
VESBE,14132,719731,503578676,BULLS,2026_02,2026-04-18 13:53
TUPRS,13319,352188,902334139,BULLS,2026_02,2026-04-18 13:53
KLMSN,12793,16967,30881297,BULLS,2026_02,2026-04-18 13:53
ISSEN,12740,722118,107411517,BULLS,2026_02,2026-04-18 13:53
HATSN,12501,47221,44299964,BULLS,2026_02,2026-04-18 13:53
AYES,12243,168039,87567109,BULLS,2026_02,2026-04-18 13:53
TURGG,12071,73965,32042988,BULLS,2026_02,2026-04-18 13:53
EDIP,11880,19553,36468204,BULLS,2026_02,2026-04-18 13:53
DOKTA,11806,24933,145872862,BULLS,2026_02,2026-04-18 13:53
ARTMS,11688,81417,24199999,BULLS,2026_02,2026-04-18 13:53
TRHOL,11657,129664,17635692,BULLS,2026_02,2026-04-18 13:53
SOKM,11404,31067,448708248,BULLS,2026_02,2026-04-18 13:53
OYYAT,11052,13060,91048322,BULLS,2026_02,2026-04-18 13:53
FZLGY,10952,48975,398427644,BULLS,2026_02,2026-04-18 13:53
ZRGYO,10679,17165,1173404997,BULLS,2026_02,2026-04-18 13:53
RAYSG,10646,15041,51947024,BULLS,2026_02,2026-04-18 13:53
KUTPO,10385,13243,10524430,BULLS,2026_02,2026-04-18 13:53
TKNSA,10262,137109,100485379,BULLS,2026_02,2026-04-18 13:53
HOROZ,10242,29816,24599986,BULLS,2026_02,2026-04-18 13:53
TOSKLV,10000,10000,1343308,BULLS,2026_02,2026-04-18 13:53
AHGAZ,9551,208103,659370871,BULLS,2026_02,2026-04-18 13:53
DERHL,9503,331100,197281316,BULLS,2026_02,2026-04-18 13:53
AVTUR,8955,265888,43067999,BULLS,2026_02,2026-04-18 13:53
VKFYO,8931,19072,26473700,BULLS,2026_02,2026-04-18 13:53
GSDDE,8777,119833,106850751,BULLS,2026_02,2026-04-18 13:53
DOAS,8582,28148,97899975,BULLS,2026_02,2026-04-18 13:53
VAKKO,8244,24265,30788486,BULLS,2026_02,2026-04-18 13:53
ISMEN,7805,521511,467723147,BULLS,2026_02,2026-04-18 13:53
PKENT,7113,14068,23766169,BULLS,2026_02,2026-04-18 13:53
DUNYH,6990,15813326,36443197,BULLS,2026_02,2026-04-18 13:53
BIENY,6921,449795,83144831,BULLS,2026_02,2026-04-18 13:53
EKIZ,6914,20802,8198720,BULLS,2026_02,2026-04-18 13:53
KFEIN,6338,113760,150306170,BULLS,2026_02,2026-04-18 13:53
KONKA,6255,46348,89670000,BULLS,2026_02,2026-04-18 13:53
BASCM,6168,80152,49238593,BULLS,2026_02,2026-04-18 13:53
ANGEN,6130,105648,86440002,BULLS,2026_02,2026-04-18 13:53
KGYO,6092,2881164,767895148,BULLS,2026_02,2026-04-18 13:53
BRKVY,5950,71688,13618361,BULLS,2026_02,2026-04-18 13:53
ATLAS,5879,58807,59999865,BULLS,2026_02,2026-04-18 13:53
VSNMD,5789,45293,24000000,BULLS,2026_02,2026-04-18 13:53
BFREN,5772,28972,24586148,BULLS,2026_02,2026-04-18 13:53
OYLUM,5702,37212,80937367,BULLS,2026_02,2026-04-18 13:53
SURGY,5272,115567,44999990,BULLS,2026_02,2026-04-18 13:53
YAYLA,4940,21925,39874966,BULLS,2026_02,2026-04-18 13:53
KAPLM,4696,51608,4563571,BULLS,2026_02,2026-04-18 13:53
LOGO,4641,11687,74328248,BULLS,2026_02,2026-04-18 13:53
BLCYT,4600,110809,49088907,BULLS,2026_02,2026-04-18 13:53
GRNYO,3760,8526,37386059,BULLS,2026_02,2026-04-18 13:53
TBORG,3649,37736,59392160,BULLS,2026_02,2026-04-18 13:53
DGGYO,3376,13735,280709437,BULLS,2026_02,2026-04-18 13:53
INVES,3311,11138,37480000,BULLS,2026_02,2026-04-18 13:53
TABGD,3255,6278,52499906,BULLS,2026_02,2026-04-18 13:53
HTTBT,3151,18586,82805422,BULLS,2026_02,2026-04-18 13:53
SONME,3072,4250,4349319,BULLS,2026_02,2026-04-18 13:53
SUNTK,2901,5777,145280000,BULLS,2026_02,2026-04-18 13:53
TRGYO,2880,137342,251573369,BULLS,2026_02,2026-04-18 13:53
BVSAN,2759,43506,13749998,BULLS,2026_02,2026-04-18 13:53
KRSTL,2654,37329,183664642,BULLS,2026_02,2026-04-18 13:53
MZHLD,2642,17948,72215314,BULLS,2026_02,2026-04-18 13:53
GIPTA,2497,313498,51617863,BULLS,2026_02,2026-04-18 13:53
MEDTR,2462,216824,24499999,BULLS,2026_02,2026-04-18 13:53
TMSN,2436,50112,44449988,BULLS,2026_02,2026-04-18 13:53
ECZYT,2296,9670,45880511,BULLS,2026_02,2026-04-18 13:53
CCOLA,2059,24166,820001147,BULLS,2026_02,2026-04-18 13:53
ARAT,2000,50147,39867975,BULLS,2026_02,2026-04-18 13:53
AKSUE,1952,79039,56376184,BULLS,2026_02,2026-04-18 13:53
PRZMA,1797,18365,61941150,BULLS,2026_02,2026-04-18 13:53
ODINE,1643,2449,52810834,BULLS,2026_02,2026-04-18 13:53
ERBOS,1515,5535,15899843,BULLS,2026_02,2026-04-18 13:53
TLMAN,1500,9939,10300000,BULLS,2026_02,2026-04-18 13:53
APMDLF,1500,1500,12300000,BULLS,2026_02,2026-04-18 13:53
AYCES,1475,6090,1895369,BULLS,2026_02,2026-04-18 13:53
AKMGY,1371,35273,21568998,BULLS,2026_02,2026-04-18 13:53
KLSER,1063,71546,109457566,BULLS,2026_02,2026-04-18 13:53
KUVVA,1000,1459,24204585,BULLS,2026_02,2026-04-18 13:53
ARTI,965,8105,9881683,BULLS,2026_02,2026-04-18 13:53
IZINV,950,90692,13540386,BULLS,2026_02,2026-04-18 13:53
SANEL,924,7171,18112451,BULLS,2026_02,2026-04-18 13:53
FMIZP,865,1384,3497641,BULLS,2026_02,2026-04-18 13:53
MEGAP,855,122647,234498757,BULLS,2026_02,2026-04-18 13:53
GOLTS,771,3391,12422783,BULLS,2026_02,2026-04-18 13:53
RALYH,738,1435794,176370972,BULLS,2026_02,2026-04-18 13:53
ACSEL,717,6589,8589113,BULLS,2026_02,2026-04-18 13:53
TTRAK,716,17478,24967158,BULLS,2026_02,2026-04-18 13:53
CMENT,692,5887,56829666,BULLS,2026_02,2026-04-18 13:53
DNISI,595,9369,59171727,BULLS,2026_02,2026-04-18 13:53
KCAER,575,344531,496494775,BULLS,2026_02,2026-04-18 13:53
TMPOL,573,83814,11039990,BULLS,2026_02,2026-04-18 13:53
ARENA,544,45726,66996461,BULLS,2026_02,2026-04-18 13:53
EUKYO,529,12822,19899963,BULLS,2026_02,2026-04-18 13:53
SKYLP,524,45261,7159255,BULLS,2026_02,2026-04-18 13:53
PAMEL,504,13046,21533681,BULLS,2026_02,2026-04-18 13:53
LYDYE,441,775943,1391287,BULLS,2026_02,2026-04-18 13:53
CLEBI,367,1089,5490178,BULLS,2026_02,2026-04-18 13:53
INTEM,343,6610,9428747,BULLS,2026_02,2026-04-18 13:53
BRYAT,275,8609,10264685,BULLS,2026_02,2026-04-18 13:53
ISBIR,261,6900,14520542,BULLS,2026_02,2026-04-18 13:53
ORMA,224,5914,3663265,BULLS,2026_02,2026-04-18 13:53
YBTAS,221,114536,31595793,BULLS,2026_02,2026-04-18 13:53
VERUS,180,5261,34499937,BULLS,2026_02,2026-04-18 13:53
EBEBK,127,3879,40534692,BULLS,2026_02,2026-04-18 13:53
KONYA,100,1367,1646416,BULLS,2026_02,2026-04-18 13:53
CUSAN,90,12694,18500000,BULLS,2026_02,2026-04-18 13:53
ALCAR,22,1322,1721735,BULLS,2026_02,2026-04-18 13:53
ANELT,18,72,43199817,BULLS,2026_02,2026-04-18 13:53
SANKO,7,60803,37499197,BULLS,2026_02,2026-04-18 13:53
YONGA,5,5681,7198435,BULLS,2026_02,2026-04-18 13:53
GNPWR,0,102200,21999996,BULLS,2026_02,2026-04-18 13:53
ATPET,0,48166,11403497,BULLS,2026_02,2026-04-18 13:53
UASAXV,0,1000,3246564,BULLS,2026_02,2026-04-18 13:53
UKIM,0,102,2053621,BULLS,2026_02,2026-04-18 13:53
AVHOL,0,1859,26047279,BULLS,2026_02,2026-04-18 13:53
EGCEY,0,29059,19749798,BULLS,2026_02,2026-04-18 13:53
UMPAS,0,503,19421124,BULLS,2026_02,2026-04-18 13:53
UZEL,0,12615,26329793,BULLS,2026_02,2026-04-18 13:53
EGCYH,0,169802,39900235,BULLS,2026_02,2026-04-18 13:53
MANGO,0,457379,37831688,BULLS,2026_02,2026-04-18 13:53
SKPLC,0,60469,13084995,BULLS,2026_02,2026-04-18 13:53
EGCYO,0,12969,21986285,BULLS,2026_02,2026-04-18 13:53
AKSEL,0,14367,7100000,BULLS,2026_02,2026-04-18 13:53
EGYO,0,71088,36676214,BULLS,2026_02,2026-04-18 13:53
KPHOL,0,3022,4207498,BULLS,2026_02,2026-04-18 13:53
SUMAS,0,2801,5434738,BULLS,2026_02,2026-04-18 13:53
KRATL,0,97811,17800000,BULLS,2026_02,2026-04-18 13:53
MEMSA,0,1124782,160110709,BULLS,2026_02,2026-04-18 13:53
ZPBDLF,0,1767,8240000,BULLS,2026_02,2026-04-18 13:53
ZPLIBF,0,4483,190200000,BULLS,2026_02,2026-04-18 13:53
FVORI,0,63040,17564673,BULLS,2026_02,2026-04-18 13:53
TARAF,0,7803,5033275,BULLS,2026_02,2026-04-18 13:53
METAL,0,2801,9024711,BULLS,2026_02,2026-04-18 13:53
ARTOG,0,57781,18578922,BULLS,2026_02,2026-04-18 13:53
ARBUL,0,69230,15459297,BULLS,2026_02,2026-04-18 13:53
HITIT,0,10262,4488204,BULLS,2026_02,2026-04-18 13:53
AKPAZ,0,19951,22488832,BULLS,2026_02,2026-04-18 13:53
BYSAN,0,37358,16552134,BULLS,2026_02,2026-04-18 13:53
KMIDIV,0,0,1334859,BULLS,2026_02,2026-04-18 13:53
GENYH,0,59176,9999906,BULLS,2026_02,2026-04-18 13:53
QNBFK,0,61628,843137646,BULLS,2026_02,2026-04-18 13:53
MRTGG,0,20313,14339249,BULLS,2026_02,2026-04-18 13:53
RANLO,0,65918,19850386,BULLS,2026_02,2026-04-18 13:53
ASYAB,0,1755636,477899601,BULLS,2026_02,2026-04-18 13:53
ROYAL,0,41,17249999,BULLS,2026_02,2026-04-18 13:53
TYIJWV,0,0,2822382,BULLS,2026_02,2026-04-18 13:53
LIOYS,0,20996,31625013,BULLS,2026_02,2026-04-18 13:53
DESPC,0,65302,16023700,BULLS,2026_02,2026-04-18 13:53
TUMTK,0,8868,76370187,BULLS,2026_02,2026-04-18 13:53
SALIX,0,45853,4949230,BULLS,2026_02,2026-04-18 13:53
LATEK,-1,222006,39499512,BULLS,2026_02,2026-04-18 13:53
KSTUR,-19,528,3952560,BULLS,2026_02,2026-04-18 13:53
EGEEN,-37,2475,1137161,BULLS,2026_02,2026-04-18 13:53
ULUSE,-39,4173,24000000,BULLS,2026_02,2026-04-18 13:53
TAVHL,-53,19625,213213415,BULLS,2026_02,2026-04-18 13:53
GARFA,-65,21336,138399778,BULLS,2026_02,2026-04-18 13:53
SAYAS,-67,39516,42530887,BULLS,2026_02,2026-04-18 13:53
BASGZ,-69,66027,174999999,BULLS,2026_02,2026-04-18 13:53
MRSHL,-76,188,4212888,BULLS,2026_02,2026-04-18 13:53
POLTK,-99,209,1125000,BULLS,2026_02,2026-04-18 13:53
GLCVY,-118,1883,26400000,BULLS,2026_02,2026-04-18 13:53
INTEK,-131,892,5043584,BULLS,2026_02,2026-04-18 13:53
CASA,-139,17565,4894317,BULLS,2026_02,2026-04-18 13:53
BAKAB,-145,9258,34985326,BULLS,2026_02,2026-04-18 13:53
KENT,-149,527,1786507,BULLS,2026_02,2026-04-18 13:53
NUHCM,-153,4041,33163299,BULLS,2026_02,2026-04-18 13:53
BANVT,-163,2333,36961044,BULLS,2026_02,2026-04-18 13:53
QNBTR,-164,165,2571745911,BULLS,2026_02,2026-04-18 13:53
PSDTC,-214,7642,6599991,BULLS,2026_02,2026-04-18 13:53
EPLAS,-221,208586,190491857,BULLS,2026_02,2026-04-18 13:53
KRPLS,-233,98893,78486163,BULLS,2026_02,2026-04-18 13:53
CMBTN,-242,1655,1023000,BULLS,2026_02,2026-04-18 13:53
MAALT,-261,4899,4763850,BULLS,2026_02,2026-04-18 13:53
COSMO,-279,3204,6494091,BULLS,2026_02,2026-04-18 13:53
ATSYH,-353,12777,7998869,BULLS,2026_02,2026-04-18 13:53
ERICO,-401,14103,5214523,BULLS,2026_02,2026-04-18 13:53
DIRIT,-433,16004,10150123,BULLS,2026_02,2026-04-18 13:53
CGCAM,-440,121671,42000000,BULLS,2026_02,2026-04-18 13:53
INGRM,-491,6812,14969536,BULLS,2026_02,2026-04-18 13:53
KLNMA,-500,134180,91846864,BULLS,2026_02,2026-04-18 13:53
CLKHO,-500,390980,26183651,BULLS,2026_02,2026-04-18 13:53
ATAC,-501,284016,103398067,BULLS,2026_02,2026-04-18 13:53
ESEMS,-700,1076,11202091,BULLS,2026_02,2026-04-18 13:53
MENBA,-700,28830,3496852,BULLS,2026_02,2026-04-18 13:53
BMEKS,-700,642062,114192339,BULLS,2026_02,2026-04-18 13:53
KRGYO,-755,160110,275246747,BULLS,2026_02,2026-04-18 13:53
DMISH,-800,146669,41526838,BULLS,2026_02,2026-04-18 13:53
