hisse,fark,adet2,tks2,tip,donem,yukleme
AKFYE,-211226,146733229,551782160,yabanci,2026_03,2026-04-18 13:53
SANKO,-213112,446236,37499197,yabanci,2026_03,2026-04-18 13:53
EMKEL,-221501,178001,149999458,yabanci,2026_03,2026-04-18 13:53
EPLAS,-242882,2473396,190491857,yabanci,2026_03,2026-04-18 13:53
GOKNR,-258067,5944822,178040711,yabanci,2026_03,2026-04-18 13:53
ATATP,-265507,1067645,18809999,yabanci,2026_03,2026-04-18 13:53
EDATA,-281025,74675,160065395,yabanci,2026_03,2026-04-18 13:53
VESTL,-282919,6941997,295447203,yabanci,2026_03,2026-04-18 13:53
TSGYO,-292469,519053,266499982,yabanci,2026_03,2026-04-18 13:53
ALFAS,-299617,5859389,84639559,yabanci,2026_03,2026-04-18 13:53
AKSUE,-302700,216798,56376184,yabanci,2026_03,2026-04-18 13:53
YYAPI,-304138,3744548,1705025550,yabanci,2026_03,2026-04-18 13:53
ARASE,-310366,5398367,49999991,yabanci,2026_03,2026-04-18 13:53
EUREN,-320423,63464446,1040132637,yabanci,2026_03,2026-04-18 13:53
AVGYO,-330705,1,111590302,yabanci,2026_03,2026-04-18 13:53
AYDEM,-331784,24633911,130000000,yabanci,2026_03,2026-04-18 13:53
RALYH,-332005,14210669,176370972,yabanci,2026_03,2026-04-18 13:53
YIGIT,-337381,317490,74999974,yabanci,2026_03,2026-04-18 13:53
BINHO,-338762,43019,488884380,yabanci,2026_03,2026-04-18 13:53
KLSER,-342559,5414302,109457654,yabanci,2026_03,2026-04-18 13:53
BARMA,-343878,234969,78130939,yabanci,2026_03,2026-04-18 13:53
AVOD,-350598,42526,253604577,yabanci,2026_03,2026-04-18 13:53
ARMGD,-375692,742967,54996000,yabanci,2026_03,2026-04-18 13:53
CEOEM,-376373,82552,22209658,yabanci,2026_03,2026-04-18 13:53
ODINE,-380738,2425510,52810834,yabanci,2026_03,2026-04-18 13:53
EGPRO,-404986,88218,175170570,yabanci,2026_03,2026-04-18 13:53
EBEBK,-421949,3557143,40534692,yabanci,2026_03,2026-04-18 13:53
GLCVY,-423782,51407,26400000,yabanci,2026_03,2026-04-18 13:53
KRVGD,-433433,53032341,596159766,yabanci,2026_03,2026-04-18 13:53
AGESA,-436746,20196876,35829553,yabanci,2026_03,2026-04-18 13:53
KBORU,-445386,1456850,143999994,yabanci,2026_03,2026-04-18 13:53
SELVA,-449007,211374,775687737,yabanci,2026_03,2026-04-18 13:53
ISFIN,-449875,33476614,310154523,yabanci,2026_03,2026-04-18 13:53
GSDDE,-452623,27896,106850751,yabanci,2026_03,2026-04-18 13:53
LIDER,-459408,21200403,279500000,yabanci,2026_03,2026-04-18 13:53
KOTON,-463837,67963,136599922,yabanci,2026_03,2026-04-18 13:53
GUBRF,-467704,7465324,85403679,yabanci,2026_03,2026-04-18 13:53
PETUN,-492067,379280,134673118,yabanci,2026_03,2026-04-18 13:53
HTTBT,-508199,15261831,82805422,yabanci,2026_03,2026-04-18 13:53
RGYAS,-510124,51270582,105523000,yabanci,2026_03,2026-04-18 13:53
KARTN,-538374,664602,72781126,yabanci,2026_03,2026-04-18 13:53
ICBCT,-614352,86801,216761845,yabanci,2026_03,2026-04-18 13:53
AHSGY,-616041,15419364,184999889,yabanci,2026_03,2026-04-18 13:53
BOBET,-647751,702357,113999998,yabanci,2026_03,2026-04-18 13:53
KFEIN,-663912,214568,150306170,yabanci,2026_03,2026-04-18 13:53
GRTHO,-690936,5801230,36745000,yabanci,2026_03,2026-04-18 13:53
MACKO,-733182,243608,41500000,yabanci,2026_03,2026-04-18 13:53
YEOTK,-755670,9269648,160933198,yabanci,2026_03,2026-04-18 13:53
BNTAS,-755927,84802,170624998,yabanci,2026_03,2026-04-18 13:53
IZMDC,-774561,37341332,723225318,yabanci,2026_03,2026-04-18 13:53
MPARK,-780883,33258893,80869110,yabanci,2026_03,2026-04-18 13:53
ESEN,-806813,37660049,682499950,yabanci,2026_03,2026-04-18 13:53
TCKRC,-810327,35739,70000000,yabanci,2026_03,2026-04-18 13:53
KRDMB,-883710,2032479,118762110,yabanci,2026_03,2026-04-18 13:53
GUNDG,-910128,593873,18968983,yabanci,2026_03,2026-04-18 13:53
OZKGY,-934119,23977114,363999945,yabanci,2026_03,2026-04-18 13:53
LMKDC,-956661,1870232,155929999,yabanci,2026_03,2026-04-18 13:53
YUNSA,-961742,201784,202164056,yabanci,2026_03,2026-04-18 13:53
IHGZT,-975912,12156857,570666228,yabanci,2026_03,2026-04-18 13:53
SOKE,-997468,131549,126999996,yabanci,2026_03,2026-04-18 13:53
TNZTP,-1006501,767349,87499950,yabanci,2026_03,2026-04-18 13:53
MGROS,-1051208,31991071,96563568,yabanci,2026_03,2026-04-18 13:53
LOGO,-1056299,20690782,74328248,yabanci,2026_03,2026-04-18 13:53
TRMET,-1063713,49617328,174483588,yabanci,2026_03,2026-04-18 13:53
KLKIM,-1065970,8592415,138383655,yabanci,2026_03,2026-04-18 13:53
TRCAS,-1095561,4786107,206252869,yabanci,2026_03,2026-04-18 13:53
MERIT,-1118024,462735,329748900,yabanci,2026_03,2026-04-18 13:53
GOZDE,-1167878,3338168,384991447,yabanci,2026_03,2026-04-18 13:53
GWIND,-1186211,10636370,179165491,yabanci,2026_03,2026-04-18 13:53
ISSEN,-1191039,74621,107417374,yabanci,2026_03,2026-04-18 13:53
ISGYO,-1198809,37922886,531312439,yabanci,2026_03,2026-04-18 13:53
SNICA,-1199198,1,321688855,yabanci,2026_03,2026-04-18 13:53
KCAER,-1221980,62105385,496494775,yabanci,2026_03,2026-04-18 13:53
KRSTL,-1225595,2294496,183664642,yabanci,2026_03,2026-04-18 13:53
CONSE,-1253001,1837188,377854899,yabanci,2026_03,2026-04-18 13:53
TTRAK,-1253866,5552604,24967158,yabanci,2026_03,2026-04-18 13:53
BIGTK,-1289915,421231,23834373,yabanci,2026_03,2026-04-18 13:53
AKGRT,-1300322,150436236,629007625,yabanci,2026_03,2026-04-18 13:53
KLGYO,-1348412,7195211,689399869,yabanci,2026_03,2026-04-18 13:53
OTKAR,-1445997,3764225,33417145,yabanci,2026_03,2026-04-18 13:53
MOPAS,-1460784,1385,57330000,yabanci,2026_03,2026-04-18 13:53
ALBRK,-1480033,203485515,1050739765,yabanci,2026_03,2026-04-18 13:53
SNGYO,-1507743,150123294,3607173097,yabanci,2026_03,2026-04-18 13:53
KLSYN,-1602684,598848,107854952,yabanci,2026_03,2026-04-18 13:53
ULUFA,-1665915,1168429,305269391,yabanci,2026_03,2026-04-18 13:53
AKSGY,-1769497,85385466,1628451947,yabanci,2026_03,2026-04-18 13:53
BRSAN,-1921307,2166394,35912460,yabanci,2026_03,2026-04-18 13:53
EGEPO,-1946126,1825345,200000000,yabanci,2026_03,2026-04-18 13:53
VRGYO,-2014381,28579448,597693904,yabanci,2026_03,2026-04-18 13:53
MAGEN,-2111302,89284458,719512140,yabanci,2026_03,2026-04-18 13:53
SKBNK,-2183579,123474119,2498877855,yabanci,2026_03,2026-04-18 13:53
AFYON,-2253592,6100733,399992258,yabanci,2026_03,2026-04-18 13:53
INDES,-2258079,35365411,462749767,yabanci,2026_03,2026-04-18 13:53
KGYO,-2344939,1120835,767894934,yabanci,2026_03,2026-04-18 13:53
BUCIM,-2363908,43291799,1292638065,yabanci,2026_03,2026-04-18 13:53
EGEGY,-2397984,902778,69140000,yabanci,2026_03,2026-04-18 13:53
DOAS,-2449821,18061434,97899975,yabanci,2026_03,2026-04-18 13:53
ISMEN,-2487162,121406445,467723147,yabanci,2026_03,2026-04-18 13:53
VESBE,-2532148,27760643,503578676,yabanci,2026_03,2026-04-18 13:53
RYSAS,-2562199,867889337,1504020937,yabanci,2026_03,2026-04-18 13:53
PENGD,-2574824,4875,171069968,yabanci,2026_03,2026-04-18 13:53
IMASM,-2594601,28989299,650600499,yabanci,2026_03,2026-04-18 13:53
ZRGYO,-2615006,76834418,1173404997,yabanci,2026_03,2026-04-18 13:53
AGHOL,-2730692,249020211,1069828243,yabanci,2026_03,2026-04-18 13:53
KIMMR,-2738343,395647,75000000,yabanci,2026_03,2026-04-18 13:53
KTLEV,-2920990,74490091,1288500000,yabanci,2026_03,2026-04-18 13:53
VKGYO,-2928137,80457958,1637203242,yabanci,2026_03,2026-04-18 13:53
TKFEN,-2934710,18335255,230848007,yabanci,2026_03,2026-04-18 13:53
FROTO,-3024720,233133641,625119847,yabanci,2026_03,2026-04-18 13:53
BURCE,-3072519,136807,44422390,yabanci,2026_03,2026-04-18 13:53
ENTRA,-3127831,5944696,369383564,yabanci,2026_03,2026-04-18 13:53
GLYHO,-3141127,251453981,1949290631,yabanci,2026_03,2026-04-18 13:53
NTHOL,-3143440,19930147,485479112,yabanci,2026_03,2026-04-18 13:53
QUAGR,-3214860,110499944,1773200000,yabanci,2026_03,2026-04-18 13:53
BERA,-3283797,48619729,492027250,yabanci,2026_03,2026-04-18 13:53
SARKY,-3427349,62221877,999999671,yabanci,2026_03,2026-04-18 13:53
GSDHO,-3549464,100763537,999994969,yabanci,2026_03,2026-04-18 13:53
MOBTL,-3639179,5153125,207999999,yabanci,2026_03,2026-04-18 13:53
CVKMD,-3891214,21487007,461999787,yabanci,2026_03,2026-04-18 13:53
KRDMA,-3943367,19962154,240300917,yabanci,2026_03,2026-04-18 13:53
ESCOM,-4401395,23810746,465831670,yabanci,2026_03,2026-04-18 13:53
ISDMR,-4443557,22669527,147631816,yabanci,2026_03,2026-04-18 13:53
ENERY,-5882094,260913746,2420687469,yabanci,2026_03,2026-04-18 13:53
PGSUS,-5904462,30568880,295068869,yabanci,2026_03,2026-04-18 13:53
TCELL,-6141125,718161681,1622604373,yabanci,2026_03,2026-04-18 13:53
ULKER,-6144263,46792798,338855989,yabanci,2026_03,2026-04-18 13:53
AKSA,-6283588,258754404,1503650642,yabanci,2026_03,2026-04-18 13:53
HEKTS,-6384357,341910297,3946424637,yabanci,2026_03,2026-04-18 13:53
TRGYO,-6517310,36774622,251573369,yabanci,2026_03,2026-04-18 13:53
SISE,-7594117,171582982,1814905641,yabanci,2026_03,2026-04-18 13:53
VAKBN,-8461007,170627506,8046896130,yabanci,2026_03,2026-04-18 13:53
DOHOL,-8480699,207915178,984706978,yabanci,2026_03,2026-04-18 13:53
HALKB,-9464874,23829112,6546422780,yabanci,2026_03,2026-04-18 13:53
TUREX,-10053495,4250408,432000000,yabanci,2026_03,2026-04-18 13:53
CWENE,-12068423,36839700,530758241,yabanci,2026_03,2026-04-18 13:53
ISKPL,-12388339,31217597,724625736,yabanci,2026_03,2026-04-18 13:53
SOKM,-13633774,141389280,448708248,yabanci,2026_03,2026-04-18 13:53
ALGYO,-13775876,21937152,989338262,yabanci,2026_03,2026-04-18 13:53
SAHOL,-15348859,320699409,1149847384,yabanci,2026_03,2026-04-18 13:53
AKFGY,-15886119,125229672,3457819313,yabanci,2026_03,2026-04-18 13:53
BJKAS,-17357506,62632473,1776089716,yabanci,2026_03,2026-04-18 13:53
GARAN,-17619072,155338985,2454957797,yabanci,2026_03,2026-04-18 13:53
YGYO,-17627625,1752091,1310632851,yabanci,2026_03,2026-04-18 13:53
PEKGY,-19640560,374738798,4685173406,yabanci,2026_03,2026-04-18 13:53
THYAO,-19836369,136817243,739463453,yabanci,2026_03,2026-04-18 13:53
EKGYO,-20460183,439409401,1925107366,yabanci,2026_03,2026-04-18 13:53
AEFES,-21280852,798240112,2028860053,yabanci,2026_03,2026-04-18 13:53
GENIL,-21853786,110096656,1289069985,yabanci,2026_03,2026-04-18 13:53
ALVES,-22577924,2303699,1159999780,yabanci,2026_03,2026-04-18 13:53
DAPGM,-22873373,67904886,942910838,yabanci,2026_03,2026-04-18 13:53
TSPOR,-23086500,8093907,3674975174,yabanci,2026_03,2026-04-18 13:53
ZOREN,-25766409,234640432,2681244194,yabanci,2026_03,2026-04-18 13:53
TRALT,-31540529,245899926,952269019,yabanci,2026_03,2026-04-18 13:53
YKBNK,-115842675,1507272456,4705620952,yabanci,2026_03,2026-04-18 13:53
SASA,-117930109,2813358429,25700434927,yabanci,2026_03,2026-04-18 13:53
AKBNK,-146370426,1525228422,3059320211,yabanci,2026_03,2026-04-18 13:53
ALVES,192011509,206164867,1159999780,fon,2026_03,2026-04-18 13:53
KTLEV,111918586,264011263,1288500000,fon,2026_03,2026-04-18 13:53
ISCTR,97090221,1370980800,8880396856,fon,2026_03,2026-04-18 13:53
MARTI,94982361,141076166,1475768116,fon,2026_03,2026-04-18 13:53
SVGYO,90782261,90782261,295400000,fon,2026_03,2026-04-18 13:53
BTCIM,77636507,393034013,4220286921,fon,2026_03,2026-04-18 13:53
EREGL,70833604,599055619,3554243274,fon,2026_03,2026-04-18 13:53
DOHOL,60047586,152749619,984706978,fon,2026_03,2026-04-18 13:53
TERA,53650106,147371034,240888789,fon,2026_03,2026-04-18 13:53
SASA,49233100,1832445791,25700434927,fon,2026_03,2026-04-18 13:53
AKBNK,41211486,454547555,3059320211,fon,2026_03,2026-04-18 13:53
PETKM,39400022,163104154,1241729843,fon,2026_03,2026-04-18 13:53
CRDFA,36153456,52107639,224990570,fon,2026_03,2026-04-18 13:53
DAPGM,30424732,146486236,942910838,fon,2026_03,2026-04-18 13:53
CANTE,24404739,183924980,8608815636,fon,2026_03,2026-04-18 13:53
MRGYO,23213782,24403413,2277966226,fon,2026_03,2026-04-18 13:53
AKSA,22268565,168435169,1503650642,fon,2026_03,2026-04-18 13:53
CWENE,19888056,267339757,530758241,fon,2026_03,2026-04-18 13:53
BSOKE,19319375,107898657,458487038,fon,2026_03,2026-04-18 13:53
THYAO,16590071,68995146,739463453,fon,2026_03,2026-04-18 13:53
HEDEF,16453529,327033267,562499930,fon,2026_03,2026-04-18 13:53
IZENR,14956417,43786375,914537597,fon,2026_03,2026-04-18 13:53
YKBNK,14803607,563771725,4705620952,fon,2026_03,2026-04-18 13:53
ISKPL,13353623,133959341,724625736,fon,2026_03,2026-04-18 13:53
LINK,12789097,13318760,747511382,fon,2026_03,2026-04-18 13:53
KOPOL,12230175,18078531,266319652,fon,2026_03,2026-04-18 13:53
MAGEN,12032759,427790470,719512140,fon,2026_03,2026-04-18 13:53
PASEU,11702054,81734328,215295868,fon,2026_03,2026-04-18 13:53
AEFES,11467460,175533909,2028860053,fon,2026_03,2026-04-18 13:53
TUPRS,11294799,66820737,942334139,fon,2026_03,2026-04-18 13:53
SAHOL,10631533,180318672,1149847384,fon,2026_03,2026-04-18 13:53
KRDMA,9757339,19968171,240300917,fon,2026_03,2026-04-18 13:53
SOKE,9383949,20067005,126999996,fon,2026_03,2026-04-18 13:53
GARAN,9274206,126156808,2454957797,fon,2026_03,2026-04-18 13:53
TEZOL,8927533,24874450,139999972,fon,2026_03,2026-04-18 13:53
ZERGY,8772853,16330134,156799985,fon,2026_03,2026-04-18 13:53
AKGRT,8733760,96357518,629007625,fon,2026_03,2026-04-18 13:53
TSKB,8448952,98769419,1516591673,fon,2026_03,2026-04-18 13:53
ULUFA,8431249,14848099,305269391,fon,2026_03,2026-04-18 13:53
TRALT,7981009,66751068,952269019,fon,2026_03,2026-04-18 13:53
MAVI,7951700,89830246,576779312,fon,2026_03,2026-04-18 13:53
PSGYO,7418615,278452276,2954231556,fon,2026_03,2026-04-18 13:53
TUREX,7267707,16883016,432000000,fon,2026_03,2026-04-18 13:53
KUYAS,6947751,70168290,398957788,fon,2026_03,2026-04-18 13:53
GUNDG,6947313,13203319,18968983,fon,2026_03,2026-04-18 13:53
INFO,6677478,267388167,767463333,fon,2026_03,2026-04-18 13:53
INVEO,6614431,14141841,998999954,fon,2026_03,2026-04-18 13:53
IZFAS,5941480,53318915,156001658,fon,2026_03,2026-04-18 13:53
SOKM,5519568,46905312,448708248,fon,2026_03,2026-04-18 13:53
ZRGYO,5190987,767549631,1173404997,fon,2026_03,2026-04-18 13:53
KCHOL,4486940,63646888,674053695,fon,2026_03,2026-04-18 13:53
MOGAN,4451019,21094962,262635000,fon,2026_03,2026-04-18 13:53
ANSGR,4296065,159353129,1564416026,fon,2026_03,2026-04-18 13:53
INDES,4146295,64045081,462749767,fon,2026_03,2026-04-18 13:53
GEDIK,4120785,73575592,983076857,fon,2026_03,2026-04-18 13:53
TCELL,4098170,110870623,1622604373,fon,2026_03,2026-04-18 13:53
EGEGY,3875092,4565290,69140000,fon,2026_03,2026-04-18 13:53
MEGMT,3675309,6253572,85749986,fon,2026_03,2026-04-18 13:53
ENDAE,3447460,3451689,123901910,fon,2026_03,2026-04-18 13:53
SISE,3266175,111554193,1814905641,fon,2026_03,2026-04-18 13:53
DAGI,3151043,40921663,175301274,fon,2026_03,2026-04-18 13:53
QUAGR,3062508,311223925,1773200000,fon,2026_03,2026-04-18 13:53
AKSEN,2976199,18716053,638545796,fon,2026_03,2026-04-18 13:53
DCTTR,2742705,31953962,157328724,fon,2026_03,2026-04-18 13:53
DSTKF,2718995,55278552,84533333,fon,2026_03,2026-04-18 13:53
AKFYE,2663390,57141535,551782160,fon,2026_03,2026-04-18 13:53
KCAER,2441473,36902814,496494775,fon,2026_03,2026-04-18 13:53
KRVGD,2362468,111119883,596159766,fon,2026_03,2026-04-18 13:53
ENKAI,2186078,40791111,874733059,fon,2026_03,2026-04-18 13:53
GMSTRF,2063757,26804491,75300000,fon,2026_03,2026-04-18 13:53
AYDEM,2047276,7172133,130000000,fon,2026_03,2026-04-18 13:53
DERHL,2000137,2004663,197281316,fon,2026_03,2026-04-18 13:53
KOCMT,1973032,7797952,587485478,fon,2026_03,2026-04-18 13:53
ULKER,1960351,15433867,338855989,fon,2026_03,2026-04-18 13:53
ENSRI,1900000,123960530,236333503,fon,2026_03,2026-04-18 13:53
MIATK,1880909,14803109,313087979,fon,2026_03,2026-04-18 13:53
ODINE,1786125,13516973,52810834,fon,2026_03,2026-04-18 13:53
VAKFA,1777483,2903088,224999701,fon,2026_03,2026-04-18 13:53
ADGYO,1510163,47148434,379654333,fon,2026_03,2026-04-18 13:53
AHSGY,1407419,93264066,184999889,fon,2026_03,2026-04-18 13:53
BARMA,1396254,4057167,78130939,fon,2026_03,2026-04-18 13:53
GOZDE,1304529,15319103,384991447,fon,2026_03,2026-04-18 13:53
IHAAS,1295262,6215564,56031248,fon,2026_03,2026-04-18 13:53
GLRMK,1285173,6081744,58116000,fon,2026_03,2026-04-18 13:53
TKFEN,1243712,14102269,230848007,fon,2026_03,2026-04-18 13:53
TRHOL,1234616,8816111,17583212,fon,2026_03,2026-04-18 13:53
AZTEK,1219649,14020210,279000000,fon,2026_03,2026-04-18 13:53
KLGYO,1163310,95846119,689399869,fon,2026_03,2026-04-18 13:53
TDGYO,1156174,1158688,61998213,fon,2026_03,2026-04-18 13:53
SKYLP,1139915,2168842,7159255,fon,2026_03,2026-04-18 13:53
TATGD,1112885,5513953,119286243,fon,2026_03,2026-04-18 13:53
ICUGS,1106086,1131212,336250000,fon,2026_03,2026-04-18 13:53
YYLGD,1037227,76495423,369826200,fon,2026_03,2026-04-18 13:53
OZYSR,1023210,2296443,40488000,fon,2026_03,2026-04-18 13:53
OZGYO,1002295,1008361,490916869,fon,2026_03,2026-04-18 13:53
BESLR,963491,34866529,658098036,fon,2026_03,2026-04-18 13:53
KARSN,954342,11300803,827827039,fon,2026_03,2026-04-18 13:53
ERSU,869764,1790000,31755894,fon,2026_03,2026-04-18 13:53
KORDS,856881,2717789,65421451,fon,2026_03,2026-04-18 13:53
ZGYO,819029,35600647,84500000,fon,2026_03,2026-04-18 13:53
LIDER,802743,173566682,279500000,fon,2026_03,2026-04-18 13:53
ASUZU,800515,3255729,41130807,fon,2026_03,2026-04-18 13:53
BORLS,793491,24348422,308652686,fon,2026_03,2026-04-18 13:53
ATAGY,756400,9235739,45670114,fon,2026_03,2026-04-18 13:53
BNTAS,688482,3472558,170624998,fon,2026_03,2026-04-18 13:53
BAGFS,671677,9422400,100042745,fon,2026_03,2026-04-18 13:53
KZGYO,622567,747402,49999978,fon,2026_03,2026-04-18 13:53
REEDR,601939,15661620,632419525,fon,2026_03,2026-04-18 13:53
AYES,576623,1587259,87622392,fon,2026_03,2026-04-18 13:53
YUNSA,570580,5169503,202164056,fon,2026_03,2026-04-18 13:53
MGROS,555832,11381840,96563568,fon,2026_03,2026-04-18 13:53
YATAS,516760,10664531,94866488,fon,2026_03,2026-04-18 13:53
MCARD,509468,509468,18900000,fon,2026_03,2026-04-18 13:53
OYLUM,500000,5850000,80937367,fon,2026_03,2026-04-18 13:53
EGGUB,496708,904296,75862197,fon,2026_03,2026-04-18 13:53
ALKIM,444218,15886826,182767821,fon,2026_03,2026-04-18 13:53
ATAKP,426522,9202883,28224000,fon,2026_03,2026-04-18 13:53
SEKUR,426099,426099,131457835,fon,2026_03,2026-04-18 13:53
SMRTG,419328,4827132,664164672,fon,2026_03,2026-04-18 13:53
PCILT,410552,3454935,45014182,fon,2026_03,2026-04-18 13:53
UNLU,404432,39509432,102181558,fon,2026_03,2026-04-18 13:53
BURVA,403786,853827,4723271,fon,2026_03,2026-04-18 13:53
DMSAS,400000,402466,199994510,fon,2026_03,2026-04-18 13:53
LXGYO,389733,389733,118936300,fon,2026_03,2026-04-18 13:53
AYEN,378036,500701,55531320,fon,2026_03,2026-04-18 13:53
POLHO,370439,14995332,164140074,fon,2026_03,2026-04-18 13:53
TMPOL,365452,6696017,11039990,fon,2026_03,2026-04-18 13:53
MACKO,350594,2689355,41500000,fon,2026_03,2026-04-18 13:53
OTKAR,333934,4162624,33417145,fon,2026_03,2026-04-18 13:53
ASELS,314807,55517403,1178601424,fon,2026_03,2026-04-18 13:53
RUBNS,306125,306125,42377765,fon,2026_03,2026-04-18 13:53
SURGY,293564,500618,44999990,fon,2026_03,2026-04-18 13:53
BIMAS,291457,23992018,436214016,fon,2026_03,2026-04-18 13:53
GENKM,288331,288331,124845000,fon,2026_03,2026-04-18 13:53
VBTYZ,286703,3583799,56205000,fon,2026_03,2026-04-18 13:53
ECZYT,277794,844930,45880511,fon,2026_03,2026-04-18 13:53
INVES,267232,4236326,37480000,fon,2026_03,2026-04-18 13:53
AGESA,264608,4650037,35829553,fon,2026_03,2026-04-18 13:53
EGPRO,256400,1895574,175170570,fon,2026_03,2026-04-18 13:53
OZSUB,234290,1982283,44247402,fon,2026_03,2026-04-18 13:53
KRSTL,234193,5194925,183664642,fon,2026_03,2026-04-18 13:53
VANGD,214972,1577958,24374995,fon,2026_03,2026-04-18 13:53
NETCD,200300,998835,40000000,fon,2026_03,2026-04-18 13:53
TNZTP,197356,20128004,87499950,fon,2026_03,2026-04-18 13:53
BRLSM,193760,204737,108025075,fon,2026_03,2026-04-18 13:53
ZGOLDF,192961,14326521,152040000,fon,2026_03,2026-04-18 13:53
TUCLK,182524,209842,263182600,fon,2026_03,2026-04-18 13:53
OSMEN,172190,1177087,159162130,fon,2026_03,2026-04-18 13:53
SEGYO,162937,266092,203351321,fon,2026_03,2026-04-18 13:53
KUTPO,162877,362952,10524430,fon,2026_03,2026-04-18 13:53
MNDTR,160066,1414839,910071938,fon,2026_03,2026-04-18 13:53
AKCNS,155392,5464739,39359284,fon,2026_03,2026-04-18 13:53
VERUS,154814,388585,34499937,fon,2026_03,2026-04-18 13:53
OZKGY,148301,120506771,363999945,fon,2026_03,2026-04-18 13:53
MNDRS,144568,7904587,222008082,fon,2026_03,2026-04-18 13:53
ORGE,126256,4477245,41839996,fon,2026_03,2026-04-18 13:53
CVKMD,122307,1480615,461999787,fon,2026_03,2026-04-18 13:53
FRMPL,117562,261608,39997767,fon,2026_03,2026-04-18 13:53
KFEIN,117082,8709437,150306170,fon,2026_03,2026-04-18 13:53
BRSAN,115079,456597,35912460,fon,2026_03,2026-04-18 13:53
SAYAS,113308,739216,42530887,fon,2026_03,2026-04-18 13:53
PENTA,113132,7188287,181070136,fon,2026_03,2026-04-18 13:53
SKBNK,111706,37421328,2498877855,fon,2026_03,2026-04-18 13:53
DESA,110263,4814966,171107590,fon,2026_03,2026-04-18 13:53
ISDMR,107134,5232715,147631816,fon,2026_03,2026-04-18 13:53
SARKY,103685,428398,999999671,fon,2026_03,2026-04-18 13:53
BESTE,101902,153922,54578499,fon,2026_03,2026-04-18 13:53
SEGMN,101330,132810,80999980,fon,2026_03,2026-04-18 13:53
YAPRK,99144,105000,88514958,fon,2026_03,2026-04-18 13:53
ULUUN,95663,36346510,290523353,fon,2026_03,2026-04-18 13:53
KLKIM,92356,16493292,138383655,fon,2026_03,2026-04-18 13:53
MEYSU,86713,813175,175000000,fon,2026_03,2026-04-18 13:53
SDTTR,81094,2951130,15990000,fon,2026_03,2026-04-18 13:53
GWIND,78896,19449541,179165491,fon,2026_03,2026-04-18 13:53
ISSEN,74810,475151,107417374,fon,2026_03,2026-04-18 13:53
TTRAK,73338,2178183,24967158,fon,2026_03,2026-04-18 13:53
FADE,72470,89630,42347497,fon,2026_03,2026-04-18 13:53
FENER,62274,145483,2772321468,fon,2026_03,2026-04-18 13:53
HDFGS,59069,105060,956974191,fon,2026_03,2026-04-18 13:53
ALCTL,57917,1560120,13543218,fon,2026_03,2026-04-18 13:53
EDIP,55480,95910,36468204,fon,2026_03,2026-04-18 13:53
DURKN,54146,73687,42500000,fon,2026_03,2026-04-18 13:53
ELITE,53122,537613,44650000,fon,2026_03,2026-04-18 13:53
OBASE,51602,569040,14924000,fon,2026_03,2026-04-18 13:53
TARKM,42830,310219,4999997,fon,2026_03,2026-04-18 13:53
ARDYZ,42056,26032419,279551557,fon,2026_03,2026-04-18 13:53
LYDHO,40957,8923880,197140970,fon,2026_03,2026-04-18 13:53
AYCES,38467,149106,1895369,fon,2026_03,2026-04-18 13:53
ARFYE,36712,325000,47000000,fon,2026_03,2026-04-18 13:53
AKENR,28687,265868,385189246,fon,2026_03,2026-04-18 13:53
GIPTA,24392,43602,51617863,fon,2026_03,2026-04-18 13:53
BMSCH,20482,1912990,69277402,fon,2026_03,2026-04-18 13:53
ULAS,20000,20000,25200172,fon,2026_03,2026-04-18 13:53
YESIL,18633,51740,640699949,fon,2026_03,2026-04-18 13:53
IMASM,18298,59043,650600499,fon,2026_03,2026-04-18 13:53
CEMAS,16876,43861,790994229,fon,2026_03,2026-04-18 13:53
DESPC,15919,836170,16023700,fon,2026_03,2026-04-18 13:53
NUHCM,15776,2639357,33164430,fon,2026_03,2026-04-18 13:53
UCAYM,14314,103797,60000000,fon,2026_03,2026-04-18 13:53
ZPBDLF,13949,4684257,8240000,fon,2026_03,2026-04-18 13:53
ARASE,12687,5932340,49999991,fon,2026_03,2026-04-18 13:53
BAHKM,12358,2405963,23289000,fon,2026_03,2026-04-18 13:53
MEKAG,11937,15084,320319999,fon,2026_03,2026-04-18 13:53
METRO,11341,34284,539989959,fon,2026_03,2026-04-18 13:53
TGSAS,10000,94602,12348294,fon,2026_03,2026-04-18 13:53
INGRM,9746,79709,14969536,fon,2026_03,2026-04-18 13:53
KRGYO,8919,14229,275246747,fon,2026_03,2026-04-18 13:53
MERKO,8730,28730,101104700,fon,2026_03,2026-04-18 13:53
EKSUN,7791,1047288,171792833,fon,2026_03,2026-04-18 13:53
ADEL,6903,10911,112043619,fon,2026_03,2026-04-18 13:53
GESAN,6759,19833858,141759179,fon,2026_03,2026-04-18 13:53
MOBTL,6628,5630689,207999999,fon,2026_03,2026-04-18 13:53
SKYMD,6097,6097,52499981,fon,2026_03,2026-04-18 13:53
EMKEL,4746,10563,149999458,fon,2026_03,2026-04-18 13:53
MAKTK,4240,66221821,184370066,fon,2026_03,2026-04-18 13:53
RAYSG,4000,15022,51947024,fon,2026_03,2026-04-18 13:53
UFUK,3966,1118404,46845974,fon,2026_03,2026-04-18 13:53
SNICA,3801,575474,321688855,fon,2026_03,2026-04-18 13:53
