hisse,adet2,tks2,oran,tip,donem,yukleme
AFYON,91936,399992258,0.02,pusula,2026_01,2026-04-18 13:52
PKENT,13032,23766169,0.05,pusula,2026_01,2026-04-18 13:52
AYGAZ,1697,98568807,0.0,pusula,2026_01,2026-04-18 13:52
VKFYO,21398,26473700,0.08,pusula,2026_01,2026-04-18 13:52
ULAS,30164,25200172,0.12,pusula,2026_01,2026-04-18 13:52
MMCAS,10432,12393964,0.08,pusula,2026_01,2026-04-18 13:52
PARSN,6285,34033246,0.02,pusula,2026_01,2026-04-18 13:52
BINBN,6304,17000000,0.04,pusula,2026_01,2026-04-18 13:52
TRGYO,10823,251573369,0.0,pusula,2026_01,2026-04-18 13:52
MEDTR,9900,24499999,0.04,pusula,2026_01,2026-04-18 13:52
GEDZA,13758,42983624,0.03,pusula,2026_01,2026-04-18 13:52
YAPRK,9004,4214998,0.21,pusula,2026_01,2026-04-18 13:52
CGCAM,42253,42000000,0.1,pusula,2026_01,2026-04-18 13:52
CEMZY,12399,124118690,0.01,pusula,2026_01,2026-04-18 13:52
GLDTRF,4309,48100000,0.01,pusula,2026_01,2026-04-18 13:52
BVSAN,13414,13749998,0.1,pusula,2026_01,2026-04-18 13:52
AYES,37462,86971609,0.04,pusula,2026_01,2026-04-18 13:52
VAKKO,7007,30789786,0.02,pusula,2026_01,2026-04-18 13:52
BRSAN,13500,35912460,0.04,pusula,2026_01,2026-04-18 13:52
BRYAT,5548,10264685,0.05,pusula,2026_01,2026-04-18 13:52
PSDTC,17906,6599991,0.27,pusula,2026_01,2026-04-18 13:52
KTSKR,30869,14691795,0.21,pusula,2026_01,2026-04-18 13:52
GLYHO,44479,1949290631,0.0,pusula,2026_01,2026-04-18 13:52
KNFRT,3271,131747000,0.0,pusula,2026_01,2026-04-18 13:52
KLNMA,40060,91846864,0.04,pusula,2026_01,2026-04-18 13:52
CRFSA,9009,18312793,0.05,pusula,2026_01,2026-04-18 13:52
BANVT,12029,36961044,0.03,pusula,2026_01,2026-04-18 13:52
SANKO,10996,37499197,0.03,pusula,2026_01,2026-04-18 13:52
SDTTR,14084,15990000,0.09,pusula,2026_01,2026-04-18 13:52
PAMEL,2691,21533681,0.01,pusula,2026_01,2026-04-18 13:52
BALSU,40378,278000000,0.01,pusula,2026_01,2026-04-18 13:52
TBORG,4251,59392160,0.01,pusula,2026_01,2026-04-18 13:52
MARKA,3247,20752018,0.02,pusula,2026_01,2026-04-18 13:52
KLRHO,498,341250000,0.0,pusula,2026_01,2026-04-18 13:52
KIMMR,968,75000000,0.0,pusula,2026_01,2026-04-18 13:52
DERIM,5976,40403770,0.01,pusula,2026_01,2026-04-18 13:52
ONCSM,7282,10086000,0.07,pusula,2026_01,2026-04-18 13:52
BURCE,12748,44422390,0.03,pusula,2026_01,2026-04-18 13:52
ALCAR,547,1721735,0.03,pusula,2026_01,2026-04-18 13:52
TTRAK,12606,24967458,0.05,pusula,2026_01,2026-04-18 13:52
AYCES,876,1895369,0.05,pusula,2026_01,2026-04-18 13:52
ARENA,25067,66996461,0.04,pusula,2026_01,2026-04-18 13:52
EGEEN,2000,1137161,0.18,pusula,2026_01,2026-04-18 13:52
BOBET,62525,113999998,0.05,pusula,2026_01,2026-04-18 13:52
TLMAN,12700,10300000,0.12,pusula,2026_01,2026-04-18 13:52
INTEK,1100,5043584,0.02,pusula,2026_01,2026-04-18 13:52
COSMO,308,6494091,0.0,pusula,2026_01,2026-04-18 13:52
NUHCM,2754,33135899,0.01,pusula,2026_01,2026-04-18 13:52
APMDLF,150,12300000,0.0,pusula,2026_01,2026-04-18 13:52
ZGOLDF,1843,152040000,0.0,pusula,2026_01,2026-04-18 13:52
VERUS,3199,34499937,0.01,pusula,2026_01,2026-04-18 13:52
YESIL,416301,640699952,0.06,pusula,2026_01,2026-04-18 13:52
IDGYO,24035,119234999,0.02,pusula,2026_01,2026-04-18 13:52
DIRIT,2661,10146501,0.03,pusula,2026_01,2026-04-18 13:52
POLTK,127,1125000,0.01,pusula,2026_01,2026-04-18 13:52
UFUK,4404,46845974,0.01,pusula,2026_01,2026-04-18 13:52
MRSHL,654,4212888,0.02,pusula,2026_01,2026-04-18 13:52
AKFIS,33657,66841328,0.05,pusula,2026_01,2026-04-18 13:52
SAYAS,12041,42530887,0.03,pusula,2026_01,2026-04-18 13:52
YONGA,7091,7195951,0.1,pusula,2026_01,2026-04-18 13:52
GOZDE,18639,384992447,0.0,pusula,2026_01,2026-04-18 13:52
SALIX,2,4949230,0.0,pusula,2026_01,2026-04-18 13:52
EGCYH,310,39900235,0.0,pusula,2026_01,2026-04-18 13:52
EGCYO,2,21986285,0.0,pusula,2026_01,2026-04-18 13:52
UKIM,5000,2053621,0.24,pusula,2026_01,2026-04-18 13:52
KERVN,494185,588346973,0.08,pusula,2026_01,2026-04-18 13:52
ARTI,1066,9881683,0.01,pusula,2026_01,2026-04-18 13:52
UMPAS,64227,19320590,0.33,pusula,2026_01,2026-04-18 13:52
CBSBO,500,14692447,0.0,pusula,2026_01,2026-04-18 13:52
UNTAR,10350,29562129,0.04,pusula,2026_01,2026-04-18 13:52
FENIS,1,26080019,0.0,pusula,2026_01,2026-04-18 13:52
ARTOG,1,18578922,0.0,pusula,2026_01,2026-04-18 13:52
UZEL,124850,26329793,0.47,pusula,2026_01,2026-04-18 13:52
FVORI,18039,17564673,0.1,pusula,2026_01,2026-04-18 13:52
ATPET,21670,11403497,0.19,pusula,2026_01,2026-04-18 13:52
EGYO,4500,36676214,0.01,pusula,2026_01,2026-04-18 13:52
GEDIZ,47787,7163595,0.67,pusula,2026_01,2026-04-18 13:52
MEMSA,14507,160110709,0.01,pusula,2026_01,2026-04-18 13:52
SKPLC,501,13084995,0.0,pusula,2026_01,2026-04-18 13:52
AKPAZ,35619,22489187,0.16,pusula,2026_01,2026-04-18 13:52
EKIZ,62,8198720,0.0,pusula,2026_01,2026-04-18 13:52
GENYH,19619,9999906,0.2,pusula,2026_01,2026-04-18 13:52
BMEKS,35284,114192339,0.03,pusula,2026_01,2026-04-18 13:52
DGGYO,2805,280709437,0.0,pusula,2026_01,2026-04-18 13:52
EMNIS,4826,3429235,0.14,pusula,2026_01,2026-04-18 13:52
CLKHO,12467,26183651,0.05,pusula,2026_01,2026-04-18 13:52
ANELT,19,43199817,0.0,pusula,2026_01,2026-04-18 13:52
ENPRA,8864,15294299,0.06,pusula,2026_01,2026-04-18 13:52
BASCM,920,49238593,0.0,pusula,2026_01,2026-04-18 13:52
MRTGG,14130,14339249,0.1,pusula,2026_01,2026-04-18 13:52
PRTAS,0,21405233,0.0,pusula,2026_01,2026-04-18 13:52
DMISH,2,22727060,0.0,pusula,2026_01,2026-04-18 13:52
GOLDS,302820,192323946,0.16,pusula,2026_01,2026-04-18 13:52
LATEK,12001,39499512,0.03,pusula,2026_01,2026-04-18 13:52
AKSEL,1,7100000,0.0,pusula,2026_01,2026-04-18 13:52
ASYAB,112752,477904801,0.02,pusula,2026_01,2026-04-18 13:52
ATAC,66667,103398067,0.06,pusula,2026_01,2026-04-18 13:52
LIOYS,7250,31625013,0.02,pusula,2026_01,2026-04-18 13:52
TRNSK,1000,25616249,0.0,pusula,2026_01,2026-04-18 13:52
ARAT,4858,39867975,0.01,pusula,2026_01,2026-04-18 13:52
BYSAN,18373,16552134,0.11,pusula,2026_01,2026-04-18 13:52
EGCEY,8162,19749798,0.04,pusula,2026_01,2026-04-18 13:52
TUMTK,8070,76370187,0.01,pusula,2026_01,2026-04-18 13:52
PAGYO,2908,57781202,0.01,pusula,2026_01,2026-04-18 13:52
LYDYE,18,1391287,0.0,pusula,2026_01,2026-04-18 13:52
KSTUR,79,3952561,0.0,pusula,2026_01,2026-04-18 13:52
DESA,13917,171107590,0.01,pusula,2026_01,2026-04-18 13:52
MAALT,697,4763850,0.01,pusula,2026_01,2026-04-18 13:52
TGSAS,775,12348294,0.01,pusula,2026_01,2026-04-18 13:52
KENT,294,1191005,0.02,pusula,2026_01,2026-04-18 13:52
ARMGD,691,54996000,0.0,pusula,2026_01,2026-04-18 13:52
OTKAR,6385,33417145,0.02,pusula,2026_01,2026-04-18 13:52
FMIZP,868,3497751,0.02,pusula,2026_01,2026-04-18 13:52
ORMA,1088,3663265,0.03,pusula,2026_01,2026-04-18 13:52
SUMAS,2160,5433852,0.04,pusula,2026_01,2026-04-18 13:52
AKMGY,8641,21568998,0.04,pusula,2026_01,2026-04-18 13:52
KONYA,355,1646416,0.02,pusula,2026_01,2026-04-18 13:52
ARDYZ,119670,279551557,0.04,pusula,2026_01,2026-04-18 13:52
ATSYH,3665,7998869,0.05,pusula,2026_01,2026-04-18 13:52
ODINE,924,52576848,0.0,pusula,2026_01,2026-04-18 13:52
PNLSN,6269,34752383,0.02,pusula,2026_01,2026-04-18 13:52
ZRGYO,401852,1173404997,0.03,pusula,2026_01,2026-04-18 13:52
CASA,2730,4891517,0.06,pusula,2026_01,2026-04-18 13:52
OBASE,2353,14924000,0.02,pusula,2026_01,2026-04-18 13:52
YGGYO,98,240625741,0.0,pusula,2026_01,2026-04-18 13:52
CMENT,2223,56829666,0.0,pusula,2026_01,2026-04-18 13:52
INGRM,937,14969536,0.01,pusula,2026_01,2026-04-18 13:52
PRKME,43152,53038641,0.08,pusula,2026_01,2026-04-18 13:52
BURVA,2389,4723271,0.05,pusula,2026_01,2026-04-18 13:52
BIGTK,3375,23395022,0.01,pusula,2026_01,2026-04-18 13:52
ASUZU,31578,41130807,0.08,pusula,2026_01,2026-04-18 13:52
INVEO,67998,998999954,0.01,pusula,2026_01,2026-04-18 13:52
SMART,30361,29737499,0.1,pusula,2026_01,2026-04-18 13:52
MNDRS,15978,222007982,0.01,pusula,2026_01,2026-04-18 13:52
DOGUB,310,19821566,0.0,pusula,2026_01,2026-04-18 13:52
AVGYO,42802,111590302,0.04,pusula,2026_01,2026-04-18 13:52
MAKIM,5679,42559998,0.01,pusula,2026_01,2026-04-18 13:52
BFREN,3494,24586148,0.01,pusula,2026_01,2026-04-18 13:52
CMBTN,1774,1023000,0.17,pusula,2026_01,2026-04-18 13:52
ATLAS,863,59999865,0.0,pusula,2026_01,2026-04-18 13:52
ERBOS,6464,15899843,0.04,pusula,2026_01,2026-04-18 13:52
YBTAS,24211,31526916,0.08,pusula,2026_01,2026-04-18 13:52
DMSAS,136767,199994510,0.07,pusula,2026_01,2026-04-18 13:52
TARKM,4793,4999885,0.1,pusula,2026_01,2026-04-18 13:52
MPARK,16784,80869110,0.02,pusula,2026_01,2026-04-18 13:52
CLEBI,1385,5490178,0.03,pusula,2026_01,2026-04-18 13:52
ANGEN,108111,86440002,0.13,pusula,2026_01,2026-04-18 13:52
ORGE,33651,41839996,0.08,pusula,2026_01,2026-04-18 13:52
RNPOL,26063,16795000,0.16,pusula,2026_01,2026-04-18 13:52
ZEDUR,27189,69899992,0.04,pusula,2026_01,2026-04-18 13:52
AKSUE,11453,56376184,0.02,pusula,2026_01,2026-04-18 13:52
TUPRS,159079,902334854,0.02,pusula,2026_01,2026-04-18 13:52
BASGZ,14751,174999999,0.01,pusula,2026_01,2026-04-18 13:52
ENSRI,11909,236333503,0.01,pusula,2026_01,2026-04-18 13:52
LUKSK,4765,27257202,0.02,pusula,2026_01,2026-04-18 13:52
TMPOL,9225,11039990,0.08,pusula,2026_01,2026-04-18 13:52
TABGD,4381,52499906,0.01,pusula,2026_01,2026-04-18 13:52
ATATP,25912,18809999,0.14,pusula,2026_01,2026-04-18 13:52
TRENJ,22163,97964682,0.02,pusula,2026_01,2026-04-18 13:52
ANHYT,12300,88457041,0.01,pusula,2026_01,2026-04-18 13:52
QNBFK,7349,843137646,0.0,pusula,2026_01,2026-04-18 13:52
DGATE,94174,15227271,0.62,pusula,2026_01,2026-04-18 13:52
IZINV,4180,13540386,0.03,pusula,2026_01,2026-04-18 13:52
PENTA,80109,181070136,0.04,pusula,2026_01,2026-04-18 13:52
SONME,2552,4349319,0.06,pusula,2026_01,2026-04-18 13:52
EBEBK,6918,40534692,0.02,pusula,2026_01,2026-04-18 13:52
FORTE,15384,21999999,0.07,pusula,2026_01,2026-04-18 13:52
DUNYH,46340,36443197,0.13,pusula,2026_01,2026-04-18 13:52
DOAS,27004,97899975,0.03,pusula,2026_01,2026-04-18 13:52
CATES,34247,33050000,0.1,pusula,2026_01,2026-04-18 13:52
RALYH,1508,176324572,0.0,pusula,2026_01,2026-04-18 13:52
ACSEL,3379,8589113,0.04,pusula,2026_01,2026-04-18 13:52
RODRG,51216,16822352,0.3,pusula,2026_01,2026-04-18 13:52
BRISA,3879,31247472,0.01,pusula,2026_01,2026-04-18 13:52
IHAAS,2917,56031248,0.01,pusula,2026_01,2026-04-18 13:52
KAPLM,4295,4563571,0.09,pusula,2026_01,2026-04-18 13:52
DNISI,53536,59171727,0.09,pusula,2026_01,2026-04-18 13:52
BIMAS,12915,436214016,0.0,pusula,2026_01,2026-04-18 13:52
KCHOL,58630,674052308,0.01,pusula,2026_01,2026-04-18 13:52
SEKFK,38299,62311473,0.06,pusula,2026_01,2026-04-18 13:52
SNPAM,4444,19679871,0.02,pusula,2026_01,2026-04-18 13:52
DOHOL,132761,984706959,0.01,pusula,2026_01,2026-04-18 13:52
GOLTS,10345,12422783,0.08,pusula,2026_01,2026-04-18 13:52
ENDAE,10064,120211591,0.01,pusula,2026_01,2026-04-18 13:52
KUVVA,5500,24204585,0.02,pusula,2026_01,2026-04-18 13:52
ARTMS,44122,24199999,0.18,pusula,2026_01,2026-04-18 13:52
GMSTRF,18522,70300000,0.03,pusula,2026_01,2026-04-18 13:52
BAGFS,88242,100042745,0.09,pusula,2026_01,2026-04-18 13:52
TRCAS,47953,206252778,0.02,pusula,2026_01,2026-04-18 13:52
KUTPO,12882,10524430,0.12,pusula,2026_01,2026-04-18 13:52
TKNSA,66223,100485379,0.07,pusula,2026_01,2026-04-18 13:52
ISFIN,33817,310154523,0.01,pusula,2026_01,2026-04-18 13:52
SMRVA,17867,28000000,0.06,pusula,2026_01,2026-04-18 13:52
DSTKF,3614,82195267,0.0,pusula,2026_01,2026-04-18 13:52
GARFA,55960,138399778,0.04,pusula,2026_01,2026-04-18 13:52
SKTAS,520706,332865443,0.16,pusula,2026_01,2026-04-18 13:52
LKMNH,751242,163262533,0.46,pusula,2026_01,2026-04-18 13:52
EMKEL,459935,149999456,0.31,pusula,2026_01,2026-04-18 13:52
ERCB,13858,39113273,0.04,pusula,2026_01,2026-04-18 13:52
ALCTL,3777,13543218,0.03,pusula,2026_01,2026-04-18 13:52
SELEC,20539,124262097,0.02,pusula,2026_01,2026-04-18 13:52
ANSGR,20730,1564416026,0.0,pusula,2026_01,2026-04-18 13:52
OZRDN,25754,57107579,0.05,pusula,2026_01,2026-04-18 13:52
ZPLIBF,400,206760000,0.0,pusula,2026_01,2026-04-18 13:52
ICBCT,64084,216761845,0.03,pusula,2026_01,2026-04-18 13:52
AYEN,75479,55531320,0.14,pusula,2026_01,2026-04-18 13:52
BRKSN,46047,62639942,0.07,pusula,2026_01,2026-04-18 13:52
GIPTA,25401,51625912,0.05,pusula,2026_01,2026-04-18 13:52
LMKDC,62002,155929999,0.04,pusula,2026_01,2026-04-18 13:52
DYOBY,174640,186553687,0.09,pusula,2026_01,2026-04-18 13:52
ULKER,28646,338855989,0.01,pusula,2026_01,2026-04-18 13:52
HRKET,94504,24000000,0.39,pusula,2026_01,2026-04-18 13:52
CCOLA,21215,818085147,0.0,pusula,2026_01,2026-04-18 13:52
HOROZ,12730,24599986,0.05,pusula,2026_01,2026-04-18 13:52
EGPRO,21639,175170570,0.01,pusula,2026_01,2026-04-18 13:52
DZGYO,43578,399777846,0.01,pusula,2026_01,2026-04-18 13:52
GATEG,3227,10559341,0.03,pusula,2026_01,2026-04-18 13:52
ULUUN,78534,290523352,0.03,pusula,2026_01,2026-04-18 13:52
OYLUM,43676,80937367,0.05,pusula,2026_01,2026-04-18 13:52
LINK,11484,18231985,0.06,pusula,2026_01,2026-04-18 13:52
MHRGY,312995,310499991,0.1,pusula,2026_01,2026-04-18 13:52
CELHA,100394,146078935,0.07,pusula,2026_01,2026-04-18 13:52
KOTON,59055,136599960,0.04,pusula,2026_01,2026-04-18 13:52
FONET,306902,577082984,0.05,pusula,2026_01,2026-04-18 13:52
ALKIM,37836,182767821,0.02,pusula,2026_01,2026-04-18 13:52
TRMET,27604,174454588,0.02,pusula,2026_01,2026-04-18 13:52
DOFRB,14203,45000000,0.03,pusula,2026_01,2026-04-18 13:52
BAHKM,5994,23289000,0.03,pusula,2026_01,2026-04-18 13:52
DMLKTG,1447032,2576335943,0.06,pusula,2026_01,2026-04-18 13:52
GZNMI,20512,40910271,0.05,pusula,2026_01,2026-04-18 13:52
MAVI,85490,576779312,0.01,pusula,2026_01,2026-04-18 13:52
DESPC,8422,16023700,0.05,pusula,2026_01,2026-04-18 13:52
KONKA,90746,89670000,0.1,pusula,2026_01,2026-04-18 13:52
BESLR,92670,658098036,0.01,pusula,2026_01,2026-04-18 13:52
AKENR,41501,385189146,0.01,pusula,2026_01,2026-04-18 13:52
ISSEN,157321,107411517,0.15,pusula,2026_01,2026-04-18 13:52
KZGYO,38328,49999985,0.08,pusula,2026_01,2026-04-18 13:52
ASELS,134368,1178597817,0.01,pusula,2026_01,2026-04-18 13:52
RYSAS,73750,1504020937,0.0,pusula,2026_01,2026-04-18 13:52
BIGCH,37044,73786589,0.05,pusula,2026_01,2026-04-18 13:52
GOKNR,113358,178040711,0.06,pusula,2026_01,2026-04-18 13:52
NIBAS,481235,267767946,0.18,pusula,2026_01,2026-04-18 13:52
AKYHO,1383547,223895870,0.62,pusula,2026_01,2026-04-18 13:52
ONRYT,76837,19730000,0.39,pusula,2026_01,2026-04-18 13:52
TRALT,811195,952271819,0.09,pusula,2026_01,2026-04-18 13:52
TATGD,63622,119284718,0.05,pusula,2026_01,2026-04-18 13:52
TAVHL,-9726,213213415,-0.0,pusula,2026_01,2026-04-18 13:52
JANTS,41863,207477849,0.02,pusula,2026_01,2026-04-18 13:52
MERKO,125192,101104701,0.12,pusula,2026_01,2026-04-18 13:52
RUBNS,13564,42377765,0.03,pusula,2026_01,2026-04-18 13:52
TDGYO,619504,59914214,1.03,pusula,2026_01,2026-04-18 13:52
BEYAZ,26708,42317352,0.06,pusula,2026_01,2026-04-18 13:52
EDIP,3729,36468204,0.01,pusula,2026_01,2026-04-18 13:52
YATAS,-14733,94866488,-0.02,pusula,2026_01,2026-04-18 13:52
GLBMD,15415,28880500,0.05,pusula,2026_01,2026-04-18 13:52
AKGRT,57930,629007625,0.01,pusula,2026_01,2026-04-18 13:52
ETYAT,33761,18752248,0.18,pusula,2026_01,2026-04-18 13:52
DURDO,999145,379703149,0.26,pusula,2026_01,2026-04-18 13:52
PRKAB,16426,35225443,0.05,pusula,2026_01,2026-04-18 13:52
FRIGO,693840,153667954,0.45,pusula,2026_01,2026-04-18 13:52
FROTO,168749,625120847,0.03,pusula,2026_01,2026-04-18 13:52
PINSU,52141,101635846,0.05,pusula,2026_01,2026-04-18 13:52
BIENY,94596,83144831,0.11,pusula,2026_01,2026-04-18 13:52
TRHOL,150356,17635692,0.85,pusula,2026_01,2026-04-18 13:52
KRDMA,32378,240300917,0.01,pusula,2026_01,2026-04-18 13:52
AGROT,665456,843999770,0.08,pusula,2026_01,2026-04-18 13:52
TSKB,41302,1516591673,0.0,pusula,2026_01,2026-04-18 13:52
MOGAN,129278,262635000,0.05,pusula,2026_01,2026-04-18 13:52
PETUN,205854,134673118,0.15,pusula,2026_01,2026-04-18 13:52
MEPET,15412,73940585,0.02,pusula,2026_01,2026-04-18 13:52
RUZYE,110002,267748491,0.04,pusula,2026_01,2026-04-18 13:52
NUGYO,75228,324943976,0.02,pusula,2026_01,2026-04-18 13:52
BLCYT,194224,49088907,0.4,pusula,2026_01,2026-04-18 13:52
ENERY,346485,2420686786,0.01,pusula,2026_01,2026-04-18 13:52
KOCMT,499412,581991187,0.09,pusula,2026_01,2026-04-18 13:52
BAKAB,5607,34985326,0.02,pusula,2026_01,2026-04-18 13:52
AZTEK,257730,279000000,0.09,pusula,2026_01,2026-04-18 13:52
YUNSA,2292462,202164056,1.13,pusula,2026_01,2026-04-18 13:52
YIGIT,257476,74999975,0.34,pusula,2026_01,2026-04-18 13:52
TOASO,35797,120585076,0.03,pusula,2026_01,2026-04-18 13:52
GUNDG,29762,18968972,0.16,pusula,2026_01,2026-04-18 13:52
AKSGY,272501,1628451947,0.02,pusula,2026_01,2026-04-18 13:52
AYDEM,19796,130000000,0.02,pusula,2026_01,2026-04-18 13:52
ETILR,106683,156217454,0.07,pusula,2026_01,2026-04-18 13:52
ULUFA,356225,305352801,0.12,pusula,2026_01,2026-04-18 13:52
YKSLN,142022,197429570,0.07,pusula,2026_01,2026-04-18 13:52
KAREL,187700,329659497,0.06,pusula,2026_01,2026-04-18 13:52
MNDTR,293115,910071938,0.03,pusula,2026_01,2026-04-18 13:52
BLUME,143035,174710134,0.08,pusula,2026_01,2026-04-18 13:52
SILVR,236975,212818206,0.11,pusula,2026_01,2026-04-18 13:52
SISE,586669,1814922730,0.03,pusula,2026_01,2026-04-18 13:52
OSTIM,190899,509984964,0.04,pusula,2026_01,2026-04-18 13:52
PGSUS,73847,245068871,0.03,pusula,2026_01,2026-04-18 13:52
RTALB,442316,432976722,0.1,pusula,2026_01,2026-04-18 13:52
BMSCH,42555,69277402,0.06,pusula,2026_01,2026-04-18 13:52
TUREX,278405,432000000,0.06,pusula,2026_01,2026-04-18 13:52
POLHO,28720,164140074,0.02,pusula,2026_01,2026-04-18 13:52
SOKM,138145,448708248,0.03,pusula,2026_01,2026-04-18 13:52
KGYO,4106328,767895149,0.53,pusula,2026_01,2026-04-18 13:52
AGYO,130102,129036460,0.1,pusula,2026_01,2026-04-18 13:52
GARAN,53333,2454854227,0.0,pusula,2026_01,2026-04-18 13:52
KLYPV,64127,46334639,0.14,pusula,2026_01,2026-04-18 13:52
HUNER,214371,670137934,0.03,pusula,2026_01,2026-04-18 13:52
CONSE,219637,377854899,0.06,pusula,2026_01,2026-04-18 13:52
IHGZT,162472,570666228,0.03,pusula,2026_01,2026-04-18 13:52
ICUGS,417637,336250000,0.12,pusula,2026_01,2026-04-18 13:52
KCAER,341641,496494775,0.07,pusula,2026_01,2026-04-18 13:52
BYDNR,134204,20499984,0.65,pusula,2026_01,2026-04-18 13:52
ECOGR,364877,109980000,0.33,pusula,2026_01,2026-04-18 13:52
ZERGY,181988,156799985,0.12,pusula,2026_01,2026-04-18 13:52
KRDMD,168046,780216365,0.02,pusula,2026_01,2026-04-18 13:52
TUCLK,871845,230681400,0.38,pusula,2026_01,2026-04-18 13:52
EREGL,839566,3554238535,0.02,pusula,2026_01,2026-04-18 13:52
HUBVC,722374,277189572,0.26,pusula,2026_01,2026-04-18 13:52
KATMR,1753435,1980989998,0.09,pusula,2026_01,2026-04-18 13:52
BEGYO,451773,277250000,0.16,pusula,2026_01,2026-04-18 13:52
PSGYO,4244239,2954231556,0.14,pusula,2026_01,2026-04-18 13:52
SERNT,263497,113000000,0.23,pusula,2026_01,2026-04-18 13:52
HALKB,351561,6546422780,0.01,pusula,2026_01,2026-04-18 13:52
IZMDC,619037,723225318,0.09,pusula,2026_01,2026-04-18 13:52
DURKN,21632,42500000,0.05,pusula,2026_01,2026-04-18 13:52
SNGYO,259155,3607173097,0.01,pusula,2026_01,2026-04-18 13:52
THYAO,150068,739329751,0.02,pusula,2026_01,2026-04-18 13:52
IEYHO,241180,541032947,0.04,pusula,2026_01,2026-04-18 13:52
SEGMN,11847,80999980,0.01,pusula,2026_01,2026-04-18 13:52
SRVGY,219169,806067999,0.03,pusula,2026_01,2026-04-18 13:52
PETKM,342864,1241736844,0.03,pusula,2026_01,2026-04-18 13:52
PAPIL,224041,206247674,0.11,pusula,2026_01,2026-04-18 13:52
IZENR,369512,914537597,0.04,pusula,2026_01,2026-04-18 13:52
INDES,98374,462749768,0.02,pusula,2026_01,2026-04-18 13:52
ECILC,95149,210589603,0.05,pusula,2026_01,2026-04-18 13:52
TEKTU,220274,195639308,0.11,pusula,2026_01,2026-04-18 13:52
CEMAS,426001,790994229,0.05,pusula,2026_01,2026-04-18 13:52
OZGYO,657046,490916869,0.13,pusula,2026_01,2026-04-18 13:52
PATEK,412842,293081892,0.14,pusula,2026_01,2026-04-18 13:52
MEGMT,285346,72749999,0.39,pusula,2026_01,2026-04-18 13:52
KLGYO,387004,689399869,0.06,pusula,2026_01,2026-04-18 13:52
ALTNY,424763,399889404,0.11,pusula,2026_01,2026-04-18 13:52
CEOEM,46664,22232614,0.21,pusula,2026_01,2026-04-18 13:52
EDATA,110723,160065396,0.07,pusula,2026_01,2026-04-18 13:52
ESCOM,87243,463831670,0.02,pusula,2026_01,2026-04-18 13:52
GENTS,607254,749958921,0.08,pusula,2026_01,2026-04-18 13:52
IZFAS,2867877,156001658,1.84,pusula,2026_01,2026-04-18 13:52
HDFGS,702030,956974190,0.07,pusula,2026_01,2026-04-18 13:52
TUKAS,2991540,4499995929,0.07,pusula,2026_01,2026-04-18 13:52
DARDL,604724,1753442695,0.03,pusula,2026_01,2026-04-18 13:52
YKBNK,179044,4705235952,0.0,pusula,2026_01,2026-04-18 13:52
HEDEF,447381,562499930,0.08,pusula,2026_01,2026-04-18 13:52
EKOS,1249067,307199852,0.41,pusula,2026_01,2026-04-18 13:52
VAKBN,1061751,8046896130,0.01,pusula,2026_01,2026-04-18 13:52
HEKTS,2979753,3946474643,0.08,pusula,2026_01,2026-04-18 13:52
BRKO,1044364,138199447,0.76,pusula,2026_01,2026-04-18 13:52
KONTR,1169905,936038763,0.12,pusula,2026_01,2026-04-18 13:52
SELVA,652080,747897737,0.09,pusula,2026_01,2026-04-18 13:52
KUYAS,541891,395658898,0.14,pusula,2026_01,2026-04-18 13:52
EGSER,323901,545751057,0.06,pusula,2026_01,2026-04-18 13:52
FORMT,575468,1075744232,0.05,pusula,2026_01,2026-04-18 13:52
AKFGY,415499,3457819315,0.01,pusula,2026_01,2026-04-18 13:52
AHSGY,48393,184999889,0.03,pusula,2026_01,2026-04-18 13:52
TERA,-772921,240888789,-0.32,pusula,2026_01,2026-04-18 13:52
KOPOL,3280685,266319652,1.23,pusula,2026_01,2026-04-18 13:52
PASEU,-364589,215295868,-0.17,pusula,2026_01,2026-04-18 13:52
VANGD,90671,24374995,0.37,pusula,2026_01,2026-04-18 13:52
DMRGD,729385,1277294592,0.06,pusula,2026_01,2026-04-18 13:52
ISCTR,495166,8880196742,0.01,pusula,2026_01,2026-04-18 13:52
GSRAY,2531358,10123744690,0.03,pusula,2026_01,2026-04-18 13:52
TSPOR,9285794,3674526664,0.25,pusula,2026_01,2026-04-18 13:52
PEKGY,5210601,4685012615,0.11,pusula,2026_01,2026-04-18 13:52
EYGYO,1669255,341859667,0.49,pusula,2026_01,2026-04-18 13:52
GENIL,131950442,1289069985,10.24,yabanci,2026_02,2026-04-18 13:53
CANTE,399279510,8608815637,4.64,yabanci,2026_02,2026-04-18 13:53
AKBNK,1671598848,3059320211,54.64,yabanci,2026_02,2026-04-18 13:53
KZBGY,92852822,1959999915,4.74,yabanci,2026_02,2026-04-18 13:53
AEFES,819520964,2028860053,40.39,yabanci,2026_02,2026-04-18 13:53
SASA,2931288538,25700419936,11.41,yabanci,2026_02,2026-04-18 13:53
MRGYO,35788360,1753202571,2.04,yabanci,2026_02,2026-04-18 13:53
TRALT,277440455,952269019,29.13,yabanci,2026_02,2026-04-18 13:53
ESCOM,28212141,463831670,6.08,yabanci,2026_02,2026-04-18 13:53
YKBNK,1623115131,4705620952,34.49,yabanci,2026_02,2026-04-18 13:53
FROTO,236158361,625119847,37.78,yabanci,2026_02,2026-04-18 13:53
