hisse,pp_fark,lot_fark,donem,yukleme
SAYAS,1.82,773.072,2026_01,2026-04-18 13:52
SDTTR,2.84,453.441,2026_01,2026-04-18 13:52
SEGMN,3.87,,2026_01,2026-04-18 13:52
SEGYO,-2.72,,2026_01,2026-04-18 13:52
SEKFK,-0.09,-55.286,2026_01,2026-04-18 13:52
SEKUR,0.08,99.091,2026_01,2026-04-18 13:52
SELEC,0.91,,2026_01,2026-04-18 13:52
SELVA,-0.87,,2026_01,2026-04-18 13:52
SERNT,0.25,284.111,2026_01,2026-04-18 13:52
SEYKM,0.25,389.808,2026_01,2026-04-18 13:52
SILVR,1.03,,2026_01,2026-04-18 13:52
AGYO,-0.05,-62.373,2026_01,2026-04-18 13:52
BANVT,0.22,80.149,2026_01,2026-04-18 13:52
SKTAS,1.02,,2026_01,2026-04-18 13:52
SKYLP,2.61,186.713,2026_01,2026-04-18 13:52
SKYMD,1.15,605.855,2026_01,2026-04-18 13:52
SMART,0.94,280.93,2026_01,2026-04-18 13:52
SMRTG,0.42,,2026_01,2026-04-18 13:52
SMRVA,-51.3,,2026_01,2026-04-18 13:52
SNGYO,0.13,,2026_01,2026-04-18 13:52
SNICA,1.55,,2026_01,2026-04-18 13:52
SNPAM,0.02,3.081,2026_01,2026-04-18 13:52
SODSN,-0.04,21.68,2026_01,2026-04-18 13:52
SOKE,4.21,,2026_01,2026-04-18 13:52
BARMA,-17.31,,2026_01,2026-04-18 13:52
SONME,0.08,28.622,2026_01,2026-04-18 13:52
SRVGY,4.6,,2026_01,2026-04-18 13:52
SUMAS,0.0,201.0,2026_01,2026-04-18 13:52
SUNTK,-0.54,,2026_01,2026-04-18 13:52
SURGY,0.45,157.633,2026_01,2026-04-18 13:52
SUWEN,-0.6,,2026_01,2026-04-18 13:52
BASCM,-0.23,0.0,2026_01,2026-04-18 13:52
TARKM,2.12,106.186,2026_01,2026-04-18 13:52
TATEN,3.39,,2026_01,2026-04-18 13:52
TATGD,2.56,,2026_01,2026-04-18 13:52
BASGZ,0.25,433.651,2026_01,2026-04-18 13:52
TBORG,-0.08,-43.141,2026_01,2026-04-18 13:52
BAYRK,-1.78,,2026_01,2026-04-18 13:52
TCKRC,-0.7,653.106,2026_01,2026-04-18 13:52
TDGYO,-0.24,-142.44,2026_01,2026-04-18 13:52
TEKTU,4.66,,2026_01,2026-04-18 13:52
TERA,9.35,,2026_01,2026-04-18 13:52
TEZOL,2.84,,2026_01,2026-04-18 13:52
TGSAS,0.5,65.836,2026_01,2026-04-18 13:52
BEGYO,3.61,,2026_01,2026-04-18 13:52
BERA,-2.21,,2026_01,2026-04-18 13:52
TKNSA,0.57,576.981,2026_01,2026-04-18 13:52
TLMAN,3.2,330.093,2026_01,2026-04-18 13:52
TMPOL,3.88,428.907,2026_01,2026-04-18 13:52
TMSN,0.82,366.005,2026_01,2026-04-18 13:52
TNZTP,-5.42,,2026_01,2026-04-18 13:52
BESLR,0.32,,2026_01,2026-04-18 13:52
TRCAS,-0.17,-345.955,2026_01,2026-04-18 13:52
TRGYO,-1.69,,2026_01,2026-04-18 13:52
TRILC,-1.55,,2026_01,2026-04-18 13:52
TSGYO,1.05,,2026_01,2026-04-18 13:52
BEYAZ,1.11,473.261,2026_01,2026-04-18 13:52
BFREN,1.08,264.625,2026_01,2026-04-18 13:52
BIENY,0.76,647.643,2026_01,2026-04-18 13:52
BIGCH,5.21,,2026_01,2026-04-18 13:52
TUCLK,1.16,,2026_01,2026-04-18 13:52
BIGEN,2.81,,2026_01,2026-04-18 13:52
BIGTK,-29.36,101.169,2026_01,2026-04-18 13:52
AHGAZ,-0.21,,2026_01,2026-04-18 13:52
TURGG,-1.01,-323.749,2026_01,2026-04-18 13:52
BINBN,-1.17,-166.056,2026_01,2026-04-18 13:52
UCAYM,20.53,,2026_01,2026-04-18 13:52
UFUK,0.0,925.0,2026_01,2026-04-18 13:52
ULAS,0.16,40.039,2026_01,2026-04-18 13:52
BINHO,0.26,,2026_01,2026-04-18 13:52
ULUFA,1.57,,2026_01,2026-04-18 13:52
ULUSE,0.1,24.633,2026_01,2026-04-18 13:52
ULUUN,-0.66,,2026_01,2026-04-18 13:52
UMPAS,0.0,630.0,2026_01,2026-04-18 13:52
UNLU,-0.46,-472.032,2026_01,2026-04-18 13:52
USAK,0.05,,2026_01,2026-04-18 13:52
BIOEN,-1.76,,2026_01,2026-04-18 13:52
VAKFA,0.12,272.801,2026_01,2026-04-18 13:52
VAKFN,0.84,,2026_01,2026-04-18 13:52
VAKKO,2.22,683.201,2026_01,2026-04-18 13:52
VANGD,2.0,488.902,2026_01,2026-04-18 13:52
VBTYZ,-3.02,,2026_01,2026-04-18 13:52
VERTU,0.81,179.421,2026_01,2026-04-18 13:52
VERUS,0.18,62.402,2026_01,2026-04-18 13:52
VESBE,0.43,,2026_01,2026-04-18 13:52
BIZIM,-0.11,-28.778,2026_01,2026-04-18 13:52
VKFYO,-0.49,-130.997,2026_01,2026-04-18 13:52
VKGYO,3.67,,2026_01,2026-04-18 13:52
VKING,-0.11,-36.14,2026_01,2026-04-18 13:52
VRGYO,0.62,,2026_01,2026-04-18 13:52
VSNMD,-4.2,,2026_01,2026-04-18 13:52
YAPRK,-0.84,-35.345,2026_01,2026-04-18 13:52
YATAS,2.12,,2026_01,2026-04-18 13:52
YAYLA,0.19,77.271,2026_01,2026-04-18 13:52
YBTAS,-0.02,-3.5,2026_01,2026-04-18 13:52
BJKAS,22.25,,2026_01,2026-04-18 13:52
YESIL,-0.52,,2026_01,2026-04-18 13:52
YGGYO,0.01,27.012,2026_01,2026-04-18 13:52
YGYO,-0.23,,2026_01,2026-04-18 13:52
YIGIT,-2.68,,2026_01,2026-04-18 13:52
BLCYT,-0.13,-64.343,2026_01,2026-04-18 13:52
YKSLN,-2.65,,2026_01,2026-04-18 13:52
YONGA,-0.36,-25.58,2026_01,2026-04-18 13:52
YUNSA,2.53,,2026_01,2026-04-18 13:52
YYAPI,-0.71,,2026_01,2026-04-18 13:52
YYLGD,0.58,,2026_01,2026-04-18 13:52
ZEDUR,-2.83,,2026_01,2026-04-18 13:52
ZERGY,3.48,,2026_01,2026-04-18 13:52
ZGYO,40.62,,2026_01,2026-04-18 13:52
BLUME,0.2,345.662,2026_01,2026-04-18 13:52
ZRGYO,0.12,,2026_01,2026-04-18 13:52
TUPRS,-2.83,,2026_02,2026-04-18 13:53
THYAO,-0.26,,2026_02,2026-04-18 13:53
SASA,-2.83,,2026_02,2026-04-18 13:53
ASELS,-0.24,,2026_02,2026-04-18 13:53
ISCTR,0.45,,2026_02,2026-04-18 13:53
HEKTS,-1.94,,2026_02,2026-04-18 13:53
SISE,-2.19,,2026_02,2026-04-18 13:53
PGSUS,7.22,,2026_02,2026-04-18 13:53
EREGL,3.46,,2026_02,2026-04-18 13:53
ALTNY,-1.81,,2026_02,2026-04-18 13:53
REEDR,0.74,,2026_02,2026-04-18 13:53
KCHOL,0.61,,2026_02,2026-04-18 13:53
KONTR,-0.33,,2026_02,2026-04-18 13:53
FROTO,2.3,,2026_02,2026-04-18 13:53
CWENE,-2.96,,2026_02,2026-04-18 13:53
ASTOR,2.68,,2026_02,2026-04-18 13:53
PATEK,-0.75,,2026_02,2026-04-18 13:53
TABGD,0.43,222.672,2026_02,2026-04-18 13:53
IZENR,0.55,,2026_02,2026-04-18 13:53
CANTE,-0.25,,2026_02,2026-04-18 13:53
ZOREN,1.23,,2026_02,2026-04-18 13:53
ENERY,1.35,,2026_02,2026-04-18 13:53
DOAS,-0.26,-254.872,2026_02,2026-04-18 13:53
PETKM,0.02,226.0,2026_02,2026-04-18 13:53
OBAMS,-2.65,,2026_02,2026-04-18 13:53
ENJSA,0.72,,2026_02,2026-04-18 13:53
AKBNK,1.26,,2026_02,2026-04-18 13:53
SAHOL,-1.3,,2026_02,2026-04-18 13:53
KCAER,-0.13,-635.571,2026_02,2026-04-18 13:53
TCELL,0.18,,2026_02,2026-04-18 13:53
BIMAS,-0.58,,2026_02,2026-04-18 13:53
OYAKC,-0.74,,2026_02,2026-04-18 13:53
EUPWR,0.36,722.759,2026_02,2026-04-18 13:53
MIATK,0.65,,2026_02,2026-04-18 13:53
YKBNK,1.5,,2026_02,2026-04-18 13:53
TOASO,1.36,,2026_02,2026-04-18 13:53
TTRAK,2.03,509.087,2026_02,2026-04-18 13:53
TUKAS,-0.27,,2026_02,2026-04-18 13:53
ENKAI,0.66,,2026_02,2026-04-18 13:53
GARAN,0.25,,2026_02,2026-04-18 13:53
KRDMD,2.45,,2026_02,2026-04-18 13:53
MGROS,1.53,,2026_02,2026-04-18 13:53
ISMEN,-0.12,-581.335,2026_02,2026-04-18 13:53
GSRAY,-0.45,,2026_02,2026-04-18 13:53
TRALT,1.81,,2026_02,2026-04-18 13:53
AKSA,-0.83,,2026_02,2026-04-18 13:53
AEFES,3.22,,2026_02,2026-04-18 13:53
TSPOR,1.47,,2026_02,2026-04-18 13:53
YEOTK,-0.52,-840.678,2026_02,2026-04-18 13:53
ODAS,-2.86,,2026_02,2026-04-18 13:53
EKGYO,-1.97,,2026_02,2026-04-18 13:53
GESAN,-1.93,,2026_02,2026-04-18 13:53
ALARK,3.11,,2026_02,2026-04-18 13:53
FENER,-1.8,,2026_02,2026-04-18 13:53
ARCLK,1.57,,2026_02,2026-04-18 13:53
MAVI,0.62,,2026_02,2026-04-18 13:53
CIMSA,-0.42,,2026_02,2026-04-18 13:53
TTKOM,2.24,,2026_02,2026-04-18 13:53
TAVHL,-0.04,-72.177,2026_02,2026-04-18 13:53
ULKER,0.15,482.569,2026_02,2026-04-18 13:53
VESTL,-2.91,,2026_02,2026-04-18 13:53
SKBNK,0.44,,2026_02,2026-04-18 13:53
CCOLA,1.02,,2026_02,2026-04-18 13:53
AKSEN,0.03,161.869,2026_02,2026-04-18 13:53
QUAGR,-6.67,,2026_02,2026-04-18 13:53
TURSG,0.6,,2026_02,2026-04-18 13:53
GLRMK,-11.15,,2026_02,2026-04-18 13:53
DOHOL,0.18,,2026_02,2026-04-18 13:53
HALKB,0.12,,2026_02,2026-04-18 13:53
SOKM,2.8,,2026_02,2026-04-18 13:53
BRSAN,1.0,359.425,2026_02,2026-04-18 13:53
TSKB,-1.87,,2026_02,2026-04-18 13:53
KTLEV,4.33,,2026_02,2026-04-18 13:53
GUBRF,1.11,953.444,2026_02,2026-04-18 13:53
TUREX,0.36,,2026_02,2026-04-18 13:53
VAKBN,0.16,,2026_02,2026-04-18 13:53
PASEU,0.68,,2026_02,2026-04-18 13:53
OTKAR,-6.32,,2026_02,2026-04-18 13:53
EFOR,-3.8,,2026_02,2026-04-18 13:53
ECILC,-0.22,-471.367,2026_02,2026-04-18 13:53
TKFEN,-1.43,,2026_02,2026-04-18 13:53
AGHOL,0.69,,2026_02,2026-04-18 13:53
BALSU,-2.79,,2026_02,2026-04-18 13:53
ANSGR,-0.51,,2026_02,2026-04-18 13:53
BTCIM,1.09,,2026_02,2026-04-18 13:53
DAPGM,3.0,,2026_02,2026-04-18 13:53
GRTHO,-0.66,-243.748,2026_02,2026-04-18 13:53
MAGEN,1.22,,2026_02,2026-04-18 13:53
EGEEN,-0.66,-7.549,2026_02,2026-04-18 13:53
GENIL,1.29,,2026_02,2026-04-18 13:53
TRMET,1.06,,2026_02,2026-04-18 13:53
BRYAT,-0.14,-14.01,2026_02,2026-04-18 13:53
BSOKE,1.22,,2026_02,2026-04-18 13:53
KUYAS,5.47,,2026_02,2026-04-18 13:53
MPARK,0.49,398.767,2026_02,2026-04-18 13:53
TRENJ,1.75,,2026_02,2026-04-18 13:53
KLRHO,-0.12,-392.311,2026_02,2026-04-18 13:53
DSTKF,0.13,,2026_02,2026-04-18 13:53
GRSEL,1.0,297.385,2026_02,2026-04-18 13:53
RALYH,0.44,807.118,2026_02,2026-04-18 13:53
BJKAS,-2.52,,2026_02,2026-04-18 13:53
BLCYT,-0.27,-131.29,2026_02,2026-04-18 13:53
BLUME,0.95,,2026_02,2026-04-18 13:53
BMSCH,1.31,905.438,2026_02,2026-04-18 13:53
BMSTL,-2.49,,2026_02,2026-04-18 13:53
BNTAS,3.38,,2026_02,2026-04-18 13:53
BOBET,-0.2,-222.001,2026_02,2026-04-18 13:53
BORLS,-1.48,,2026_02,2026-04-18 13:53
BORSK,6.3,,2026_02,2026-04-18 13:53
BOSSA,0.1,468.031,2026_02,2026-04-18 13:53
BRISA,0.82,253.83,2026_02,2026-04-18 13:53
BRKO,1.54,,2026_02,2026-04-18 13:53
BRKSN,0.97,604.904,2026_02,2026-04-18 13:53
BRKVY,0.21,27.97,2026_02,2026-04-18 13:53
BRLSM,-0.82,-884.814,2026_02,2026-04-18 13:53
BRMEN,0.0,12.0,2026_02,2026-04-18 13:53
AHSGY,0.61,,2026_02,2026-04-18 13:53
ACSEL,0.71,61.046,2026_02,2026-04-18 13:53
AKCNS,4.7,,2026_02,2026-04-18 13:53
AKENR,-0.53,,2026_02,2026-04-18 13:53
BUCIM,-0.8,,2026_02,2026-04-18 13:53
BULGS,-8.14,,2026_02,2026-04-18 13:53
BURCE,-3.72,,2026_02,2026-04-18 13:53
BURVA,8.83,416.998,2026_02,2026-04-18 13:53
BVSAN,0.51,69.707,2026_02,2026-04-18 13:53
BYDNR,-0.73,4.909,2026_02,2026-04-18 13:53
AKFGY,0.43,,2026_02,2026-04-18 13:53
CASA,0.0,1.0,2026_02,2026-04-18 13:53
CATES,4.72,,2026_02,2026-04-18 13:53
AKFIS,-2.34,,2026_02,2026-04-18 13:53
CELHA,-0.35,-489.997,2026_02,2026-04-18 13:53
CEMAS,-0.83,,2026_02,2026-04-18 13:53
CEMTS,1.87,,2026_02,2026-04-18 13:53
CEMZY,-0.22,-272.202,2026_02,2026-04-18 13:53
CEOEM,-0.52,-118.614,2026_02,2026-04-18 13:53
CGCAM,-0.35,-145.235,2026_02,2026-04-18 13:53
AKFYE,-0.22,,2026_02,2026-04-18 13:53
CLEBI,-0.64,-34.997,2026_02,2026-04-18 13:53
CMBTN,-1.1,-11.174,2026_02,2026-04-18 13:53
CMENT,0.0,3.0,2026_02,2026-04-18 13:53
CONSE,3.77,,2026_02,2026-04-18 13:53
COSMO,0.14,9.234,2026_02,2026-04-18 13:53
CRDFA,1.7,,2026_02,2026-04-18 13:53
CRFSA,1.83,334.511,2026_02,2026-04-18 13:53
CUSAN,2.76,511.303,2026_02,2026-04-18 13:53
CVKMD,-6.38,,2026_02,2026-04-18 13:53
AKGRT,1.18,,2026_02,2026-04-18 13:53
TRHOL,6.0,,2026_02,2026-04-18 13:53
DAGI,1.38,,2026_02,2026-04-18 13:53
AKHAN,14.68,,2026_02,2026-04-18 13:53
DARDL,0.81,,2026_02,2026-04-18 13:53
DCTTR,1.49,,2026_02,2026-04-18 13:53
DENGE,1.61,,2026_02,2026-04-18 13:53
DERHL,-3.01,,2026_02,2026-04-18 13:53
DERIM,0.31,126.369,2026_02,2026-04-18 13:53
DESA,-0.21,-365.034,2026_02,2026-04-18 13:53
DESPC,2.63,421.649,2026_02,2026-04-18 13:53
DEVA,0.6,,2026_02,2026-04-18 13:53
DGATE,-1.38,-209.84,2026_02,2026-04-18 13:53
DGGYO,0.01,28.109,2026_02,2026-04-18 13:53
DGNMO,-1.55,,2026_02,2026-04-18 13:53
DIRIT,0.0,84.0,2026_02,2026-04-18 13:53
DITAS,0.31,256.369,2026_02,2026-04-18 13:53
DMRGD,0.56,,2026_02,2026-04-18 13:53
DMSAS,1.78,,2026_02,2026-04-18 13:53
DNISI,-0.18,-101.036,2026_02,2026-04-18 13:53
AKMGY,0.0,830.0,2026_02,2026-04-18 13:53
DOCO,1.75,838.0,2026_02,2026-04-18 13:53
DOFER,-2.46,-468.032,2026_02,2026-04-18 13:53
DOFRB,-3.26,,2026_02,2026-04-18 13:53
DOGUB,1.64,325.704,2026_02,2026-04-18 13:53
ADEL,-0.01,-18.335,2026_02,2026-04-18 13:53
DOKTA,0.19,266.382,2026_02,2026-04-18 13:53
ADESE,-30.44,,2026_02,2026-04-18 13:53
DUNYH,0.56,203.348,2026_02,2026-04-18 13:53
DURDO,-1.59,,2026_02,2026-04-18 13:53
DURKN,-1.35,-574.918,2026_02,2026-04-18 13:53
DYOBY,1.27,,2026_02,2026-04-18 13:53
DZGYO,0.31,,2026_02,2026-04-18 13:53
EBEBK,0.81,329.096,2026_02,2026-04-18 13:53
AKSGY,-0.02,-312.406,2026_02,2026-04-18 13:53
ECOGR,1.09,,2026_02,2026-04-18 13:53
ECZYT,-0.63,-288.82,2026_02,2026-04-18 13:53
EDATA,8.11,,2026_02,2026-04-18 13:53
EDIP,0.9,330.586,2026_02,2026-04-18 13:53
AKSUE,2.22,,2026_02,2026-04-18 13:53
AKYHO,0.6,,2026_02,2026-04-18 13:53
EGEGY,5.34,,2026_02,2026-04-18 13:53
EGEPO,2.46,,2026_02,2026-04-18 13:53
EGGUB,-0.9,-679.943,2026_02,2026-04-18 13:53
EGPRO,0.82,,2026_02,2026-04-18 13:53
EGSER,1.5,,2026_02,2026-04-18 13:53
ADGYO,45.06,,2026_02,2026-04-18 13:53
EKIZ,-0.07,-5.538,2026_02,2026-04-18 13:53
EKOS,-0.82,,2026_02,2026-04-18 13:53
EKSUN,2.49,,2026_02,2026-04-18 13:53
ELITE,-1.6,-717.258,2026_02,2026-04-18 13:53
EMKEL,-1.16,,2026_02,2026-04-18 13:53
EMNIS,0.0,2.0,2026_02,2026-04-18 13:53
EMPAE,40.16,,2026_02,2026-04-18 13:53
ENDAE,-2.6,,2026_02,2026-04-18 13:53
ALBRK,-1.37,,2026_02,2026-04-18 13:53
ALCAR,-1.77,-30.443,2026_02,2026-04-18 13:53
ALCTL,4.3,582.628,2026_02,2026-04-18 13:53
ENSRI,3.21,,2026_02,2026-04-18 13:53
ENTRA,-0.52,,2026_02,2026-04-18 13:53
EPLAS,-0.64,,2026_02,2026-04-18 13:53
ERBOS,0.57,91.169,2026_02,2026-04-18 13:53
ERCB,-8.65,,2026_02,2026-04-18 13:53
ALFAS,-1.59,,2026_02,2026-04-18 13:53
ERSU,2.9,919.568,2026_02,2026-04-18 13:53
ESCAR,1.09,,2026_02,2026-04-18 13:53
ESCOM,-2.6,,2026_02,2026-04-18 13:53
ESEN,-2.59,,2026_02,2026-04-18 13:53
ETILR,1.74,,2026_02,2026-04-18 13:53
ETYAT,1.46,249.782,2026_02,2026-04-18 13:53
EUHOL,-0.01,-9.772,2026_02,2026-04-18 13:53
EUKYO,1.29,256.241,2026_02,2026-04-18 13:53
ALGYO,1.2,,2026_02,2026-04-18 13:53
EUREN,-2.92,,2026_02,2026-04-18 13:53
EUYO,-0.3,-60.594,2026_02,2026-04-18 13:53
EYGYO,-2.21,,2026_02,2026-04-18 13:53
FADE,2.22,938.938,2026_02,2026-04-18 13:53
ALKA,0.26,859.437,2026_02,2026-04-18 13:53
FLAP,0.26,242.327,2026_02,2026-04-18 13:53
FMIZP,-1.1,-38.643,2026_02,2026-04-18 13:53
FONET,-6.4,,2026_02,2026-04-18 13:53
FORMT,-3.64,,2026_02,2026-04-18 13:53
FORTE,-4.14,-911.982,2026_02,2026-04-18 13:53
FRIGO,-0.6,,2026_02,2026-04-18 13:53
FRMPL,-3.52,,2026_02,2026-04-18 13:53
ALKIM,0.75,,2026_02,2026-04-18 13:53
FZLGY,-0.15,-572.533,2026_02,2026-04-18 13:53
ALKLC,7.99,,2026_02,2026-04-18 13:53
GARFA,0.2,288.347,2026_02,2026-04-18 13:53
GATEG,17.59,,2026_02,2026-04-18 13:53
GEDIK,-0.81,,2026_02,2026-04-18 13:53
GEDZA,-0.83,-357.846,2026_02,2026-04-18 13:53
RUZYE,1.24,,2026_02,2026-04-18 13:53
GENTS,0.0,-40.209,2026_02,2026-04-18 13:53
GEREL,-1.08,,2026_02,2026-04-18 13:53
A1CAP,-2.55,,2026_02,2026-04-18 13:53
GIPTA,-0.23,-123.288,2026_02,2026-04-18 13:53
GLBMD,-0.12,-35.241,2026_02,2026-04-18 13:53
GLCVY,-0.24,-63.332,2026_02,2026-04-18 13:53
ALVES,13.28,,2026_02,2026-04-18 13:53
GLRYH,-0.31,,2026_02,2026-04-18 13:53
GLYHO,1.47,,2026_02,2026-04-18 13:53
GMTAS,1.9,,2026_02,2026-04-18 13:53
GOKNR,-0.64,,2026_02,2026-04-18 13:53
GOLTS,0.52,64.995,2026_02,2026-04-18 13:53
GOODY,0.57,757.222,2026_02,2026-04-18 13:53
GOZDE,-1.02,,2026_02,2026-04-18 13:53
GRNYO,0.0,-256.0,2026_02,2026-04-18 13:53
ANELE,1.1,,2026_02,2026-04-18 13:53
ANGEN,-0.18,-157.323,2026_02,2026-04-18 13:53
GSDDE,2.01,,2026_02,2026-04-18 13:53
GSDHO,1.87,,2026_02,2026-04-18 13:53
ANHYT,-0.25,-220.076,2026_02,2026-04-18 13:53
AFYON,0.93,,2026_02,2026-04-18 13:53
GUNDG,11.53,,2026_02,2026-04-18 13:53
GWIND,3.02,,2026_02,2026-04-18 13:53
GZNMI,-3.8,,2026_02,2026-04-18 13:53
ARASE,3.13,,2026_02,2026-04-18 13:53
HATEK,-1.26,-791.482,2026_02,2026-04-18 13:53
HATSN,-4.94,,2026_02,2026-04-18 13:53
HDFGS,-1.13,,2026_02,2026-04-18 13:53
HEDEF,1.95,,2026_02,2026-04-18 13:53
AGESA,0.04,13.501,2026_02,2026-04-18 13:53
HKTM,-1.17,-853.051,2026_02,2026-04-18 13:53
HLGYO,-2.13,,2026_02,2026-04-18 13:53
HOROZ,-1.25,-308.585,2026_02,2026-04-18 13:53
HRKET,4.79,,2026_02,2026-04-18 13:53
HTTBT,0.41,343.271,2026_02,2026-04-18 13:53
HUBVC,1.17,,2026_02,2026-04-18 13:53
HUNER,-3.53,,2026_02,2026-04-18 13:53
HURGZ,-0.53,,2026_02,2026-04-18 13:53
ICBCT,0.1,231.351,2026_02,2026-04-18 13:53
ICUGS,0.11,379.26,2026_02,2026-04-18 13:53
IDGYO,-0.87,,2026_02,2026-04-18 13:53
IEYHO,0.06,350.366,2026_02,2026-04-18 13:53
IHAAS,-6.68,,2026_02,2026-04-18 13:53
IHEVA,0.65,,2026_02,2026-04-18 13:53
IHGZT,3.04,,2026_02,2026-04-18 13:53
IHLAS,0.15,,2026_02,2026-04-18 13:53
IHLGM,0.06,556.136,2026_02,2026-04-18 13:53
IHYAY,-0.6,,2026_02,2026-04-18 13:53
IMASM,-1.45,,2026_02,2026-04-18 13:53
INDES,0.39,,2026_02,2026-04-18 13:53
INFO,-1.51,,2026_02,2026-04-18 13:53
INGRM,-0.05,-6.912,2026_02,2026-04-18 13:53
INTEK,0.0,2.0,2026_02,2026-04-18 13:53
INTEM,0.15,14.031,2026_02,2026-04-18 13:53
INVEO,-0.48,,2026_02,2026-04-18 13:53
INVES,-0.41,-155.872,2026_02,2026-04-18 13:53
ARDYZ,0.05,141.711,2026_02,2026-04-18 13:53
ISATR,0.0,0.0,2026_02,2026-04-18 13:53
ISBIR,0.04,5.956,2026_02,2026-04-18 13:53
ISBTR,-0.01,2.0,2026_02,2026-04-18 13:53
ARENA,-0.4,-269.502,2026_02,2026-04-18 13:53
ISDMR,1.81,,2026_02,2026-04-18 13:53
ISFIN,1.16,,2026_02,2026-04-18 13:53
