hisse,adet2,adet_fark,tks2,oran2,pp_fark,dolasim_pct,kurum,donem,tip,yukleme
IZINV,138231,-1723,13540386,1.0209,-0.0127,-0.0127,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AGESA,7875,-1872,35829553,0.022,-0.0052,-0.0052,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BRKSN,368625,-1906,62639942,0.5885,-0.003,-0.003,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GEDZA,231676,-2392,42978889,0.539,-0.0056,-0.0056,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SONME,38772,-2443,4081660,0.9499,-0.0599,-0.0599,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NUHCM,69634,-2535,33110899,0.2103,-0.0077,-0.0077,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AYGAZ,28298,-2552,98568782,0.0287,-0.0026,-0.0026,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AZTEK,305789,-3681,27900000,1.096,-0.0132,-0.0132,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BRISA,38576,-4183,31247472,0.1235,-0.0133,-0.0134,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
UFUK,19549,-4798,46845974,0.0417,-0.0103,-0.0102,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EKIZ,38772,-6884,8198720,0.4729,-0.084,-0.084,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MAGEN,2801355,-8167,719512141,0.3893,-0.0012,-0.0011,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
JANTS,427989,-8202,206899362,0.2069,-0.0039,-0.004,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KARTN,83739,-8352,72781127,0.1151,-0.0114,-0.0115,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TTRAK,59976,-8560,24967458,0.2402,-0.0343,-0.0343,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
IDGYO,3275727,-8754,119234993,2.7473,-0.0073,-0.0073,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PKART,41021,-8820,11048497,0.3713,-0.0798,-0.0798,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
OZRDN,1018562,-8843,57107579,1.7836,-0.0155,-0.0155,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
RAYSG,53080,-9308,51947024,0.1022,-0.0179,-0.0179,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
YAPRK,35648,-9670,4214998,0.8457,-0.2295,-0.2294,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BAKAB,215285,-10143,34985326,0.6154,-0.029,-0.029,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
VERUS,12403,-10556,34499937,0.036,-0.0305,-0.0306,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NETAS,183698,-10620,31783484,0.578,-0.0334,-0.0334,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GOODY,108376,-11374,132804473,0.0816,-0.0086,-0.0086,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PARSN,310953,-11470,33414282,0.9306,-0.0343,-0.0343,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CRDFA,1269538,-12352,74996853,1.6928,-0.0165,-0.0165,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ASUZU,214032,-12357,41130807,0.5204,-0.03,-0.03,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EGPRO,338356,-12681,175170570,0.1932,-0.0072,-0.0072,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DESA,64488,-14160,171107590,0.0377,-0.0083,-0.0083,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DESPC,67186,-14821,16023700,0.4193,-0.0925,-0.0925,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ALARK,830880,-15263,165127149,0.5032,-0.0092,-0.0092,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MAKIM,806930,-15360,42559998,1.896,-0.0361,-0.0361,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CATES,372722,-15952,33050000,1.1278,-0.0482,-0.0483,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ANHYT,59268,-15995,88457041,0.067,-0.0181,-0.0181,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BAGFS,217369,-16250,100042645,0.2173,-0.0162,-0.0162,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KTSKR,266388,-16268,13918780,1.9139,-0.1169,-0.1169,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DNISI,299045,-16975,59171727,0.5054,-0.0287,-0.0287,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
COSMO,58101,-17378,6494091,0.8947,-0.2676,-0.2676,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ADGYO,600826,-17738,82499970,0.7283,-0.0215,-0.0215,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ARCLK,180830,-19550,170054677,0.1063,-0.0115,-0.0115,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SANEL,400354,-20463,18112451,2.2104,-0.113,-0.113,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DGGYO,51189,-20481,280709437,0.0182,-0.0073,-0.0073,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ISGSY,355875,-20671,47378729,0.7511,-0.0437,-0.0436,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AKENR,1680474,-21257,385194146,0.4363,-0.0055,-0.0055,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SAYAS,162651,-22628,42530887,0.3824,-0.0532,-0.0532,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KAPLM,185835,-22645,3359432,5.5317,-0.6741,-0.6741,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KLNMA,568658,-25160,91846864,0.6191,-0.0274,-0.0274,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TKNSA,275274,-25662,100485379,0.2739,-0.0256,-0.0255,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SEKUR,827106,-26504,37559442,2.2021,-0.0706,-0.0706,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GATEG,198796,-27774,7098504,2.8005,-0.3913,-0.3913,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ALVES,976248,-28204,80285680,1.216,-0.0351,-0.0351,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DMSAS,2954715,-28424,199994510,1.4774,-0.0142,-0.0142,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NIBAS,1019493,-29230,44628051,2.2844,-0.0655,-0.0655,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PENGD,2810435,-29421,171068945,1.6429,-0.0172,-0.0172,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HATEK,504179,-29693,62998947,0.8003,-0.0471,-0.0471,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EKOS,1301019,-31104,76799963,1.694,-0.0405,-0.0405,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DGATE,28221,-31300,15227271,0.1853,-0.2056,-0.2056,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ACSEL,76180,-32071,8589499,0.8869,-0.3734,-0.3734,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TDGYO,1473753,-33126,57901114,2.5453,-0.0572,-0.0572,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ELITE,393472,-33672,44650000,0.8812,-0.0754,-0.0754,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GLBMD,454283,-34651,28644500,1.5859,-0.121,-0.121,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KTLEV,4200050,-34692,1288500000,0.326,-0.0027,-0.0027,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AVGYO,17402539,-35764,111590302,15.595,-0.0321,-0.032,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DURKN,1101524,-37265,42500000,2.5918,-0.0877,-0.0877,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DUNYH,1456033,-37291,36443197,3.9953,-0.1024,-0.1023,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BORSK,773391,-37460,69999955,1.1048,-0.0536,-0.0535,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DERIM,61783,-37707,40392596,0.153,-0.0933,-0.0934,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TURGG,296645,-37917,32042988,0.9258,-0.1183,-0.1183,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MAVI,701543,-37993,576779312,0.1216,-0.0066,-0.0066,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BAHKM,246917,-38159,19278000,1.2808,-0.198,-0.1979,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MEDTR,146523,-38171,24499999,0.5981,-0.1558,-0.1558,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CUSAN,320907,-38515,18500000,1.7346,-0.2082,-0.2082,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BIZIM,291843,-38722,27601626,1.0573,-0.1403,-0.1403,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ULUUN,1598060,-38804,290523353,0.5501,-0.0133,-0.0134,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ASTOR,694452,-38834,366896261,0.1893,-0.0106,-0.0106,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HOROZ,189078,-42184,24599986,0.7686,-0.1715,-0.1715,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SUNTK,371756,-43285,145280000,0.2559,-0.0298,-0.0298,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GRNYO,366184,-44349,37386059,0.9795,-0.1186,-0.1186,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GUBRF,149843,-45775,85364237,0.1755,-0.0537,-0.0536,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BRKVY,127932,-49418,13618361,0.9394,-0.3629,-0.3629,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MARBL,1171275,-49794,65226403,1.7957,-0.0763,-0.0763,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
FLAP,493929,-52303,93599986,0.5277,-0.0559,-0.0559,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CIMSA,604693,-52388,488404404,0.1238,-0.0107,-0.0107,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TRHOL,313503,-53596,17635692,1.7777,-0.3039,-0.3039,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BLUME,2116577,-56928,173617634,1.2191,-0.0328,-0.0328,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MERCN,423626,-57411,74389005,0.5695,-0.0772,-0.0772,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
FROTO,964783,-58327,625120837,0.1543,-0.0094,-0.0093,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CELHA,216431,-58684,146124228,0.1481,-0.0402,-0.0402,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MGROS,66917,-59480,96563529,0.0693,-0.0616,-0.0616,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ERSU,341041,-59765,31755894,1.0739,-0.1882,-0.1882,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GLRMK,147359,-60318,38760000,0.3802,-0.1556,-0.1556,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ODINE,294531,-60453,52576856,0.5602,-0.115,-0.115,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KIMMR,402594,-60607,75000000,0.5368,-0.0808,-0.0808,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
IHLAS,11277075,-61502,1396079076,0.8078,-0.0044,-0.0044,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PNLSN,231110,-63156,34752383,0.665,-0.1818,-0.1817,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SAFKR,1515308,-66405,139433366,1.0868,-0.0476,-0.0476,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
YBTAS,294780,-67906,31301133,0.9418,-0.2169,-0.2169,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KAYSE,676893,-69337,190576082,0.3552,-0.0364,-0.0364,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BRLSM,1130726,-70407,108025075,1.0467,-0.0652,-0.0652,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
LYDHO,976200,-72712,44188599,2.2092,-0.1645,-0.1645,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SARKY,404521,-74315,999999671,0.0405,-0.0074,-0.0074,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TEZOL,1568979,-75260,139999979,1.1207,-0.0538,-0.0538,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BIGCH,162774,-75694,73786589,0.2206,-0.1026,-0.1026,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
VBTYZ,556565,-75702,55935000,0.995,-0.1354,-0.1353,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SOKM,556693,-78434,448708253,0.1241,-0.0174,-0.0175,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SMART,149543,-79000,29737499,0.5029,-0.2656,-0.2657,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MTRKS,189580,-79033,43633166,0.4345,-0.1811,-0.1811,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
IHEVA,24730500,-80080,291631239,8.4801,-0.0274,-0.0275,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KLKIM,731486,-81031,138383655,0.5286,-0.0585,-0.0586,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EGEPO,1571325,-81330,115000000,1.3664,-0.0707,-0.0707,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ARASE,144883,-82157,49999992,0.2898,-0.1643,-0.1643,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BNTAS,1929512,-82769,170624999,1.1308,-0.0486,-0.0485,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ATAGY,195267,-83498,45670113,0.4276,-0.1828,-0.1828,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ISMEN,1073804,-88032,467723128,0.2296,-0.0188,-0.0188,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SEKFK,561841,-88214,62311473,0.9017,-0.1415,-0.1416,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EGSER,1402293,-89452,545751057,0.2569,-0.0164,-0.0164,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NTGAZ,2389772,-92915,275999988,0.8659,-0.0336,-0.0337,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GENTS,8820998,-94180,749958921,1.1762,-0.0126,-0.0126,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AHSGY,213389,-95034,49999970,0.4268,-0.19,-0.1901,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ECZYT,78180,-97840,45880511,0.1704,-0.2132,-0.2132,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BIENY,1178605,-98639,83144831,1.4175,-0.1187,-0.1186,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
OFSYM,154741,-99270,22749998,0.6802,-0.4363,-0.4364,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
FORTE,253734,-108019,21999999,1.1533,-0.491,-0.491,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ICBCT,672199,-114011,216761845,0.3101,-0.0526,-0.0526,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BULGS,1280387,-115123,72499900,1.7661,-0.1587,-0.1588,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PAPIL,1871747,-119495,206249994,0.9075,-0.058,-0.0579,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KRTEK,278346,-121472,18764650,1.4834,-0.6473,-0.6473,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SAMAT,1608860,-128265,103183797,1.5592,-0.1243,-0.1243,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SURGY,410300,-128437,44999990,0.9118,-0.2854,-0.2854,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
OZKGY,610770,-128954,363999944,0.1678,-0.0354,-0.0354,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AKGRT,1126517,-132786,629007625,0.1791,-0.0211,-0.0211,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NUGYO,2011685,-133101,324943975,0.6191,-0.0409,-0.041,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
YIGIT,636913,-134543,74999975,0.8492,-0.1794,-0.1794,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ANSGR,282199,-135215,1564416026,0.018,-0.0087,-0.0086,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
USAK,12221475,-136131,1218028686,1.0034,-0.0112,-0.0112,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GSDDE,630745,-137064,106850750,0.5903,-0.1283,-0.1283,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HRKET,788909,-145769,24000000,3.2871,-0.6074,-0.6074,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ETYAT,578910,-145842,18754055,3.0869,-0.7776,-0.7777,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ATLAS,598993,-150975,59999865,0.9983,-0.2516,-0.2516,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
RYSAS,1437746,-152147,1504020937,0.0956,-0.0101,-0.0101,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DCTTR,4698116,-154990,52450000,8.9573,-0.2955,-0.2955,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
INDES,354830,-158693,462749768,0.0767,-0.0343,-0.0343,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SMRTG,1134527,-169435,163421277,0.6942,-0.1037,-0.1037,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AFYON,1304570,-176530,399992258,0.3261,-0.0442,-0.0441,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AGHOL,453377,-176811,1068822243,0.0424,-0.0166,-0.0165,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TSGYO,849046,-178107,266499981,0.3186,-0.0668,-0.0668,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DOAS,155100,-178676,97899975,0.1584,-0.1825,-0.1825,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ISYAT,199561,-180830,152245569,0.1311,-0.1188,-0.1188,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MEGAP,1073302,-181433,234498757,0.4577,-0.0774,-0.0774,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GUNDG,563066,-183935,17799972,3.1633,-1.0333,-1.0333,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GIPTA,581186,-188363,51186922,1.1354,-0.368,-0.368,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TLMAN,-154425,-195059,10300000,-1.4993,-1.8938,-1.8938,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TCKRC,284521,-197363,50000000,0.569,-0.3948,-0.3947,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
NATEN,1606700,-198213,309375000,0.5193,-0.0641,-0.0641,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KLGYO,4535716,-201194,689399869,0.6579,-0.0292,-0.0292,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PAGYO,-135769,-202604,57081202,-0.2379,-0.355,-0.3549,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ENKAI,821122,-202913,874736069,0.0939,-0.0232,-0.0232,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MHRGY,3671302,-206570,310499991,1.1824,-0.0665,-0.0665,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GOZDE,764294,-209495,384992447,0.1985,-0.0544,-0.0544,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AYDEM,194588,-211297,130000000,0.1497,-0.1625,-0.1625,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KARSN,1650997,-211997,827850973,0.1994,-0.0256,-0.0256,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ISFIN,128893,-212437,310154523,0.0416,-0.0685,-0.0685,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PGSUS,689264,-229069,245068871,0.2813,-0.0934,-0.0935,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GEREL,5358392,-230259,219036379,2.4463,-0.1052,-0.1051,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KAREL,755309,-235464,321659498,0.2348,-0.0732,-0.0732,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BEGYO,5204650,-241445,290000000,1.7947,-0.0833,-0.0833,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BMSTL,1958640,-242031,74772261,2.6195,-0.3237,-0.3237,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AKFIS,350185,-242460,66841328,0.5239,-0.3627,-0.3627,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KNFRT,935768,-246000,131747000,0.7103,-0.1867,-0.1867,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BSOKE,1446233,-258795,458473127,0.3154,-0.0565,-0.0564,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DZGYO,1247152,-259757,399777846,0.312,-0.0649,-0.065,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TUPRS,750647,-262345,902334853,0.0832,-0.0291,-0.0291,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PRZMA,1302331,-268319,55191154,2.3597,-0.4861,-0.4862,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ENSRI,835578,-271390,50556326,1.6528,-0.5368,-0.5368,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KZBGY,5312015,-288517,587999984,0.9034,-0.0491,-0.0491,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ASELS,573876,-290963,1178408369,0.0487,-0.0247,-0.0247,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HUBVC,3315175,-292741,277189572,1.196,-0.1056,-0.1056,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CEMZY,538460,-294605,124119970,0.4338,-0.2374,-0.2374,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CCOLA,297645,-298886,815835147,0.0365,-0.0366,-0.0366,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GSDHO,2007918,-306442,999994969,0.2008,-0.0306,-0.0306,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GLYHO,8516498,-308191,1949290631,0.4369,-0.0158,-0.0158,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
MAKTK,2400337,-310337,184370066,1.3019,-0.1683,-0.1683,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ADEL,610018,-317461,112043619,0.5444,-0.2834,-0.2833,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
METRO,3277025,-322612,539989959,0.6069,-0.0597,-0.0597,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
OYAKC,2151463,-337197,4656878922,0.0462,-0.0072,-0.0072,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AKYHO,4138106,-349776,223895870,1.8482,-0.1563,-0.1562,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BOSSA,601025,-355609,508724189,0.1181,-0.0699,-0.0699,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
EREGL,6983234,-357636,3554228530,0.1965,-0.01,-0.0101,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BVSAN,117191,-378211,13749999,0.8523,-2.7506,-2.7506,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ARMGD,392754,-383898,54996000,0.7142,-0.698,-0.698,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BURCE,266997,-387872,44422390,0.601,-0.8732,-0.8731,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
SILVR,2103025,-391957,212818198,0.9882,-0.1842,-0.1842,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
KCAER,1924489,-394841,496494735,0.3876,-0.0795,-0.0795,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
FENER,3778797,-399641,554464309,0.6815,-0.0721,-0.0721,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
IZFAS,4438228,-407062,52000499,8.535,-0.7828,-0.7828,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
YKSLN,582993,-439410,98714777,0.5906,-0.4451,-0.4451,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DGNMO,1505254,-454673,327634637,0.4594,-0.1388,-0.1388,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ULUFA,2651981,-455374,305352797,0.8685,-0.1491,-0.1491,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
PASEU,8082152,-468906,215296000,3.754,-0.2178,-0.2178,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ATAKP,317021,-479295,28223986,1.1232,-1.6982,-1.6982,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ESCOM,2990296,-485848,463831670,0.6447,-0.1047,-0.1047,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
LILAK,337925,-492403,260253530,0.1298,-0.1892,-0.1892,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
OSMEN,254413,-497476,153955538,0.1653,-0.3231,-0.3231,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BALSU,822124,-516956,278000000,0.2957,-0.186,-0.186,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HUNER,7716699,-537498,670837934,1.1503,-0.0801,-0.0801,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
AKFGY,4914789,-550620,3457816316,0.1421,-0.016,-0.0159,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BIGEN,2768898,-551160,115500000,2.3973,-0.4772,-0.4772,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GARAN,2086673,-601728,2454957789,0.085,-0.0245,-0.0245,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
DAGI,3071611,-603915,175301273,1.7522,-0.3445,-0.3445,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
ESCAR,734556,-609543,101933691,0.7206,-0.598,-0.598,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TUREX,3822658,-609869,432000000,0.8849,-0.1411,-0.1412,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
GLRYH,259015240,-613587,599623814,43.1963,-0.1023,-0.1023,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
CEOEM,363694,-617814,22289984,1.6316,-2.7718,-2.7717,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BIGTK,651370,-637281,8567465,7.6028,-7.4384,-7.4384,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
FRIGO,2643172,-670217,122349993,2.1603,-0.5478,-0.5478,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
HEDEF,949513,-696206,562499930,0.1688,-0.1238,-0.1238,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
TRCAS,369911,-720022,206252778,0.1793,-0.3491,-0.3491,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
BORLS,355229,-749838,284522686,0.1249,-0.2635,-0.2635,A1_CAPITAL,2025_10,aylik,2026-05-01 15:30
