hisse,pp_fark,lot_fark,donem,yukleme
AYES,0.16,151.251,2026_01_01,2026-04-18 16:38
PETUN,0.19,253.085,2026_01_01,2026-04-18 16:38
AYGAZ,-0.1,-100.678,2026_01_01,2026-04-18 16:38
PINSU,0.36,365.11,2026_01_01,2026-04-18 16:38
PKART,1.03,113.515,2026_01_01,2026-04-18 16:38
PKENT,0.09,20.865,2026_01_01,2026-04-18 16:38
PLTUR,-0.67,-330.3,2026_01_01,2026-04-18 16:38
PNLSN,-0.87,-302.02,2026_01_01,2026-04-18 16:38
PNSUT,-0.03,-37.284,2026_01_01,2026-04-18 16:38
POLHO,0.31,511.425,2026_01_01,2026-04-18 16:38
POLTK,-1.86,-20.975,2026_01_01,2026-04-18 16:38
PRDGS,1.54,,2026_01_01,2026-04-18 16:38
PRKAB,-0.43,-151.051,2026_01_01,2026-04-18 16:38
PRKME,-4.16,,2026_01_01,2026-04-18 16:38
PRZMA,0.02,179.049,2026_01_01,2026-04-18 16:38
PSDTC,0.57,37.966,2026_01_01,2026-04-18 16:38
PSGYO,-0.65,,2026_01_01,2026-04-18 16:38
QNBFK,0.0,6.0,2026_01_01,2026-04-18 16:38
QNBTR,0.0,3.0,2026_01_01,2026-04-18 16:38
AZTEK,-0.28,-783.62,2026_01_01,2026-04-18 16:38
BAGFS,-0.11,-111.84,2026_01_01,2026-04-18 16:38
RAYSG,-0.12,-62.259,2026_01_01,2026-04-18 16:38
BAHKM,0.33,77.115,2026_01_01,2026-04-18 16:38
RGYAS,-0.72,-755.275,2026_01_01,2026-04-18 16:38
RNPOL,-0.04,-6.623,2026_01_01,2026-04-18 16:38
RODRG,-0.09,-15.163,2026_01_01,2026-04-18 16:38
ROYAL,0.0,0.0,2026_01_01,2026-04-18 16:38
RTALB,-0.18,-797.848,2026_01_01,2026-04-18 16:38
RUBNS,-0.05,194.898,2026_01_01,2026-04-18 16:38
RYGYO,0.33,,2026_01_01,2026-04-18 16:38
RYSAS,0.4,,2026_01_01,2026-04-18 16:38
SAFKR,-0.88,,2026_01_01,2026-04-18 16:38
BAKAB,0.18,63.506,2026_01_01,2026-04-18 16:38
SAMAT,-0.5,-519.183,2026_01_01,2026-04-18 16:38
SANEL,-0.01,-2.897,2026_01_01,2026-04-18 16:38
SANFM,-1.2,,2026_01_01,2026-04-18 16:38
SANKO,0.14,51.526,2026_01_01,2026-04-18 16:38
SARKY,-0.36,,2026_01_01,2026-04-18 16:38
BALAT,-0.1,-10.0,2026_01_01,2026-04-18 16:38
SAYAS,0.47,201.768,2026_01_01,2026-04-18 16:38
SDTTR,1.16,185.331,2026_01_01,2026-04-18 16:38
SEGMN,0.02,14.597,2026_01_01,2026-04-18 16:38
SEGYO,1.69,,2026_01_01,2026-04-18 16:38
SEKFK,0.0,3.708,2026_01_01,2026-04-18 16:38
SEKUR,0.44,572.323,2026_01_01,2026-04-18 16:38
SELEC,0.53,651.39,2026_01_01,2026-04-18 16:38
SELVA,-0.04,-285.202,2026_01_01,2026-04-18 16:38
SERNT,-0.09,-99.391,2026_01_01,2026-04-18 16:38
SEYKM,0.0,30.0,2026_01_01,2026-04-18 16:38
SILVR,0.11,227.532,2026_01_01,2026-04-18 16:38
AGYO,0.12,149.298,2026_01_01,2026-04-18 16:38
BANVT,0.0,2.018,2026_01_01,2026-04-18 16:38
SKTAS,0.59,,2026_01_01,2026-04-18 16:38
SKYLP,-0.39,-27.869,2026_01_01,2026-04-18 16:38
SKYMD,0.5,262.875,2026_01_01,2026-04-18 16:38
SMART,-0.22,-66.657,2026_01_01,2026-04-18 16:38
SMRTG,0.21,464.799,2026_01_01,2026-04-18 16:38
SMRVA,3.0,841.441,2026_01_01,2026-04-18 16:38
SNGYO,-0.2,,2026_01_01,2026-04-18 16:38
SNICA,-0.42,,2026_01_01,2026-04-18 16:38
SNPAM,0.01,1.502,2026_01_01,2026-04-18 16:38
SODSN,0.0,0.0,2026_01_01,2026-04-18 16:38
SOKE,0.65,813.828,2026_01_01,2026-04-18 16:38
BARMA,-0.86,-586.798,2026_01_01,2026-04-18 16:38
SONME,0.19,16.679,2026_01_01,2026-04-18 16:38
SRVGY,0.84,,2026_01_01,2026-04-18 16:38
SUMAS,0.0,0.0,2026_01_01,2026-04-18 16:38
SUNTK,-0.98,,2026_01_01,2026-04-18 16:38
SURGY,-0.87,-390.232,2026_01_01,2026-04-18 16:38
SUWEN,-1.1,,2026_01_01,2026-04-18 16:38
BASCM,-0.22,0.0,2026_01_01,2026-04-18 16:38
TARKM,0.31,15.679,2026_01_01,2026-04-18 16:38
TATEN,-5.74,,2026_01_01,2026-04-18 16:38
TATGD,0.5,597.963,2026_01_01,2026-04-18 16:38
BASGZ,-0.26,-450.648,2026_01_01,2026-04-18 16:38
TBORG,-0.23,-135.936,2026_01_01,2026-04-18 16:38
BAYRK,0.75,,2026_01_01,2026-04-18 16:38
TCKRC,-1.27,-826.243,2026_01_01,2026-04-18 16:38
TDGYO,-0.02,-12.163,2026_01_01,2026-04-18 16:38
TEKTU,0.24,485.967,2026_01_01,2026-04-18 16:38
TERA,1.72,,2026_01_01,2026-04-18 16:38
TEZOL,-0.41,-567.935,2026_01_01,2026-04-18 16:38
TGSAS,0.17,21.117,2026_01_01,2026-04-18 16:38
BEGYO,1.17,,2026_01_01,2026-04-18 16:38
BERA,-0.85,,2026_01_01,2026-04-18 16:38
TKNSA,-0.26,-259.111,2026_01_01,2026-04-18 16:38
TLMAN,1.04,106.795,2026_01_01,2026-04-18 16:38
TMPOL,1.26,138.946,2026_01_01,2026-04-18 16:38
TMSN,0.31,138.093,2026_01_01,2026-04-18 16:38
TNZTP,-1.28,,2026_01_01,2026-04-18 16:38
BESLR,0.08,513.724,2026_01_01,2026-04-18 16:38
TRCAS,-0.37,-762.274,2026_01_01,2026-04-18 16:38
TRGYO,-0.04,-105.001,2026_01_01,2026-04-18 16:38
TRILC,-0.13,-160.603,2026_01_01,2026-04-18 16:38
TSGYO,0.31,813.488,2026_01_01,2026-04-18 16:38
BEYAZ,-0.29,-123.077,2026_01_01,2026-04-18 16:38
BFREN,0.13,31.418,2026_01_01,2026-04-18 16:38
BIENY,-0.58,-480.443,2026_01_01,2026-04-18 16:38
BIGCH,-0.95,-700.594,2026_01_01,2026-04-18 16:38
TUCLK,0.96,,2026_01_01,2026-04-18 16:38
BIGEN,0.65,747.206,2026_01_01,2026-04-18 16:38
BIGTK,-0.14,-13.421,2026_01_01,2026-04-18 16:38
AHGAZ,-0.01,-95.691,2026_01_01,2026-04-18 16:38
TURGG,-0.06,-18.53,2026_01_01,2026-04-18 16:38
BINBN,1.19,202.088,2026_01_01,2026-04-18 16:38
UFUK,-0.01,-4.971,2026_01_01,2026-04-18 16:38
ULAS,-0.2,-49.223,2026_01_01,2026-04-18 16:38
BINHO,-0.07,-315.424,2026_01_01,2026-04-18 16:38
ULUFA,0.97,,2026_01_01,2026-04-18 16:38
ULUSE,0.15,37.875,2026_01_01,2026-04-18 16:38
ULUUN,-0.42,,2026_01_01,2026-04-18 16:38
UMPAS,0.0,630.0,2026_01_01,2026-04-18 16:38
UNLU,-1.73,,2026_01_01,2026-04-18 16:38
USAK,0.09,,2026_01_01,2026-04-18 16:38
BIOEN,-0.22,-440.141,2026_01_01,2026-04-18 16:38
VAKFA,0.35,772.259,2026_01_01,2026-04-18 16:38
VAKFN,1.42,,2026_01_01,2026-04-18 16:38
VAKKO,0.37,114.795,2026_01_01,2026-04-18 16:38
VANGD,1.18,289.722,2026_01_01,2026-04-18 16:38
VBTYZ,-0.82,-462.636,2026_01_01,2026-04-18 16:38
VERTU,0.32,70.634,2026_01_01,2026-04-18 16:38
VERUS,0.32,112.637,2026_01_01,2026-04-18 16:38
VESBE,-0.17,-887.957,2026_01_01,2026-04-18 16:38
BIZIM,-0.12,-32.815,2026_01_01,2026-04-18 16:38
VKFYO,0.0,-582.0,2026_01_01,2026-04-18 16:38
VKGYO,0.1,,2026_01_01,2026-04-18 16:38
VKING,-0.09,-26.562,2026_01_01,2026-04-18 16:38
VRGYO,-0.15,-678.611,2026_01_01,2026-04-18 16:38
VSNMD,-0.09,-22.311,2026_01_01,2026-04-18 16:38
YAPRK,-1.0,-42.071,2026_01_01,2026-04-18 16:38
YATAS,0.31,294.28,2026_01_01,2026-04-18 16:38
YAYLA,0.04,15.872,2026_01_01,2026-04-18 16:38
YBTAS,-0.02,-5.5,2026_01_01,2026-04-18 16:38
BJKAS,1.16,,2026_01_01,2026-04-18 16:38
YESIL,0.63,,2026_01_01,2026-04-18 16:38
YGGYO,0.02,48.234,2026_01_01,2026-04-18 16:38
YGYO,0.0,-2.0,2026_01_01,2026-04-18 16:38
YIGIT,0.38,286.842,2026_01_01,2026-04-18 16:38
BLCYT,-0.19,-91.053,2026_01_01,2026-04-18 16:38
YKSLN,-1.28,,2026_01_01,2026-04-18 16:38
YONGA,0.0,0.0,2026_01_01,2026-04-18 16:38
YUNSA,-0.65,,2026_01_01,2026-04-18 16:38
YYAPI,0.12,,2026_01_01,2026-04-18 16:38
YYLGD,-0.25,-953.081,2026_01_01,2026-04-18 16:38
ZEDUR,-1.13,-789.669,2026_01_01,2026-04-18 16:38
ZERGY,0.08,120.935,2026_01_01,2026-04-18 16:38
BLUME,-0.14,-244.821,2026_01_01,2026-04-18 16:38
ZRGYO,0.0,35.441,2026_01_01,2026-04-18 16:38
THYAO,-1.6,,2026_01_02,2026-04-18 16:39
TUPRS,1.5,,2026_01_02,2026-04-18 16:39
SASA,-3.53,,2026_01_02,2026-04-18 16:39
ASELS,0.13,,2026_01_02,2026-04-18 16:39
SISE,-1.03,,2026_01_02,2026-04-18 16:39
ISCTR,-0.82,,2026_01_02,2026-04-18 16:39
HEKTS,-0.24,,2026_01_02,2026-04-18 16:39
EREGL,1.56,,2026_01_02,2026-04-18 16:39
PGSUS,-3.18,,2026_01_02,2026-04-18 16:39
ALTNY,1.15,,2026_01_02,2026-04-18 16:39
REEDR,0.14,892.811,2026_01_02,2026-04-18 16:39
KCHOL,1.94,,2026_01_02,2026-04-18 16:39
KONTR,-0.73,,2026_01_02,2026-04-18 16:39
FROTO,1.73,,2026_01_02,2026-04-18 16:39
ASTOR,1.72,,2026_01_02,2026-04-18 16:39
CWENE,2.31,,2026_01_02,2026-04-18 16:39
TABGD,-0.54,-284.052,2026_01_02,2026-04-18 16:39
PATEK,0.05,156.09,2026_01_02,2026-04-18 16:39
IZENR,0.76,,2026_01_02,2026-04-18 16:39
ZOREN,0.75,,2026_01_02,2026-04-18 16:39
DOAS,2.0,,2026_01_02,2026-04-18 16:39
ENERY,0.06,,2026_01_02,2026-04-18 16:39
CANTE,0.2,,2026_01_02,2026-04-18 16:39
OBAMS,-1.45,,2026_01_02,2026-04-18 16:39
PETKM,1.8,,2026_01_02,2026-04-18 16:39
ENJSA,0.63,,2026_01_02,2026-04-18 16:39
SAHOL,0.33,,2026_01_02,2026-04-18 16:39
AKBNK,0.2,,2026_01_02,2026-04-18 16:39
TCELL,0.65,,2026_01_02,2026-04-18 16:39
KCAER,-0.5,,2026_01_02,2026-04-18 16:39
MIATK,0.39,,2026_01_02,2026-04-18 16:39
EUPWR,1.37,,2026_01_02,2026-04-18 16:39
YKBNK,-1.75,,2026_01_02,2026-04-18 16:39
BIMAS,-0.08,-368.579,2026_01_02,2026-04-18 16:39
OYAKC,0.15,,2026_01_02,2026-04-18 16:39
TTRAK,0.58,144.701,2026_01_02,2026-04-18 16:39
TOASO,0.74,891.465,2026_01_02,2026-04-18 16:39
TUKAS,1.64,,2026_01_02,2026-04-18 16:39
GARAN,0.02,415.7,2026_01_02,2026-04-18 16:39
ENKAI,-0.32,,2026_01_02,2026-04-18 16:39
KRDMD,2.09,,2026_01_02,2026-04-18 16:39
AEFES,1.25,,2026_01_02,2026-04-18 16:39
MGROS,0.44,429.61,2026_01_02,2026-04-18 16:39
GSRAY,-0.32,,2026_01_02,2026-04-18 16:39
ISMEN,-0.24,,2026_01_02,2026-04-18 16:39
TSPOR,0.55,,2026_01_02,2026-04-18 16:39
ODAS,0.69,,2026_01_02,2026-04-18 16:39
AKSA,0.7,,2026_01_02,2026-04-18 16:39
TRALT,2.09,,2026_01_02,2026-04-18 16:39
ALARK,2.23,,2026_01_02,2026-04-18 16:39
YEOTK,0.9,,2026_01_02,2026-04-18 16:39
GESAN,1.99,,2026_01_02,2026-04-18 16:39
ARCLK,0.12,204.506,2026_01_02,2026-04-18 16:39
MAVI,1.01,,2026_01_02,2026-04-18 16:39
FENER,5.59,,2026_01_02,2026-04-18 16:39
EKGYO,-0.73,,2026_01_02,2026-04-18 16:39
CIMSA,-0.51,,2026_01_02,2026-04-18 16:39
TTKOM,2.41,,2026_01_02,2026-04-18 16:39
TAVHL,0.4,858.586,2026_01_02,2026-04-18 16:39
ULKER,1.36,,2026_01_02,2026-04-18 16:39
VESTL,0.85,,2026_01_02,2026-04-18 16:39
CCOLA,0.34,,2026_01_02,2026-04-18 16:39
SKBNK,1.21,,2026_01_02,2026-04-18 16:39
AKSEN,0.09,557.145,2026_01_02,2026-04-18 16:39
SOKM,0.53,,2026_01_02,2026-04-18 16:39
GLRMK,0.38,146.434,2026_01_02,2026-04-18 16:39
QUAGR,-0.79,,2026_01_02,2026-04-18 16:39
DOHOL,0.58,,2026_01_02,2026-04-18 16:39
TURSG,-0.26,,2026_01_02,2026-04-18 16:39
BRSAN,1.02,364.635,2026_01_02,2026-04-18 16:39
HALKB,0.19,,2026_01_02,2026-04-18 16:39
TSKB,-1.16,,2026_01_02,2026-04-18 16:39
KTLEV,4.41,,2026_01_02,2026-04-18 16:39
GUBRF,-0.72,-622.534,2026_01_02,2026-04-18 16:39
TUREX,2.78,,2026_01_02,2026-04-18 16:39
VAKBN,-0.22,,2026_01_02,2026-04-18 16:39
PASEU,0.99,,2026_01_02,2026-04-18 16:39
AGHOL,0.36,,2026_01_02,2026-04-18 16:39
BTCIM,0.04,,2026_01_02,2026-04-18 16:39
EFOR,0.88,,2026_01_02,2026-04-18 16:39
ECILC,0.82,,2026_01_02,2026-04-18 16:39
TKFEN,-0.05,-115.863,2026_01_02,2026-04-18 16:39
ANSGR,0.1,,2026_01_02,2026-04-18 16:39
BALSU,-0.38,,2026_01_02,2026-04-18 16:39
OTKAR,0.26,86.935,2026_01_02,2026-04-18 16:39
GRTHO,3.08,,2026_01_02,2026-04-18 16:39
DAPGM,0.72,,2026_01_02,2026-04-18 16:39
MAGEN,1.84,,2026_01_02,2026-04-18 16:39
EGEEN,0.06,643.0,2026_01_02,2026-04-18 16:39
TRMET,0.3,496.973,2026_01_02,2026-04-18 16:39
BSOKE,5.17,,2026_01_02,2026-04-18 16:39
BRYAT,-0.13,-13.154,2026_01_02,2026-04-18 16:39
KUYAS,-0.43,,2026_01_02,2026-04-18 16:39
MPARK,-0.06,-47.778,2026_01_02,2026-04-18 16:39
DSTKF,-0.08,-69.529,2026_01_02,2026-04-18 16:39
TRENJ,1.26,,2026_01_02,2026-04-18 16:39
GENIL,-0.84,-716.602,2026_01_02,2026-04-18 16:39
GRSEL,1.52,450.495,2026_01_02,2026-04-18 16:39
RALYH,-0.09,-163.262,2026_01_02,2026-04-18 16:39
KLRHO,0.12,427.058,2026_01_02,2026-04-18 16:39
BMSCH,0.57,394.61,2026_01_02,2026-04-18 16:39
BMSTL,-0.62,-461.978,2026_01_02,2026-04-18 16:39
BNTAS,0.58,991.086,2026_01_02,2026-04-18 16:39
BOBET,2.16,,2026_01_02,2026-04-18 16:39
BORLS,-16.06,,2026_01_02,2026-04-18 16:39
BORSK,0.74,,2026_01_02,2026-04-18 16:39
BOSSA,-0.03,-126.267,2026_01_02,2026-04-18 16:39
BRISA,0.03,8.253,2026_01_02,2026-04-18 16:39
BRKO,0.0,2.4,2026_01_02,2026-04-18 16:39
BRKSN,0.09,59.346,2026_01_02,2026-04-18 16:39
BRKVY,0.12,15.573,2026_01_02,2026-04-18 16:39
BRLSM,-0.9,-967.396,2026_01_02,2026-04-18 16:39
BRMEN,0.0,3.0,2026_01_02,2026-04-18 16:39
AHSGY,1.09,,2026_01_02,2026-04-18 16:39
ACSEL,0.73,63.054,2026_01_02,2026-04-18 16:39
AKCNS,-0.89,-349.957,2026_01_02,2026-04-18 16:39
AKENR,0.25,947.401,2026_01_02,2026-04-18 16:39
BUCIM,-0.5,,2026_01_02,2026-04-18 16:39
BULGS,1.75,,2026_01_02,2026-04-18 16:39
BURCE,-1.54,-682.629,2026_01_02,2026-04-18 16:39
BURVA,-0.03,-1.085,2026_01_02,2026-04-18 16:39
BVSAN,0.77,106.202,2026_01_02,2026-04-18 16:39
BYDNR,1.03,186.968,2026_01_02,2026-04-18 16:39
AKFGY,0.56,,2026_01_02,2026-04-18 16:39
CASA,0.0,0.0,2026_01_02,2026-04-18 16:39
CATES,2.22,732.907,2026_01_02,2026-04-18 16:39
AKFIS,1.13,753.918,2026_01_02,2026-04-18 16:39
CELHA,-0.38,-562.972,2026_01_02,2026-04-18 16:39
CEMAS,1.27,,2026_01_02,2026-04-18 16:39
CEMTS,0.91,,2026_01_02,2026-04-18 16:39
CEMZY,0.3,370.407,2026_01_02,2026-04-18 16:39
CEOEM,1.71,381.204,2026_01_02,2026-04-18 16:39
CGCAM,4.24,,2026_01_02,2026-04-18 16:39
AKFYE,0.82,,2026_01_02,2026-04-18 16:39
CLEBI,-0.48,-25.924,2026_01_02,2026-04-18 16:39
CMBTN,0.57,5.84,2026_01_02,2026-04-18 16:39
CMENT,0.0,0.0,2026_01_02,2026-04-18 16:39
CONSE,0.56,,2026_01_02,2026-04-18 16:39
COSMO,-0.07,-4.482,2026_01_02,2026-04-18 16:39
CRDFA,0.46,343.544,2026_01_02,2026-04-18 16:39
CRFSA,2.31,422.063,2026_01_02,2026-04-18 16:39
CUSAN,0.26,46.715,2026_01_02,2026-04-18 16:39
CVKMD,0.54,,2026_01_02,2026-04-18 16:39
AKGRT,1.3,,2026_01_02,2026-04-18 16:39
TRHOL,0.17,29.895,2026_01_02,2026-04-18 16:39
DAGI,-0.64,,2026_01_02,2026-04-18 16:39
AKMGY,-0.04,-8.85,2026_01_02,2026-04-18 16:39
DARDL,0.55,,2026_01_02,2026-04-18 16:39
DCTTR,-5.48,,2026_01_02,2026-04-18 16:39
DENGE,0.32,,2026_01_02,2026-04-18 16:39
DERHL,1.45,,2026_01_02,2026-04-18 16:39
DERIM,-0.14,-57.195,2026_01_02,2026-04-18 16:39
DESA,0.49,827.085,2026_01_02,2026-04-18 16:39
DESPC,-0.52,-82.921,2026_01_02,2026-04-18 16:39
DEVA,0.13,259.906,2026_01_02,2026-04-18 16:39
DGATE,-0.83,-126.434,2026_01_02,2026-04-18 16:39
DGGYO,0.01,16.734,2026_01_02,2026-04-18 16:39
DGNMO,0.15,500.162,2026_01_02,2026-04-18 16:39
DIRIT,0.0,0.0,2026_01_02,2026-04-18 16:39
DITAS,9.55,,2026_01_02,2026-04-18 16:39
DMRGD,-0.7,,2026_01_02,2026-04-18 16:39
DMSAS,0.74,,2026_01_02,2026-04-18 16:39
DNISI,0.11,66.137,2026_01_02,2026-04-18 16:39
ADEL,0.57,637.901,2026_01_02,2026-04-18 16:39
DOCO,-0.49,-3.171,2026_01_02,2026-04-18 16:39
DOFER,-2.06,-403.542,2026_01_02,2026-04-18 16:39
DOFRB,0.84,376.395,2026_01_02,2026-04-18 16:39
DOGUB,-3.68,-729.338,2026_01_02,2026-04-18 16:39
ADESE,0.1,,2026_01_02,2026-04-18 16:39
DOKTA,0.18,260.367,2026_01_02,2026-04-18 16:39
AKSGY,-0.21,,2026_01_02,2026-04-18 16:39
DUNYH,0.17,64.103,2026_01_02,2026-04-18 16:39
DURDO,0.01,33.323,2026_01_02,2026-04-18 16:39
DURKN,2.87,,2026_01_02,2026-04-18 16:39
DYOBY,0.12,216.828,2026_01_02,2026-04-18 16:39
DZGYO,0.06,264.19,2026_01_02,2026-04-18 16:39
EBEBK,-0.02,-7.354,2026_01_02,2026-04-18 16:39
AKSUE,0.33,187.576,2026_01_02,2026-04-18 16:39
ECOGR,-1.46,,2026_01_02,2026-04-18 16:39
ECZYT,-0.21,-94.996,2026_01_02,2026-04-18 16:39
EDATA,-2.12,,2026_01_02,2026-04-18 16:39
EDIP,0.45,163.62,2026_01_02,2026-04-18 16:39
AKYHO,0.0,-8.971,2026_01_02,2026-04-18 16:39
ADGYO,0.21,803.131,2026_01_02,2026-04-18 16:39
EGEGY,-3.89,,2026_01_02,2026-04-18 16:39
EGEPO,1.0,,2026_01_02,2026-04-18 16:39
EGGUB,-0.13,-102.644,2026_01_02,2026-04-18 16:39
EGPRO,-0.04,-71.571,2026_01_02,2026-04-18 16:39
EGSER,-0.01,-54.751,2026_01_02,2026-04-18 16:39
ALBRK,0.23,,2026_01_02,2026-04-18 16:39
EKIZ,0.0,0.0,2026_01_02,2026-04-18 16:39
EKOS,0.45,,2026_01_02,2026-04-18 16:39
EKSUN,0.35,608.255,2026_01_02,2026-04-18 16:39
ELITE,-0.14,-64.696,2026_01_02,2026-04-18 16:39
EMKEL,1.3,,2026_01_02,2026-04-18 16:39
EMNIS,0.0,0.0,2026_01_02,2026-04-18 16:39
ENDAE,0.18,218.448,2026_01_02,2026-04-18 16:39
ALCAR,1.13,19.457,2026_01_02,2026-04-18 16:39
ALCTL,0.03,4.053,2026_01_02,2026-04-18 16:39
ALFAS,0.2,172.86,2026_01_02,2026-04-18 16:39
ENSRI,2.01,,2026_01_02,2026-04-18 16:39
ENTRA,0.08,303.242,2026_01_02,2026-04-18 16:39
EPLAS,1.05,,2026_01_02,2026-04-18 16:39
ERBOS,1.0,159.34,2026_01_02,2026-04-18 16:39
ERCB,-0.84,-328.312,2026_01_02,2026-04-18 16:39
ALGYO,-0.41,,2026_01_02,2026-04-18 16:39
ERSU,0.01,4.209,2026_01_02,2026-04-18 16:39
ESCAR,3.12,,2026_01_02,2026-04-18 16:39
ESCOM,0.83,,2026_01_02,2026-04-18 16:39
ESEN,8.56,,2026_01_02,2026-04-18 16:39
ETILR,1.56,,2026_01_02,2026-04-18 16:39
ETYAT,-0.37,-68.858,2026_01_02,2026-04-18 16:39
EUHOL,0.04,50.001,2026_01_02,2026-04-18 16:39
EUKYO,0.5,101.0,2026_01_02,2026-04-18 16:39
ALKA,0.23,758.286,2026_01_02,2026-04-18 16:39
EUREN,-8.66,,2026_01_02,2026-04-18 16:39
EUYO,0.19,37.33,2026_01_02,2026-04-18 16:39
EYGYO,0.83,,2026_01_02,2026-04-18 16:39
FADE,1.2,510.316,2026_01_02,2026-04-18 16:39
ALKIM,0.37,683.978,2026_01_02,2026-04-18 16:39
FLAP,0.06,54.56,2026_01_02,2026-04-18 16:39
FMIZP,0.89,31.187,2026_01_02,2026-04-18 16:39
FONET,2.08,,2026_01_02,2026-04-18 16:39
FORMT,0.44,,2026_01_02,2026-04-18 16:39
FORTE,0.54,118.956,2026_01_02,2026-04-18 16:39
FRIGO,1.19,,2026_01_02,2026-04-18 16:39
FRMPL,25.19,,2026_01_02,2026-04-18 16:39
ALKLC,0.02,6.953,2026_01_02,2026-04-18 16:39
FZLGY,-2.42,,2026_01_02,2026-04-18 16:39
RUZYE,0.93,,2026_01_02,2026-04-18 16:39
GARFA,0.16,221.208,2026_01_02,2026-04-18 16:39
GATEG,-0.18,-13.103,2026_01_02,2026-04-18 16:39
GEDIK,0.3,,2026_01_02,2026-04-18 16:39
GEDZA,-0.25,-106.227,2026_01_02,2026-04-18 16:39
A1CAP,-0.96,,2026_01_02,2026-04-18 16:39
GENTS,0.6,,2026_01_02,2026-04-18 16:39
GEREL,0.11,245.966,2026_01_02,2026-04-18 16:39
ALVES,1.85,,2026_01_02,2026-04-18 16:39
GIPTA,0.28,144.286,2026_01_02,2026-04-18 16:39
GLBMD,0.21,59.876,2026_01_02,2026-04-18 16:39
GLCVY,1.37,359.686,2026_01_02,2026-04-18 16:39
ANELE,-1.57,,2026_01_02,2026-04-18 16:39
GLRYH,0.19,,2026_01_02,2026-04-18 16:39
GLYHO,0.26,,2026_01_02,2026-04-18 16:39
GMTAS,-1.21,,2026_01_02,2026-04-18 16:39
GOKNR,0.29,514.596,2026_01_02,2026-04-18 16:39
GOLTS,0.68,84.085,2026_01_02,2026-04-18 16:39
GOODY,0.12,158.319,2026_01_02,2026-04-18 16:39
GOZDE,-0.19,-721.409,2026_01_02,2026-04-18 16:39
GRNYO,0.0,5.0,2026_01_02,2026-04-18 16:39
ANGEN,0.25,336.603,2026_01_02,2026-04-18 16:39
ANHYT,0.08,66.515,2026_01_02,2026-04-18 16:39
GSDDE,-0.07,-67.675,2026_01_02,2026-04-18 16:39
GSDHO,0.33,,2026_01_02,2026-04-18 16:39
AFYON,0.3,,2026_01_02,2026-04-18 16:39
ARASE,0.76,380.977,2026_01_02,2026-04-18 16:39
GUNDG,0.19,35.157,2026_01_02,2026-04-18 16:39
GWIND,0.1,186.405,2026_01_02,2026-04-18 16:39
GZNMI,-3.58,,2026_01_02,2026-04-18 16:39
AGESA,-0.36,-126.967,2026_01_02,2026-04-18 16:39
HATEK,-0.82,-514.435,2026_01_02,2026-04-18 16:39
HATSN,0.37,161.457,2026_01_02,2026-04-18 16:39
HDFGS,1.31,,2026_01_02,2026-04-18 16:39
HEDEF,-0.26,,2026_01_02,2026-04-18 16:39
ARDYZ,0.13,340.612,2026_01_02,2026-04-18 16:39
HKTM,0.47,347.967,2026_01_02,2026-04-18 16:39
HLGYO,0.52,,2026_01_02,2026-04-18 16:39
HOROZ,-0.13,-32.72,2026_01_02,2026-04-18 16:39
HRKET,0.53,127.623,2026_01_02,2026-04-18 16:39
HTTBT,-0.25,-206.177,2026_01_02,2026-04-18 16:39
HUBVC,-0.05,-135.971,2026_01_02,2026-04-18 16:39
HUNER,0.66,,2026_01_02,2026-04-18 16:39
HURGZ,0.53,,2026_01_02,2026-04-18 16:39
ICBCT,0.14,306.069,2026_01_02,2026-04-18 16:39
ICUGS,-0.73,,2026_01_02,2026-04-18 16:39
IDGYO,1.32,,2026_01_02,2026-04-18 16:39
IEYHO,-0.21,,2026_01_02,2026-04-18 16:39
IHAAS,0.27,151.737,2026_01_02,2026-04-18 16:39
IHEVA,0.12,344.439,2026_01_02,2026-04-18 16:39
IHGZT,1.75,,2026_01_02,2026-04-18 16:39
IHLAS,0.67,,2026_01_02,2026-04-18 16:39
IHLGM,1.13,,2026_01_02,2026-04-18 16:39
IHYAY,1.02,,2026_01_02,2026-04-18 16:39
IMASM,1.17,,2026_01_02,2026-04-18 16:39
INDES,-1.13,,2026_01_02,2026-04-18 16:39
INFO,0.38,,2026_01_02,2026-04-18 16:39
INGRM,0.1,14.489,2026_01_02,2026-04-18 16:39
INTEK,0.0,0.0,2026_01_02,2026-04-18 16:39
INTEM,0.13,12.605,2026_01_02,2026-04-18 16:39
INVEO,0.17,,2026_01_02,2026-04-18 16:39
INVES,-0.1,-34.62,2026_01_02,2026-04-18 16:39
ARENA,-0.01,-8.392,2026_01_02,2026-04-18 16:39
ISATR,0.0,0.0,2026_01_02,2026-04-18 16:39
ISBIR,0.0,0.0,2026_01_02,2026-04-18 16:39
ISBTR,0.0,0.0,2026_01_02,2026-04-18 16:39
ARFYE,-34.4,,2026_01_02,2026-04-18 16:39
ISDMR,0.8,,2026_01_02,2026-04-18 16:39
ISFIN,0.41,,2026_01_02,2026-04-18 16:39
ISGSY,0.46,220.279,2026_01_02,2026-04-18 16:39
ISGYO,0.65,,2026_01_02,2026-04-18 16:39
ISKPL,0.15,,2026_01_02,2026-04-18 16:39
ISKUR,0.0,0.0,2026_01_02,2026-04-18 16:39
ARMGD,2.38,,2026_01_02,2026-04-18 16:39
ISSEN,0.2,216.068,2026_01_02,2026-04-18 16:39
