hisse,yab_fark,tks2,donem,yukleme
KIMMR,-125483,75000000,2026_01_01,2026-04-18 16:38
BNTAS,-128325,170624999,2026_01_01,2026-04-18 16:38
BAGFS,-134891,100042745,2026_01_01,2026-04-18 16:38
DMSAS,-137292,199994510,2026_01_01,2026-04-18 16:38
ISSEN,-139332,107411517,2026_01_01,2026-04-18 16:38
KARSN,-151512,827850973,2026_01_01,2026-04-18 16:38
AFYON,-153546,399992258,2026_01_01,2026-04-18 16:38
SNGYO,-154768,3607173099,2026_01_01,2026-04-18 16:38
BORSK,-165168,279999879,2026_01_01,2026-04-18 16:38
GENIL,-165198,85937999,2026_01_01,2026-04-18 16:38
HDFGS,-168501,956974192,2026_01_01,2026-04-18 16:38
BLUME,-173638,174710134,2026_01_01,2026-04-18 16:38
CEMZY,-174587,124119970,2026_01_01,2026-04-18 16:38
ANSGR,-183326,1564416026,2026_01_01,2026-04-18 16:38
PRKAB,-184238,35225443,2026_01_01,2026-04-18 16:38
TKNSA,-187591,100485379,2026_01_01,2026-04-18 16:38
SMRTG,-192901,221421277,2026_01_01,2026-04-18 16:38
GENTS,-193178,749958921,2026_01_01,2026-04-18 16:38
OYYAT,-195702,91048322,2026_01_01,2026-04-18 16:38
AKCNS,-195751,39359284,2026_01_01,2026-04-18 16:38
TRILC,-196472,118499496,2026_01_01,2026-04-18 16:38
MOBTL,-200867,207999999,2026_01_01,2026-04-18 16:38
DAGI,-205381,175301274,2026_01_01,2026-04-18 16:38
PNSUT,-213529,128323851,2026_01_01,2026-04-18 16:38
TCKRC,-213681,65000000,2026_01_01,2026-04-18 16:38
BIGCH,-217377,73786589,2026_01_01,2026-04-18 16:38
KLRHO,-219744,341250000,2026_01_01,2026-04-18 16:38
ATATP,-228687,18809999,2026_01_01,2026-04-18 16:38
MNDRS,-236348,222007982,2026_01_01,2026-04-18 16:38
SMRVA,-254115,28000000,2026_01_01,2026-04-18 16:38
GEREL,-267089,219036379,2026_01_01,2026-04-18 16:38
EDIP,-274110,36468204,2026_01_01,2026-04-18 16:38
SNICA,-279082,321688856,2026_01_01,2026-04-18 16:38
BIOEN,-281431,197983419,2026_01_01,2026-04-18 16:38
TRCAS,-300685,206252778,2026_01_01,2026-04-18 16:38
KUYAS,-312415,398958897,2026_01_01,2026-04-18 16:38
ANELE,-317729,151405542,2026_01_01,2026-04-18 16:38
TEZOL,-318885,139999975,2026_01_01,2026-04-18 16:38
GRTHO,-324152,36745000,2026_01_01,2026-04-18 16:38
ZEDUR,-332698,69899992,2026_01_01,2026-04-18 16:38
KLGYO,-334014,689399869,2026_01_01,2026-04-18 16:38
SELEC,-350087,124262097,2026_01_01,2026-04-18 16:38
YUNSA,-359725,202164056,2026_01_01,2026-04-18 16:38
BULGS,-363355,72499900,2026_01_01,2026-04-18 16:38
NIBAS,-368151,267768312,2026_01_01,2026-04-18 16:38
ALKIM,-375530,182767821,2026_01_01,2026-04-18 16:38
RUBNS,-399910,42377765,2026_01_01,2026-04-18 16:38
EFOR,-403633,539999994,2026_01_01,2026-04-18 16:38
RTALB,-421324,432976722,2026_01_01,2026-04-18 16:38
LMKDC,-428933,155929999,2026_01_01,2026-04-18 16:38
RGYAS,-469573,105523000,2026_01_01,2026-04-18 16:38
ALKLC,-496584,45382467,2026_01_01,2026-04-18 16:38
TNZTP,-509271,87496826,2026_01_01,2026-04-18 16:38
PETUN,-549109,134673118,2026_01_01,2026-04-18 16:38
DOFER,-562806,19572500,2026_01_01,2026-04-18 16:38
HKTM,-647151,72750000,2026_01_01,2026-04-18 16:38
BINHO,-649412,488884390,2026_01_01,2026-04-18 16:38
SOKM,-655442,448708248,2026_01_01,2026-04-18 16:38
USAK,-695613,1218028690,2026_01_01,2026-04-18 16:38
HTTBT,-741098,82805422,2026_01_01,2026-04-18 16:38
LOGO,-752084,74328248,2026_01_01,2026-04-18 16:38
INFO,-755684,767463351,2026_01_01,2026-04-18 16:38
ALARK,-765228,165127148,2026_01_01,2026-04-18 16:38
LIDFA,-788365,234964383,2026_01_01,2026-04-18 16:38
AKSGY,-797405,1628451947,2026_01_01,2026-04-18 16:38
TRGYO,-799690,251573369,2026_01_01,2026-04-18 16:38
EGSER,-826210,545751057,2026_01_01,2026-04-18 16:38
PAPIL,-876587,206249994,2026_01_01,2026-04-18 16:38
DITAS,-912399,57518523,2026_01_01,2026-04-18 16:38
MACKO,-944746,41500000,2026_01_01,2026-04-18 16:38
NTGAZ,-953988,276000000,2026_01_01,2026-04-18 16:38
ULUUN,-995475,290523352,2026_01_01,2026-04-18 16:38
ISKPL,-1027288,724625736,2026_01_01,2026-04-18 16:38
IZFAS,-1171302,156001658,2026_01_01,2026-04-18 16:38
ARZUM,-1199416,293999828,2026_01_01,2026-04-18 16:38
AKSEN,-1213375,638545796,2026_01_01,2026-04-18 16:38
DOFRB,-1286147,45000000,2026_01_01,2026-04-18 16:38
SUWEN,-1321070,365687500,2026_01_01,2026-04-18 16:38
PRKME,-1374577,53038641,2026_01_01,2026-04-18 16:38
KONTR,-1415144,936041131,2026_01_01,2026-04-18 16:38
EUPWR,-1448634,199610525,2026_01_01,2026-04-18 16:38
IHLAS,-1477442,1396079076,2026_01_01,2026-04-18 16:38
MEKAG,-1617302,240319999,2026_01_01,2026-04-18 16:38
ISGYO,-1623946,531312439,2026_01_01,2026-04-18 16:38
SANFM,-1658278,225030000,2026_01_01,2026-04-18 16:38
OYAKC,-1659272,4656879380,2026_01_01,2026-04-18 16:38
BERA,-1676369,491444418,2026_01_01,2026-04-18 16:38
KOCMT,-1708791,587485693,2026_01_01,2026-04-18 16:38
YKSLN,-1950651,197429570,2026_01_01,2026-04-18 16:38
TURSG,-2027353,7907296076,2026_01_01,2026-04-18 16:38
IHLGM,-2659235,986078000,2026_01_01,2026-04-18 16:38
KRVGD,-2704250,596159766,2026_01_01,2026-04-18 16:38
INDES,-3031786,462749768,2026_01_01,2026-04-18 16:38
IEYHO,-3086724,541033008,2026_01_01,2026-04-18 16:38
IHYAY,-3227661,388124996,2026_01_01,2026-04-18 16:38
TATEN,-3252380,347799724,2026_01_01,2026-04-18 16:38
EDATA,-3255003,160065396,2026_01_01,2026-04-18 16:38
KTLEV,-3431322,1288500000,2026_01_01,2026-04-18 16:38
CANTE,-3909754,6026334128,2026_01_01,2026-04-18 16:38
MARTI,-4154127,590291701,2026_01_01,2026-04-18 16:38
ESCOM,-4376010,463831670,2026_01_01,2026-04-18 16:38
MRGYO,-4580350,1035439186,2026_01_01,2026-04-18 16:38
GARAN,-4740929,2454957798,2026_01_01,2026-04-18 16:38
TEHOL,-5156808,1995839246,2026_01_01,2026-04-18 16:38
CCOLA,-5482347,815835147,2026_01_01,2026-04-18 16:38
MARMR,-5798794,961218727,2026_01_01,2026-04-18 16:38
GSRAY,-6403915,10123744690,2026_01_01,2026-04-18 16:38
SKBNK,-7488319,2498879854,2026_01_01,2026-04-18 16:38
TTKOM,-8326126,524999999,2026_01_01,2026-04-18 16:38
ESCAR,-9662197,101933690,2026_01_01,2026-04-18 16:38
IZENR,-13013025,914537597,2026_01_01,2026-04-18 16:38
YKBNK,-16298403,4705620952,2026_01_01,2026-04-18 16:38
AKBNK,-20312816,3059320205,2026_01_01,2026-04-18 16:38
ISCTR,-31484730,8880400751,2026_01_01,2026-04-18 16:38
BTCIM,-61966790,4046621813,2026_01_01,2026-04-18 16:38
PAHOL,-177216305,3999999979,2026_01_01,2026-04-18 16:38
FENER,103725520,2747882959,2026_01_02,2026-04-18 16:39
BTCIM,38379784,4046650979,2026_01_02,2026-04-18 16:39
EUREN,36626122,1040132637,2026_01_02,2026-04-18 16:39
ALGYO,35173627,989357377,2026_01_02,2026-04-18 16:39
AKBNK,22037546,3059020195,2026_01_02,2026-04-18 16:39
PETKM,19030634,1241736844,2026_01_02,2026-04-18 16:39
SKBNK,17630380,2498879854,2026_01_02,2026-04-18 16:39
ESEN,15307946,682499950,2026_01_02,2026-04-18 16:39
CANTE,14244332,6026334128,2026_01_02,2026-04-18 16:39
TRALT,11120149,952301819,2026_01_02,2026-04-18 16:39
TCELL,11102282,1622604373,2026_01_02,2026-04-18 16:39
LIDFA,9933295,458180545,2026_01_02,2026-04-18 16:39
ZOREN,9091361,2681244194,2026_01_02,2026-04-18 16:39
HALKB,8462905,6546422780,2026_01_02,2026-04-18 16:39
ASELS,7946772,1178597817,2026_01_02,2026-04-18 16:39
KCHOL,7605347,674052132,2026_01_02,2026-04-18 16:39
GSRAY,7487652,10123744690,2026_01_02,2026-04-18 16:39
KTLEV,7458847,1288500000,2026_01_02,2026-04-18 16:39
TUKAS,7427626,4499995929,2026_01_02,2026-04-18 16:39
AEFES,6925442,2028860053,2026_01_02,2026-04-18 16:39
SRVGY,6852702,812499687,2026_01_02,2026-04-18 16:39
TUPRS,6418629,902334854,2026_01_02,2026-04-18 16:39
CWENE,6010253,530759984,2026_01_02,2026-04-18 16:39
FROTO,5701696,625120847,2026_01_02,2026-04-18 16:39
VAKBN,5598279,8046896130,2026_01_02,2026-04-18 16:39
MAVI,5279863,576779312,2026_01_02,2026-04-18 16:39
MAGEN,5118136,719512140,2026_01_02,2026-04-18 16:39
BSOKE,5035644,458486931,2026_01_02,2026-04-18 16:39
HEKTS,4958604,3946474643,2026_01_02,2026-04-18 16:39
TTKOM,4640296,524999999,2026_01_02,2026-04-18 16:39
ASTOR,4384549,366896261,2026_01_02,2026-04-18 16:39
YESIL,4348199,640699952,2026_01_02,2026-04-18 16:39
PEKGY,4249295,4685237615,2026_01_02,2026-04-18 16:39
RYGYO,4101160,770588057,2026_01_02,2026-04-18 16:39
ULKER,4096003,338855989,2026_01_02,2026-04-18 16:39
ARFYE,4020675,46970750,2026_01_02,2026-04-18 16:39
GLYHO,3869380,1949290631,2026_01_02,2026-04-18 16:39
TEHOL,3651281,1995839246,2026_01_02,2026-04-18 16:39
TUREX,3606723,432000000,2026_01_02,2026-04-18 16:39
ENSRI,3597792,236333503,2026_01_02,2026-04-18 16:39
YYAPI,3100534,1705025550,2026_01_02,2026-04-18 16:39
ANSGR,3026433,1564416026,2026_01_02,2026-04-18 16:39
ESCAR,2800494,101933690,2026_01_02,2026-04-18 16:39
AKFGY,2600659,3457819315,2026_01_02,2026-04-18 16:39
AKFYE,2497221,551782160,2026_01_02,2026-04-18 16:39
DARDL,2439897,1753442695,2026_01_02,2026-04-18 16:39
AGHOL,2091015,1068822243,2026_01_02,2026-04-18 16:39
ALBRK,2077786,1050478429,2026_01_02,2026-04-18 16:39
ALARK,2077731,165125148,2026_01_02,2026-04-18 16:39
DOAS,2037988,97899975,2026_01_02,2026-04-18 16:39
FONET,2025408,577082984,2026_01_02,2026-04-18 16:39
IHGZT,2010150,570666229,2026_01_02,2026-04-18 16:39
TERA,2003515,240888789,2026_01_02,2026-04-18 16:39
ULUFA,1915042,305352801,2026_01_02,2026-04-18 16:39
DOHOL,1914173,984706960,2026_01_02,2026-04-18 16:39
KATMR,1852312,1980989998,2026_01_02,2026-04-18 16:39
YYLGD,1677909,369826200,2026_01_02,2026-04-18 16:39
CEMAS,1606244,790994290,2026_01_02,2026-04-18 16:39
ISKPL,1601870,724625736,2026_01_02,2026-04-18 16:39
THYAO,1557418,739329752,2026_01_02,2026-04-18 16:39
KZBGY,1514231,587999984,2026_01_02,2026-04-18 16:39
ISDMR,1448827,147623050,2026_01_02,2026-04-18 16:39
SNGYO,1401871,3607173099,2026_01_02,2026-04-18 16:39
DITAS,1369455,83325388,2026_01_02,2026-04-18 16:39
SOKM,1344558,448708248,2026_01_02,2026-04-18 16:39
TAVHL,1224751,213213415,2026_01_02,2026-04-18 16:39
OZGYO,1198520,490916869,2026_01_02,2026-04-18 16:39
LRSHO,1180577,724120946,2026_01_02,2026-04-18 16:39
AZTEK,1133046,279000000,2026_01_02,2026-04-18 16:39
YEOTK,1104874,160933198,2026_01_02,2026-04-18 16:39
RYSAS,1035796,1504020937,2026_01_02,2026-04-18 16:39
MEGMT,1017502,72749999,2026_01_02,2026-04-18 16:39
MOGAN,973489,262635000,2026_01_02,2026-04-18 16:39
AFYON,921624,399992258,2026_01_02,2026-04-18 16:39
IHLGM,911071,986078000,2026_01_02,2026-04-18 16:39
TRENJ,902160,97964682,2026_01_02,2026-04-18 16:39
SARKY,868098,999999671,2026_01_02,2026-04-18 16:39
AHGAZ,864198,659370871,2026_01_02,2026-04-18 16:39
BULGS,860795,72499900,2026_01_02,2026-04-18 16:39
CVKMD,833166,461999787,2026_01_02,2026-04-18 16:39
MIATK,823312,313087979,2026_01_02,2026-04-18 16:39
ARMGD,822064,54996000,2026_01_02,2026-04-18 16:39
MGROS,812823,96563547,2026_01_02,2026-04-18 16:39
GESAN,790157,141759180,2026_01_02,2026-04-18 16:39
EGEPO,786311,200000000,2026_01_02,2026-04-18 16:39
AGESA,757559,35829553,2026_01_02,2026-04-18 16:39
KCAER,750317,496494775,2026_01_02,2026-04-18 16:39
NTGAZ,739321,276000000,2026_01_02,2026-04-18 16:39
KRDMD,675774,780216365,2026_01_02,2026-04-18 16:39
KFEIN,672374,150306170,2026_01_02,2026-04-18 16:39
TATGD,642796,119284669,2026_01_02,2026-04-18 16:39
GEDIK,630667,983076856,2026_01_02,2026-04-18 16:39
BORLS,624571,308652686,2026_01_02,2026-04-18 16:39
ARZUM,624061,293999828,2026_01_02,2026-04-18 16:39
ENTRA,615770,369416642,2026_01_02,2026-04-18 16:39
EDATA,604357,160065396,2026_01_02,2026-04-18 16:39
TRMET,585092,174454588,2026_01_02,2026-04-18 16:39
ALKIM,580142,182767821,2026_01_02,2026-04-18 16:39
KRDMB,577111,118762111,2026_01_02,2026-04-18 16:39
SAHOL,570338,1142761094,2026_01_02,2026-04-18 16:39
IMASM,560870,622850500,2026_01_02,2026-04-18 16:39
DERHL,547988,197281316,2026_01_02,2026-04-18 16:39
BIOEN,539364,197983419,2026_01_02,2026-04-18 16:39
SUWEN,529470,365687500,2026_01_02,2026-04-18 16:39
AKGRT,514184,629007625,2026_01_02,2026-04-18 16:39
VESTL,503885,295447203,2026_01_02,2026-04-18 16:39
PRDGS,492321,110850000,2026_01_02,2026-04-18 16:39
HUNER,488332,671137934,2026_01_02,2026-04-18 16:39
GENTS,482285,749958921,2026_01_02,2026-04-18 16:39
ARCLK,473166,170054738,2026_01_02,2026-04-18 16:39
LYDHO,471385,188179904,2026_01_02,2026-04-18 16:39
HURGZ,452016,220784167,2026_01_02,2026-04-18 16:39
YKSLN,443806,197429570,2026_01_02,2026-04-18 16:39
ANHYT,441288,88457041,2026_01_02,2026-04-18 16:39
ALVES,440046,86285692,2026_01_02,2026-04-18 16:39
USAK,431631,1218028690,2026_01_02,2026-04-18 16:39
LIDER,423972,279500000,2026_01_02,2026-04-18 16:39
IZMDC,423638,723225318,2026_01_02,2026-04-18 16:39
TRCAS,423598,206252778,2026_01_02,2026-04-18 16:39
ISFIN,423410,310154523,2026_01_02,2026-04-18 16:39
ENERY,416371,2420687469,2026_01_02,2026-04-18 16:39
RTALB,415920,432976722,2026_01_02,2026-04-18 16:39
KAREL,415417,329659497,2026_01_02,2026-04-18 16:39
CGCAM,404331,42000000,2026_01_02,2026-04-18 16:39
ENJSA,380950,236211770,2026_01_02,2026-04-18 16:39
VESBE,371711,503578676,2026_01_02,2026-04-18 16:39
GSDHO,346513,999994969,2026_01_02,2026-04-18 16:39
ECILC,340747,210589603,2026_01_02,2026-04-18 16:39
KLSER,326525,109457175,2026_01_02,2026-04-18 16:39
ATATP,322487,18809999,2026_01_02,2026-04-18 16:39
TCKRC,316359,70000000,2026_01_02,2026-04-18 16:39
SERNT,312920,113000000,2026_01_02,2026-04-18 16:39
DURKN,299075,42500000,2026_01_02,2026-04-18 16:39
PAPIL,297300,206249994,2026_01_02,2026-04-18 16:39
KOTON,295623,136599960,2026_01_02,2026-04-18 16:39
BRSAN,290185,35912460,2026_01_02,2026-04-18 16:39
BIENY,289991,83144831,2026_01_02,2026-04-18 16:39
EKOS,282833,307199852,2026_01_02,2026-04-18 16:39
SOKE,280269,126999996,2026_01_02,2026-04-18 16:39
AGROT,277114,843979911,2026_01_02,2026-04-18 16:39
CEOEM,276248,22289984,2026_01_02,2026-04-18 16:39
PNSUT,265680,128323851,2026_01_02,2026-04-18 16:39
TOASO,253903,120585076,2026_01_02,2026-04-18 16:39
KLYPV,250499,46334639,2026_01_02,2026-04-18 16:39
SEGMN,250333,80999980,2026_01_02,2026-04-18 16:39
BARMA,248478,68130939,2026_01_02,2026-04-18 16:39
ASUZU,238311,41130807,2026_01_02,2026-04-18 16:39
BIGEN,227479,115500000,2026_01_02,2026-04-18 16:39
BALSU,220195,278000000,2026_01_02,2026-04-18 16:39
BEGYO,219048,290000000,2026_01_02,2026-04-18 16:39
ICBCT,218767,216761845,2026_01_02,2026-04-18 16:39
AYGAZ,204299,98568807,2026_01_02,2026-04-18 16:39
KGYO,201242,767895149,2026_01_02,2026-04-18 16:39
OBASE,199253,14924000,2026_01_02,2026-04-18 16:39
GRSEL,198499,29650000,2026_01_02,2026-04-18 16:39
ENKAI,193392,874736059,2026_01_02,2026-04-18 16:39
DGNMO,191736,327634636,2026_01_02,2026-04-18 16:39
SAFKR,190900,139433366,2026_01_02,2026-04-18 16:39
METRO,190250,539989959,2026_01_02,2026-04-18 16:39
GUBRF,187791,85359737,2026_01_02,2026-04-18 16:39
ETILR,186049,156217454,2026_01_02,2026-04-18 16:39
AYEN,182850,55531320,2026_01_02,2026-04-18 16:39
ASGYO,179766,165000000,2026_01_02,2026-04-18 16:39
KLGYO,169950,689399869,2026_01_02,2026-04-18 16:39
IHYAY,160344,388124996,2026_01_02,2026-04-18 16:39
SKTAS,158763,332865443,2026_01_02,2026-04-18 16:39
ARASE,157374,49999991,2026_01_02,2026-04-18 16:39
CATES,153528,33050000,2026_01_02,2026-04-18 16:39
MAKIM,151739,42559998,2026_01_02,2026-04-18 16:39
HDFGS,146112,956974192,2026_01_02,2026-04-18 16:39
FADE,146028,42347498,2026_01_02,2026-04-18 16:39
BESLR,142848,658098036,2026_01_02,2026-04-18 16:39
KRVGD,140456,596159766,2026_01_02,2026-04-18 16:39
DESA,139589,171107590,2026_01_02,2026-04-18 16:39
CRFSA,137900,18312793,2026_01_02,2026-04-18 16:39
KLKIM,133469,138383655,2026_01_02,2026-04-18 16:39
SANFM,132126,225030000,2026_01_02,2026-04-18 16:39
IHLAS,131837,1396079076,2026_01_02,2026-04-18 16:39
PETUN,124436,134673118,2026_01_02,2026-04-18 16:39
PNLSN,122157,34752383,2026_01_02,2026-04-18 16:39
KRPLS,116135,78486163,2026_01_02,2026-04-18 16:39
BERA,115756,491804866,2026_01_02,2026-04-18 16:39
LINK,113877,18231985,2026_01_02,2026-04-18 16:39
DOFRB,113694,45000000,2026_01_02,2026-04-18 16:39
TKNSA,112778,100485379,2026_01_02,2026-04-18 16:39
BAKAB,111484,34985326,2026_01_02,2026-04-18 16:39
BOBET,111084,113999998,2026_01_02,2026-04-18 16:39
DZGYO,110123,399777846,2026_01_02,2026-04-18 16:39
GRTHO,110080,36745000,2026_01_02,2026-04-18 16:39
BLUME,109562,174710134,2026_01_02,2026-04-18 16:39
EMKEL,106042,149999456,2026_01_02,2026-04-18 16:39
TABGD,105447,52499906,2026_01_02,2026-04-18 16:39
BIGTK,103320,9142465,2026_01_02,2026-04-18 16:39
DOKTA,101517,145872862,2026_01_02,2026-04-18 16:39
BMSCH,100462,69277402,2026_01_02,2026-04-18 16:39
BLCYT,99611,49088912,2026_01_02,2026-04-18 16:39
INFO,97258,767463351,2026_01_02,2026-04-18 16:39
DYOBY,92554,186553687,2026_01_02,2026-04-18 16:39
IHAAS,91528,56031248,2026_01_02,2026-04-18 16:39
ADEL,91075,112043619,2026_01_02,2026-04-18 16:39
KRGYO,89525,275373393,2026_01_02,2026-04-18 16:39
SANKO,87885,37499197,2026_01_02,2026-04-18 16:39
EKSUN,86828,171792833,2026_01_02,2026-04-18 16:39
OTKAR,85191,33417145,2026_01_02,2026-04-18 16:39
KOPOL,80819,266339652,2026_01_02,2026-04-18 16:39
KRTEK,77636,18914650,2026_01_02,2026-04-18 16:39
EUPWR,77171,199610525,2026_01_02,2026-04-18 16:39
PINSU,76122,101635846,2026_01_02,2026-04-18 16:39
PARSN,74632,34033246,2026_01_02,2026-04-18 16:39
MNDTR,72272,910071938,2026_01_02,2026-04-18 16:39
VSNMD,71474,24000000,2026_01_02,2026-04-18 16:39
CONSE,68841,377854899,2026_01_02,2026-04-18 16:39
BURCE,67342,44422390,2026_01_02,2026-04-18 16:39
AKSEN,66474,638545796,2026_01_02,2026-04-18 16:39
ZEDUR,64877,69899992,2026_01_02,2026-04-18 16:39
MTRKS,64360,43633166,2026_01_02,2026-04-18 16:39
TLMAN,62034,10300000,2026_01_02,2026-04-18 16:39
VAKFA,59925,224891951,2026_01_02,2026-04-18 16:39
ISGSY,57499,47378729,2026_01_02,2026-04-18 16:39
EGPRO,56053,175170570,2026_01_02,2026-04-18 16:39
NUHCM,54005,33135899,2026_01_02,2026-04-18 16:39
YAYLA,50572,39874966,2026_01_02,2026-04-18 16:39
EPLAS,47703,190491857,2026_01_02,2026-04-18 16:39
TURGG,45154,32042988,2026_01_02,2026-04-18 16:39
RAYSG,44227,51947024,2026_01_02,2026-04-18 16:39
TATEN,40356,347799724,2026_01_02,2026-04-18 16:39
PAMEL,39236,21533681,2026_01_02,2026-04-18 16:39
BORSK,36447,279999879,2026_01_02,2026-04-18 16:39
BNTAS,36411,170624999,2026_01_02,2026-04-18 16:39
PENTA,35638,181070136,2026_01_02,2026-04-18 16:39
PCILT,34375,45014183,2026_01_02,2026-04-18 16:39
FORTE,33937,21999999,2026_01_02,2026-04-18 16:39
KRONT,33858,116892885,2026_01_02,2026-04-18 16:39
BRKSN,33272,62639942,2026_01_02,2026-04-18 16:39
BIGCH,32604,73786589,2026_01_02,2026-04-18 16:39
GSDDE,32253,106850751,2026_01_02,2026-04-18 16:39
KLMSN,32033,30881297,2026_01_02,2026-04-18 16:39
DEVA,31180,199971814,2026_01_02,2026-04-18 16:39
ERBOS,30678,15899843,2026_01_02,2026-04-18 16:39
BRISA,30326,31247472,2026_01_02,2026-04-18 16:39
MEKAG,28636,240319999,2026_01_02,2026-04-18 16:39
CEMTS,28299,233425986,2026_01_02,2026-04-18 16:39
GOLTS,27464,12422783,2026_01_02,2026-04-18 16:39
AKENR,25748,385189146,2026_01_02,2026-04-18 16:39
PKART,25690,11048497,2026_01_02,2026-04-18 16:39
ZRGYO,23920,1173404997,2026_01_02,2026-04-18 16:39
HATEK,23613,62998947,2026_01_02,2026-04-18 16:39
LMKDC,23580,155929999,2026_01_02,2026-04-18 16:39
AKFIS,22441,66841328,2026_01_02,2026-04-18 16:39
TTRAK,21279,24967458,2026_01_02,2026-04-18 16:39
POLTK,20841,1125000,2026_01_02,2026-04-18 16:39
FRIGO,20619,121443212,2026_01_02,2026-04-18 16:39
ELITE,18828,44650000,2026_01_02,2026-04-18 16:39
BAGFS,17313,100042745,2026_01_02,2026-04-18 16:39
ANGEN,17054,86440002,2026_01_02,2026-04-18 16:39
CIMSA,16677,488404404,2026_01_02,2026-04-18 16:39
ALFAS,16227,84639999,2026_01_02,2026-04-18 16:39
KAPLM,15249,4563071,2026_01_02,2026-04-18 16:39
BAHKM,15013,23289000,2026_01_02,2026-04-18 16:39
MOBTL,14129,207999999,2026_01_02,2026-04-18 16:39
GEREL,12920,219036379,2026_01_02,2026-04-18 16:39
CUSAN,11366,18500000,2026_01_02,2026-04-18 16:39
BFREN,11358,24586148,2026_01_02,2026-04-18 16:39
ULUSE,10164,24000000,2026_01_02,2026-04-18 16:39
BAYRK,9640,189751123,2026_01_02,2026-04-18 16:39
ALCAR,8954,1721735,2026_01_02,2026-04-18 16:39
GLCVY,8163,26400000,2026_01_02,2026-04-18 16:39
YATAS,8149,94866488,2026_01_02,2026-04-18 16:39
GOODY,7871,132804473,2026_01_02,2026-04-18 16:39
EDIP,6714,36468204,2026_01_02,2026-04-18 16:39
INGRM,6674,14969536,2026_01_02,2026-04-18 16:39
JANTS,6175,207477849,2026_01_02,2026-04-18 16:39
YAPRK,5539,4214998,2026_01_02,2026-04-18 16:39
DSTKF,5354,83333333,2026_01_02,2026-04-18 16:39
OZSUB,5282,42499126,2026_01_02,2026-04-18 16:39
KRDMA,4298,240300917,2026_01_02,2026-04-18 16:39
TSGYO,3796,266499982,2026_01_02,2026-04-18 16:39
GWIND,3715,179165491,2026_01_02,2026-04-18 16:39
BVSAN,3607,13749999,2026_01_02,2026-04-18 16:39
FMIZP,3603,3497751,2026_01_02,2026-04-18 16:39
LYDYE,3369,1391287,2026_01_02,2026-04-18 16:39
ACSEL,3225,8589113,2026_01_02,2026-04-18 16:39
TMPOL,2910,11039990,2026_01_02,2026-04-18 16:39
GIPTA,2766,51646922,2026_01_02,2026-04-18 16:39
PKENT,2564,23766169,2026_01_02,2026-04-18 16:39
TBORG,2469,59392160,2026_01_02,2026-04-18 16:39
GARFA,1978,138399778,2026_01_02,2026-04-18 16:39
ORGE,1967,41839996,2026_01_02,2026-04-18 16:39
AYCES,1892,1895369,2026_01_02,2026-04-18 16:39
AKSUE,1566,56376184,2026_01_02,2026-04-18 16:39
KLRHO,1455,341250000,2026_01_02,2026-04-18 16:39
MAALT,1364,4763850,2026_01_02,2026-04-18 16:39
CMBTN,1294,1023000,2026_01_02,2026-04-18 16:39
UFUK,1056,46845974,2026_01_02,2026-04-18 16:39
EGEEN,1047,1137161,2026_01_02,2026-04-18 16:39
LUKSK,858,27257202,2026_01_02,2026-04-18 16:39
NUGYO,833,324943976,2026_01_02,2026-04-18 16:39
INTEM,829,9428747,2026_01_02,2026-04-18 16:39
BRYAT,656,10264685,2026_01_02,2026-04-18 16:39
KARTN,330,72781126,2026_01_02,2026-04-18 16:39
BANVT,247,36961044,2026_01_02,2026-04-18 16:39
MRSHL,205,4212888,2026_01_02,2026-04-18 16:39
ODINE,146,52576848,2026_01_02,2026-04-18 16:39
PRKME,50,53038641,2026_01_02,2026-04-18 16:39
ISYAT,38,152245569,2026_01_02,2026-04-18 16:39
SKYMD,2,52499981,2026_01_02,2026-04-18 16:39
ARAT,0,39867975,2026_01_02,2026-04-18 16:39
SKYLP,0,7159255,2026_01_02,2026-04-18 16:39
SMART,0,29737499,2026_01_02,2026-04-18 16:39
ARBUL,0,15459297,2026_01_02,2026-04-18 16:39
SNPAM,0,19679871,2026_01_02,2026-04-18 16:39
AKYHO,0,223895870,2026_01_02,2026-04-18 16:39
AGYO,0,129036460,2026_01_02,2026-04-18 16:39
SONME,0,4349319,2026_01_02,2026-04-18 16:39
DOGUB,0,19821566,2026_01_02,2026-04-18 16:39
KLNMA,0,91846864,2026_01_02,2026-04-18 16:39
CMENT,0,56829666,2026_01_02,2026-04-18 16:39
TARKM,0,4999997,2026_01_02,2026-04-18 16:39
ASYAB,0,477904801,2026_01_02,2026-04-18 16:39
MZHLD,0,72215314,2026_01_02,2026-04-18 16:39
IHEVA,0,291631239,2026_01_02,2026-04-18 16:39
KNFRT,0,131747000,2026_01_02,2026-04-18 16:39
ENPRA,0,15294301,2026_01_02,2026-04-18 16:39
CRDFA,0,74996853,2026_01_02,2026-04-18 16:39
TDGYO,0,59914214,2026_01_02,2026-04-18 16:39
KRATL,0,17800000,2026_01_02,2026-04-18 16:39
ORCAY,0,149508809,2026_01_02,2026-04-18 16:39
ARTOG,0,18591534,2026_01_02,2026-04-18 16:39
BURVA,0,4723271,2026_01_02,2026-04-18 16:39
OYAYO,0,19999941,2026_01_02,2026-04-18 16:39
OYLUM,0,80937367,2026_01_02,2026-04-18 16:39
GLBMD,0,28880500,2026_01_02,2026-04-18 16:39
