hisse,fark,adet2,tks2,kurum,donem,yukleme
ADESE,328337078,561892994,4687131701,TERA,2026_01_01,2026-04-18 16:38
PEKGY,107794000,450806976,4685237615,TERA,2026_01_01,2026-04-18 16:38
ISKPL,32134727,236034548,724625736,TERA,2026_01_01,2026-04-18 16:38
TEHOL,14384914,679557234,1995839246,TERA,2026_01_01,2026-04-18 16:38
BTCIM,7978698,15865941,4046621813,TERA,2026_01_01,2026-04-18 16:38
MEYSU,4654831,4654831,175000000,TERA,2026_01_01,2026-04-18 16:38
SMRVA,3920194,10778451,28000000,TERA,2026_01_01,2026-04-18 16:38
AKSEN,3912298,7599620,638545796,TERA,2026_01_01,2026-04-18 16:38
DSTKF,3217667,5227861,83333333,TERA,2026_01_01,2026-04-18 16:38
KONTR,3168538,5083875,936041131,TERA,2026_01_01,2026-04-18 16:38
DAPGM,2627158,8138847,928276145,TERA,2026_01_01,2026-04-18 16:38
TERA,2343628,64630867,240888789,TERA,2026_01_01,2026-04-18 16:38
ASTOR,2302569,2447128,366896261,TERA,2026_01_01,2026-04-18 16:38
KTLEV,2141712,47489578,1288500000,TERA,2026_01_01,2026-04-18 16:38
RALYH,1997321,11158315,176370973,TERA,2026_01_01,2026-04-18 16:38
TRALT,1140545,1934844,960749878,TERA,2026_01_01,2026-04-18 16:38
KRVGD,1031011,1207956,596159766,TERA,2026_01_01,2026-04-18 16:38
DOHOL,805413,15332051,984709460,TERA,2026_01_01,2026-04-18 16:38
TATEN,754743,1541381,347799724,TERA,2026_01_01,2026-04-18 16:38
AGROT,637235,1104616,843999770,TERA,2026_01_01,2026-04-18 16:38
SKBNK,519710,1662235,2498879854,TERA,2026_01_01,2026-04-18 16:38
OYAKC,494080,685951,4656879380,TERA,2026_01_01,2026-04-18 16:38
TSPOR,450845,11214739,3674526725,TERA,2026_01_01,2026-04-18 16:38
AKSA,443749,269754,1503671742,TERA,2026_01_01,2026-04-18 16:38
BRKO,405475,1891366,138199447,TERA,2026_01_01,2026-04-18 16:38
FENER,381946,400577,1165336432,TERA,2026_01_01,2026-04-18 16:38
AKGRT,378750,648333,629007625,TERA,2026_01_01,2026-04-18 16:38
TURSG,368029,623183,7907296076,TERA,2026_01_01,2026-04-18 16:38
HEKTS,351813,5035959,3946474643,TERA,2026_01_01,2026-04-18 16:38
DARDL,346907,847684,1753442695,TERA,2026_01_01,2026-04-18 16:38
YESIL,331679,459172,640699952,TERA,2026_01_01,2026-04-18 16:38
BURCE,248765,251233,44422390,TERA,2026_01_01,2026-04-18 16:38
MARMR,244168,514322,961218727,TERA,2026_01_01,2026-04-18 16:38
HLGYO,240240,968475,1075198536,TERA,2026_01_01,2026-04-18 16:38
SANFM,236012,333840,225030000,TERA,2026_01_01,2026-04-18 16:38
BMSCH,231333,329486,69277402,TERA,2026_01_01,2026-04-18 16:38
PAPIL,225342,1526424,206249994,TERA,2026_01_01,2026-04-18 16:38
GARAN,184650,974135,2454957798,TERA,2026_01_01,2026-04-18 16:38
CANTE,179527,12390357,6026334128,TERA,2026_01_01,2026-04-18 16:38
KCHOL,170656,291010,674052132,TERA,2026_01_01,2026-04-18 16:38
PETKM,169965,725568,1241796844,TERA,2026_01_01,2026-04-18 16:38
DITAS,167587,287216,57518523,TERA,2026_01_01,2026-04-18 16:38
ISFIN,166279,187356,310154523,TERA,2026_01_01,2026-04-18 16:38
RTALB,163902,571358,432976722,TERA,2026_01_01,2026-04-18 16:38
OBAMS,163395,402908,751078524,TERA,2026_01_01,2026-04-18 16:38
ODAS,161772,2670911,1113798031,TERA,2026_01_01,2026-04-18 16:38
ADGYO,158944,475532,379654367,TERA,2026_01_01,2026-04-18 16:38
KAYSE,156431,177321,814062609,TERA,2026_01_01,2026-04-18 16:38
FRIGO,147827,1118330,121449172,TERA,2026_01_01,2026-04-18 16:38
IHLAS,144911,1229632,1396079076,TERA,2026_01_01,2026-04-18 16:38
DERHL,134842,840806,197281316,TERA,2026_01_01,2026-04-18 16:38
MERKO,131163,223770,101104701,TERA,2026_01_01,2026-04-18 16:38
SNICA,121711,506315,321688856,TERA,2026_01_01,2026-04-18 16:38
REEDR,120310,922986,627278663,TERA,2026_01_01,2026-04-18 16:38
KLKIM,117144,174387,138383655,TERA,2026_01_01,2026-04-18 16:38
GUBRF,117061,141661,85359737,TERA,2026_01_01,2026-04-18 16:38
TAVHL,116547,134289,213213415,TERA,2026_01_01,2026-04-18 16:38
BSOKE,114366,1382353,458473127,TERA,2026_01_01,2026-04-18 16:38
BIMAS,114063,103462,436214016,TERA,2026_01_01,2026-04-18 16:38
HRKET,113989,131379,24000000,TERA,2026_01_01,2026-04-18 16:38
RUZYE,108501,1470847,267748491,TERA,2026_01_01,2026-04-18 16:38
PNSUT,106198,3435871,128323851,TERA,2026_01_01,2026-04-18 16:38
MARTI,104770,125539,590291701,TERA,2026_01_01,2026-04-18 16:38
BAYRK,102675,194146,189751123,TERA,2026_01_01,2026-04-18 16:38
SAHOL,101613,224686,1142761094,TERA,2026_01_01,2026-04-18 16:38
YEOTK,101197,128108,160933198,TERA,2026_01_01,2026-04-18 16:38
MNDRS,100508,383102,222007982,TERA,2026_01_01,2026-04-18 16:38
LIDER,100000,2566979,279500000,TERA,2026_01_01,2026-04-18 16:38
INDES,96302,154730,462749768,TERA,2026_01_01,2026-04-18 16:38
KARSN,94339,451246,827850973,TERA,2026_01_01,2026-04-18 16:38
TRMET,94206,130737,174484588,TERA,2026_01_01,2026-04-18 16:38
FZLGY,91821,103618,398427644,TERA,2026_01_01,2026-04-18 16:38
OFSYM,89392,185268,22749998,TERA,2026_01_01,2026-04-18 16:38
YYAPI,88783,962231,1705025550,TERA,2026_01_01,2026-04-18 16:38
ZERGY,84544,128466,156799985,TERA,2026_01_01,2026-04-18 16:38
CEMAS,82570,605385,790994290,TERA,2026_01_01,2026-04-18 16:38
MACKO,77806,123508,41500000,TERA,2026_01_01,2026-04-18 16:38
GOKNR,75862,177024,178040711,TERA,2026_01_01,2026-04-18 16:38
EUPWR,75481,233791,199610525,TERA,2026_01_01,2026-04-18 16:38
TRENJ,74993,223567,98018735,TERA,2026_01_01,2026-04-18 16:38
TUREX,74936,262519,432000000,TERA,2026_01_01,2026-04-18 16:38
PRDGS,67047,71590,110850000,TERA,2026_01_01,2026-04-18 16:38
ETYAT,63758,193347,18752248,TERA,2026_01_01,2026-04-18 16:38
IEYHO,60330,872113,541033008,TERA,2026_01_01,2026-04-18 16:38
SNPAM,60000,55300,19679871,TERA,2026_01_01,2026-04-18 16:38
MOPAS,59674,3536,57330000,TERA,2026_01_01,2026-04-18 16:38
OZRDN,58235,122902,57107579,TERA,2026_01_01,2026-04-18 16:38
BORLS,58044,143742,308652686,TERA,2026_01_01,2026-04-18 16:38
AHSGY,56792,57838,184999889,TERA,2026_01_01,2026-04-18 16:38
KRPLS,56690,140399,78486163,TERA,2026_01_01,2026-04-18 16:38
CELHA,53051,81961,146124228,TERA,2026_01_01,2026-04-18 16:38
SURGY,52222,54412,44999990,TERA,2026_01_01,2026-04-18 16:38
DZGYO,52000,211051,399777846,TERA,2026_01_01,2026-04-18 16:38
DMLKTG,50050,69772,2586309851,TERA,2026_01_01,2026-04-18 16:38
SELVA,49778,10468242,747897737,TERA,2026_01_01,2026-04-18 16:38
FLAP,48553,114517,93599986,TERA,2026_01_01,2026-04-18 16:38
SERNT,47546,247189,113000000,TERA,2026_01_01,2026-04-18 16:38
BERA,46451,78584,491444418,TERA,2026_01_01,2026-04-18 16:38
PENGD,46335,313191,171068945,TERA,2026_01_01,2026-04-18 16:38
MEKAG,45719,256398,240319999,TERA,2026_01_01,2026-04-18 16:38
CGCAM,42987,96288,42000000,TERA,2026_01_01,2026-04-18 16:38
ARZUM,42398,373507,293999828,TERA,2026_01_01,2026-04-18 16:38
TEKTU,42282,1049327,195639311,TERA,2026_01_01,2026-04-18 16:38
MZHLD,40833,440917,72215314,TERA,2026_01_01,2026-04-18 16:38
TCKRC,40701,521304,65000000,TERA,2026_01_01,2026-04-18 16:38
VKFYO,36994,58282,26473700,TERA,2026_01_01,2026-04-18 16:38
TCELL,36446,150818,1622604373,TERA,2026_01_01,2026-04-18 16:38
SEGYO,36094,280934,203388821,TERA,2026_01_01,2026-04-18 16:38
DOFER,35448,237550,19572500,TERA,2026_01_01,2026-04-18 16:38
ANELE,35019,95185,151405542,TERA,2026_01_01,2026-04-18 16:38
OSMEN,33450,131993,157750927,TERA,2026_01_01,2026-04-18 16:38
GSRAY,33278,47120030,10123744690,TERA,2026_01_01,2026-04-18 16:38
KFEIN,32524,129225,150306170,TERA,2026_01_01,2026-04-18 16:38
ZEDUR,29900,90804,69899992,TERA,2026_01_01,2026-04-18 16:38
PATEK,28895,403137,293081893,TERA,2026_01_01,2026-04-18 16:38
MNDTR,28158,1054760,910071938,TERA,2026_01_01,2026-04-18 16:38
DMSAS,25125,358982,199994510,TERA,2026_01_01,2026-04-18 16:38
TRGYO,25005,25484,251573369,TERA,2026_01_01,2026-04-18 16:38
TSGYO,23440,24677,266499982,TERA,2026_01_01,2026-04-18 16:38
ORGE,22535,29920,41839996,TERA,2026_01_01,2026-04-18 16:38
VESBE,21626,66428,503578676,TERA,2026_01_01,2026-04-18 16:38
ALTNY,21469,93476,399889404,TERA,2026_01_01,2026-04-18 16:38
BALSU,21141,187945,278000000,TERA,2026_01_01,2026-04-18 16:38
OZATD,21000,192417,13349988,TERA,2026_01_01,2026-04-18 16:38
ATAGY,20513,77654,45670114,TERA,2026_01_01,2026-04-18 16:38
CEMTS,19000,313403,233425986,TERA,2026_01_01,2026-04-18 16:38
AYES,16871,200182,86971609,TERA,2026_01_01,2026-04-18 16:38
EUHOL,16726,25784774,142999955,TERA,2026_01_01,2026-04-18 16:38
ATEKS,15970,15998,5441598,TERA,2026_01_01,2026-04-18 16:38
KLMSN,15000,22749,30881297,TERA,2026_01_01,2026-04-18 16:38
BIENY,14372,87287,83069831,TERA,2026_01_01,2026-04-18 16:38
RYSAS,13929,45426,1504020937,TERA,2026_01_01,2026-04-18 16:38
ORCAY,13500,197538,149461797,TERA,2026_01_01,2026-04-18 16:38
GLBMD,12931,61651,28880500,TERA,2026_01_01,2026-04-18 16:38
OYLUM,12527,77411,80937367,TERA,2026_01_01,2026-04-18 16:38
AYGAZ,12321,-26723,98568807,TERA,2026_01_01,2026-04-18 16:38
RUBNS,12212,17175,42377765,TERA,2026_01_01,2026-04-18 16:38
FROTO,11701,112159,625120847,TERA,2026_01_01,2026-04-18 16:38
MARBL,11344,20487,65026403,TERA,2026_01_01,2026-04-18 16:38
VESTL,10944,32421,295447203,TERA,2026_01_01,2026-04-18 16:38
MSGYO,10780,23415,168650149,TERA,2026_01_01,2026-04-18 16:38
TTKOM,10769,113863,524999999,TERA,2026_01_01,2026-04-18 16:38
SRVGY,10569,423033,812499687,TERA,2026_01_01,2026-04-18 16:38
GMTAS,10194,72763,148547413,TERA,2026_01_01,2026-04-18 16:38
MOGAN,10000,99258,262635000,TERA,2026_01_01,2026-04-18 16:38
KRTEK,10000,10414,18914650,TERA,2026_01_01,2026-04-18 16:38
GLRMK,9995,20240,38760000,TERA,2026_01_01,2026-04-18 16:38
ALKIM,9756,70486,182767821,TERA,2026_01_01,2026-04-18 16:38
EGSER,9500,319707,545751057,TERA,2026_01_01,2026-04-18 16:38
NATEN,9355,116336,309375000,TERA,2026_01_01,2026-04-18 16:38
POLHO,9080,70149,164140074,TERA,2026_01_01,2026-04-18 16:38
FORTE,8659,15674,21999999,TERA,2026_01_01,2026-04-18 16:38
ERSU,8600,30031,31755894,TERA,2026_01_01,2026-04-18 16:38
MHRGY,8478,691117,310499991,TERA,2026_01_01,2026-04-18 16:38
PNLSN,8241,21669,34752383,TERA,2026_01_01,2026-04-18 16:38
NUGYO,8025,175970,324943976,TERA,2026_01_01,2026-04-18 16:38
AKSUE,8002,9561,56376184,TERA,2026_01_01,2026-04-18 16:38
AGESA,8000,3002,35829553,TERA,2026_01_01,2026-04-18 16:38
YKSLN,7959,37098,197429570,TERA,2026_01_01,2026-04-18 16:38
KLYPV,7958,42172,46334639,TERA,2026_01_01,2026-04-18 16:38
EGCYH,7875,8075,39900235,TERA,2026_01_01,2026-04-18 16:38
SEKFK,7117,226630,62311473,TERA,2026_01_01,2026-04-18 16:38
ECOGR,7078,42210,110000000,TERA,2026_01_01,2026-04-18 16:38
BLCYT,7001,22253,49088912,TERA,2026_01_01,2026-04-18 16:38
YIGIT,6950,86554,74999975,TERA,2026_01_01,2026-04-18 16:38
TKFEN,6926,45077,230848007,TERA,2026_01_01,2026-04-18 16:38
OYAYO,6555,47410,19999941,TERA,2026_01_01,2026-04-18 16:38
ARDYZ,5961,105020,279551557,TERA,2026_01_01,2026-04-18 16:38
UNLU,5523,118474,102181558,TERA,2026_01_01,2026-04-18 16:38
GEDZA,5499,441196,42983624,TERA,2026_01_01,2026-04-18 16:38
ONCSM,5259,5737,10086000,TERA,2026_01_01,2026-04-18 16:38
ISBIR,5190,88927,14498776,TERA,2026_01_01,2026-04-18 16:38
BNTAS,5000,275758,170624999,TERA,2026_01_01,2026-04-18 16:38
GUNDG,4905,17166,18968972,TERA,2026_01_01,2026-04-18 16:38
EGCEY,4903,4904,19749798,TERA,2026_01_01,2026-04-18 16:38
YATAS,4899,31365,94866488,TERA,2026_01_01,2026-04-18 16:38
KOPOL,4474,1107738,266319652,TERA,2026_01_01,2026-04-18 16:38
PETUN,4117,39232,134673118,TERA,2026_01_01,2026-04-18 16:38
OBASE,4093,5271,14924000,TERA,2026_01_01,2026-04-18 16:38
ENJSA,4011,11456,236211770,TERA,2026_01_01,2026-04-18 16:38
BIGTK,3900,589360,9142465,TERA,2026_01_01,2026-04-18 16:38
BAHKM,3799,5650,23289000,TERA,2026_01_01,2026-04-18 16:38
HATSN,3766,14029,44299973,TERA,2026_01_01,2026-04-18 16:38
ALVES,3653,19715,86285692,TERA,2026_01_01,2026-04-18 16:38
GLRYH,3625,4643,599623814,TERA,2026_01_01,2026-04-18 16:38
IHYAY,3500,175731,388124996,TERA,2026_01_01,2026-04-18 16:38
PKART,3245,12888,11048497,TERA,2026_01_01,2026-04-18 16:38
ULKER,3188,79044,338855989,TERA,2026_01_01,2026-04-18 16:38
TMSN,3185,39181,44449988,TERA,2026_01_01,2026-04-18 16:38
DAGI,3079,77644,175301274,TERA,2026_01_01,2026-04-18 16:38
BVSAN,3006,57821,13749999,TERA,2026_01_01,2026-04-18 16:38
MAKTK,3000,10580,184370066,TERA,2026_01_01,2026-04-18 16:38
DOAS,2911,36831,97899975,TERA,2026_01_01,2026-04-18 16:38
TNZTP,2911,13328,87496826,TERA,2026_01_01,2026-04-18 16:38
GESAN,2896,41636,141759180,TERA,2026_01_01,2026-04-18 16:38
HOROZ,2739,26413,24599986,TERA,2026_01_01,2026-04-18 16:38
OZYSR,2542,45289,40488000,TERA,2026_01_01,2026-04-18 16:38
AYEN,2500,42817,55531320,TERA,2026_01_01,2026-04-18 16:38
BEYAZ,2313,17409,42317352,TERA,2026_01_01,2026-04-18 16:38
KNFRT,2224,1041761,131747000,TERA,2026_01_01,2026-04-18 16:38
BIZIM,2132,25686,27601626,TERA,2026_01_01,2026-04-18 16:38
VKING,2006,47994,30932905,TERA,2026_01_01,2026-04-18 16:38
RODRG,2000,123036,16312352,TERA,2026_01_01,2026-04-18 16:38
ARTMS,1838,97196,24199999,TERA,2026_01_01,2026-04-18 16:38
BAGFS,1598,158125,100042745,TERA,2026_01_01,2026-04-18 16:38
TLMAN,1535,3273,10300000,TERA,2026_01_01,2026-04-18 16:38
ATATP,1500,21010,18809999,TERA,2026_01_01,2026-04-18 16:38
LYDHO,1440,12660,44188590,TERA,2026_01_01,2026-04-18 16:38
VKGYO,1279,578074,1637203243,TERA,2026_01_01,2026-04-18 16:38
KLRHO,1276,754167,341250000,TERA,2026_01_01,2026-04-18 16:38
MEDTR,1225,62437,24499999,TERA,2026_01_01,2026-04-18 16:38
ATSYH,1200,32375,7998869,TERA,2026_01_01,2026-04-18 16:38
CUSAN,1200,5505,18500000,TERA,2026_01_01,2026-04-18 16:38
ZRGYO,1080,11080,1173404997,TERA,2026_01_01,2026-04-18 16:38
BRSAN,1069,3433,35912460,TERA,2026_01_01,2026-04-18 16:38
PKENT,941,2807,23766169,TERA,2026_01_01,2026-04-18 16:38
LUKSK,900,1672,27257202,TERA,2026_01_01,2026-04-18 16:38
SANKO,842,32114,37499197,TERA,2026_01_01,2026-04-18 16:38
YONGA,792,6289,7195951,TERA,2026_01_01,2026-04-18 16:38
AFYON,747,45778,399992258,TERA,2026_01_01,2026-04-18 16:38
KTSKR,743,4592,14691795,TERA,2026_01_01,2026-04-18 16:38
HTTBT,700,44974,82805422,TERA,2026_01_01,2026-04-18 16:38
OSTIM,700,939813,509670729,TERA,2026_01_01,2026-04-18 16:38
CATES,650,31909,33050000,TERA,2026_01_01,2026-04-18 16:38
TABGD,606,19281,52499906,TERA,2026_01_01,2026-04-18 16:38
TBORG,549,10610,59392160,TERA,2026_01_01,2026-04-18 16:38
ULUSE,487,11670,24000000,TERA,2026_01_01,2026-04-18 16:38
GOODY,400,2512,132804473,TERA,2026_01_01,2026-04-18 16:38
PAGYO,382,3868,57781202,TERA,2026_01_01,2026-04-18 16:38
LINK,345,10063,18231985,TERA,2026_01_01,2026-04-18 16:38
HKTM,326,12894,72750000,TERA,2026_01_01,2026-04-18 16:38
ALCTL,318,1461,13543218,TERA,2026_01_01,2026-04-18 16:38
EBEBK,275,3183,40534692,TERA,2026_01_01,2026-04-18 16:38
MRSHL,258,578,4212888,TERA,2026_01_01,2026-04-18 16:38
INVES,256,151321,37480000,TERA,2026_01_01,2026-04-18 16:38
SKYLP,214,17693,7159255,TERA,2026_01_01,2026-04-18 16:38
ASUZU,200,11216,41130807,TERA,2026_01_01,2026-04-18 16:38
LOGO,197,4713,74328248,TERA,2026_01_01,2026-04-18 16:38
KLSER,189,23871,109457175,TERA,2026_01_01,2026-04-18 16:38
GLDTRF,181,1741,45100000,TERA,2026_01_01,2026-04-18 16:38
LKMNH,180,6188,163262533,TERA,2026_01_01,2026-04-18 16:38
NUHCM,150,3916,33135899,TERA,2026_01_01,2026-04-18 16:38
GRNYO,137,39603,37386059,TERA,2026_01_01,2026-04-18 16:38
PAMEL,127,1851,21533681,TERA,2026_01_01,2026-04-18 16:38
BRMEN,121,743,57480285,TERA,2026_01_01,2026-04-18 16:38
BALAT,100,38269,13550960,TERA,2026_01_01,2026-04-18 16:38
QNBFK,100,816,843137646,TERA,2026_01_01,2026-04-18 16:38
TEZOL,83,8376,139999975,TERA,2026_01_01,2026-04-18 16:38
TARKM,69,987,4999997,TERA,2026_01_01,2026-04-18 16:38
CRFSA,61,11437,18313273,TERA,2026_01_01,2026-04-18 16:38
SOKE,58,55544,126999996,TERA,2026_01_01,2026-04-18 16:38
ODINE,58,90458,52576848,TERA,2026_01_01,2026-04-18 16:38
BURVA,41,43,4723271,TERA,2026_01_01,2026-04-18 16:38
GOLTS,35,13870,12422783,TERA,2026_01_01,2026-04-18 16:38
SDTTR,32,2176,15990000,TERA,2026_01_01,2026-04-18 16:38
ISGYO,31,30187,531312439,TERA,2026_01_01,2026-04-18 16:38
AKYHO,30,228989,223895870,TERA,2026_01_01,2026-04-18 16:38
LYDYE,30,43,1391287,TERA,2026_01_01,2026-04-18 16:38
VSNMD,22,17679,24000000,TERA,2026_01_01,2026-04-18 16:38
AKMGY,21,15698,21568998,TERA,2026_01_01,2026-04-18 16:38
NETAS,20,20523,31783484,TERA,2026_01_01,2026-04-18 16:38
COSMO,15,798,6494091,TERA,2026_01_01,2026-04-18 16:38
CMENT,9,3287,56829666,TERA,2026_01_01,2026-04-18 16:38
BRLSM,5,12307,108025075,TERA,2026_01_01,2026-04-18 16:38
KSTUR,5,196,3952041,TERA,2026_01_01,2026-04-18 16:38
ALCAR,4,979,1721735,TERA,2026_01_01,2026-04-18 16:38
INTEM,2,52,9428747,TERA,2026_01_01,2026-04-18 16:38
SAYAS,1,387,42530887,TERA,2026_01_01,2026-04-18 16:38
CASA,1,103,4894517,TERA,2026_01_01,2026-04-18 16:38
KARTN,1,8276,72781126,TERA,2026_01_01,2026-04-18 16:38
KONYA,1,49,1646416,TERA,2026_01_01,2026-04-18 16:38
UFUK,1,3209,46845974,TERA,2026_01_01,2026-04-18 16:38
PCILT,0,102161,45014183,TERA,2026_01_01,2026-04-18 16:38
FVORI,0,0,17564673,TERA,2026_01_01,2026-04-18 16:38
ARAT,0,104200,39867975,TERA,2026_01_01,2026-04-18 16:38
PENTA,0,407542,181070136,TERA,2026_01_01,2026-04-18 16:38
KLSYN,0,87392,107854952,TERA,2026_01_01,2026-04-18 16:38
DEVA,0,4625,199971814,TERA,2026_01_01,2026-04-18 16:38
KMPUR,0,87978,132432524,TERA,2026_01_01,2026-04-18 16:38
GEDIZ,0,16822,7163595,TERA,2026_01_01,2026-04-18 16:38
DGATE,0,1812,15227271,TERA,2026_01_01,2026-04-18 16:38
GENYH,0,872184,9999906,TERA,2026_01_01,2026-04-18 16:38
DGNMO,0,35021,327634636,TERA,2026_01_01,2026-04-18 16:38
KPHOL,0,1,4207498,TERA,2026_01_01,2026-04-18 16:38
PRTAS,0,22205,21405233,TERA,2026_01_01,2026-04-18 16:38
PRZMA,0,1570,61941154,TERA,2026_01_01,2026-04-18 16:38
PSDTC,0,601,6599991,TERA,2026_01_01,2026-04-18 16:38
KRATL,0,5047,17800000,TERA,2026_01_01,2026-04-18 16:38
KRDMA,0,37724,240300918,TERA,2026_01_01,2026-04-18 16:38
RANLO,0,10302,19850386,TERA,2026_01_01,2026-04-18 16:38
KRDMB,0,23417,118762111,TERA,2026_01_01,2026-04-18 16:38
RNPOL,0,15344,16795000,TERA,2026_01_01,2026-04-18 16:38
KRGYO,0,109182,275373393,TERA,2026_01_01,2026-04-18 16:38
DIRIT,0,421,10146501,TERA,2026_01_01,2026-04-18 16:38
GLCVY,0,17033,26400000,TERA,2026_01_01,2026-04-18 16:38
BASCM,0,10051,49212423,TERA,2026_01_01,2026-04-18 16:38
DMISH,0,2700,22727060,TERA,2026_01_01,2026-04-18 16:38
BASGZ,0,135855,174999999,TERA,2026_01_01,2026-04-18 16:38
SALIX,0,1000,4949230,TERA,2026_01_01,2026-04-18 16:38
SAMAT,0,86472,103183797,TERA,2026_01_01,2026-04-18 16:38
ARBUL,0,3402,15459297,TERA,2026_01_01,2026-04-18 16:38
KUVVA,0,20021,24204585,TERA,2026_01_01,2026-04-18 16:38
LATEK,0,2,39499512,TERA,2026_01_01,2026-04-18 16:38
GNPWR,0,561725,21999996,TERA,2026_01_01,2026-04-18 16:38
AKPAZ,0,100,22489187,TERA,2026_01_01,2026-04-18 16:38
LIOYS,0,1810,31625013,TERA,2026_01_01,2026-04-18 16:38
GOLDS,0,84803,192323946,TERA,2026_01_01,2026-04-18 16:38
ATLAS,0,109,59999865,TERA,2026_01_01,2026-04-18 16:38
SEYKM,0,571,151040901,TERA,2026_01_01,2026-04-18 16:38
DOGUB,0,49,19821566,TERA,2026_01_01,2026-04-18 16:38
BYSAN,0,10,16552134,TERA,2026_01_01,2026-04-18 16:38
BFREN,0,6402,24586148,TERA,2026_01_01,2026-04-18 16:38
MAALT,0,898,4763850,TERA,2026_01_01,2026-04-18 16:38
GATEG,0,54890,7099206,TERA,2026_01_01,2026-04-18 16:38
DYOBY,0,18,186553687,TERA,2026_01_01,2026-04-18 16:38
SODSN,0,300,5663153,TERA,2026_01_01,2026-04-18 16:38
MAKIM,0,1945,42559998,TERA,2026_01_01,2026-04-18 16:38
ARTI,0,8075,9881683,TERA,2026_01_01,2026-04-18 16:38
SUMAS,0,449,5433029,TERA,2026_01_01,2026-04-18 16:38
MANGO,0,10002,37831688,TERA,2026_01_01,2026-04-18 16:38
ATPET,0,2002,11403497,TERA,2026_01_01,2026-04-18 16:38
TARAF,0,100,5035100,TERA,2026_01_01,2026-04-18 16:38
MARKA,0,30080,20752018,TERA,2026_01_01,2026-04-18 16:38
CBSBO,0,4602,14692447,TERA,2026_01_01,2026-04-18 16:38
HITIT,0,1,4488204,TERA,2026_01_01,2026-04-18 16:38
AGYO,0,71018,129036460,TERA,2026_01_01,2026-04-18 16:38
AYCES,0,207,1895369,TERA,2026_01_01,2026-04-18 16:38
MEMSA,0,26001,160110709,TERA,2026_01_01,2026-04-18 16:38
MENBA,0,58564,3496852,TERA,2026_01_01,2026-04-18 16:38
MEPET,0,15,73940585,TERA,2026_01_01,2026-04-18 16:38
EGCYO,0,2541,21986285,TERA,2026_01_01,2026-04-18 16:38
ARTOG,0,3023511,18591534,TERA,2026_01_01,2026-04-18 16:38
TGSAS,0,719996,12348294,TERA,2026_01_01,2026-04-18 16:38
EGYO,0,116906,36676214,TERA,2026_01_01,2026-04-18 16:38
HURGZ,0,331092,220784167,TERA,2026_01_01,2026-04-18 16:38
EKSUN,0,136242,171792833,TERA,2026_01_01,2026-04-18 16:38
MRGYO,0,1435797,1035439186,TERA,2026_01_01,2026-04-18 16:38
IHEVA,0,586900,291631239,TERA,2026_01_01,2026-04-18 16:38
MRTGG,0,52001,14339249,TERA,2026_01_01,2026-04-18 16:38
EMNIS,0,10522,3429235,TERA,2026_01_01,2026-04-18 16:38
MTRKS,0,2357,43633166,TERA,2026_01_01,2026-04-18 16:38
MTRYO,0,41,39900000,TERA,2026_01_01,2026-04-18 16:38
TRNSK,0,1,25616249,TERA,2026_01_01,2026-04-18 16:38
BMEKS,0,62287,114192339,TERA,2026_01_01,2026-04-18 16:38
ENPRA,0,30144,15294301,TERA,2026_01_01,2026-04-18 16:38
INGRM,0,45,14969536,TERA,2026_01_01,2026-04-18 16:38
TUMTK,0,5,76370187,TERA,2026_01_01,2026-04-18 16:38
NIBAS,0,30,267768312,TERA,2026_01_01,2026-04-18 16:38
TURGG,0,320476,32042988,TERA,2026_01_01,2026-04-18 16:38
INTEK,0,32,5043584,TERA,2026_01_01,2026-04-18 16:38
UKIM,0,5,2053621,TERA,2026_01_01,2026-04-18 16:38
ERICO,0,1000,5214523,TERA,2026_01_01,2026-04-18 16:38
CLKHO,0,104177,26183651,TERA,2026_01_01,2026-04-18 16:38
ULUUN,0,83402,290523352,TERA,2026_01_01,2026-04-18 16:38
UMPAS,0,63819,19320590,TERA,2026_01_01,2026-04-18 16:38
UNTAR,0,16434,29562129,TERA,2026_01_01,2026-04-18 16:38
UZEL,0,3945,26334293,TERA,2026_01_01,2026-04-18 16:38
VAKKO,0,2736,30789786,TERA,2026_01_01,2026-04-18 16:38
ESEMS,0,1,11202091,TERA,2026_01_01,2026-04-18 16:38
CMBTN,0,267,1023000,TERA,2026_01_01,2026-04-18 16:38
ISGSY,0,34525,47378729,TERA,2026_01_01,2026-04-18 16:38
AKSEL,0,17000,7100000,TERA,2026_01_01,2026-04-18 16:38
EUKYO,0,943,19899963,TERA,2026_01_01,2026-04-18 16:38
YAYLA,0,12000,39874966,TERA,2026_01_01,2026-04-18 16:38
YBTAS,0,35432,31475403,TERA,2026_01_01,2026-04-18 16:38
ORMA,0,51,3663265,TERA,2026_01_01,2026-04-18 16:38
ISSEN,0,131008,107411517,TERA,2026_01_01,2026-04-18 16:38
YGYO,0,9040562,1310632851,TERA,2026_01_01,2026-04-18 16:38
KAPLM,0,548631,4563071,TERA,2026_01_01,2026-04-18 16:38
ANELT,0,1,43199817,TERA,2026_01_01,2026-04-18 16:38
FENIS,0,63313,26080019,TERA,2026_01_01,2026-04-18 16:38
ASYAB,0,104479,477904801,TERA,2026_01_01,2026-04-18 16:38
OZKGY,0,8873242,363999945,TERA,2026_01_01,2026-04-18 16:38
ZGOLDF,0,677,151240000,TERA,2026_01_01,2026-04-18 16:38
