hisse,fark,adet2,tks2,kurum,donem,yukleme
SKYMD,27405,114268,52499981,BULLS,2026_02_02,2026-04-18 17:18
BIGEN,27071,328965,115500000,BULLS,2026_02_02,2026-04-18 17:18
KTSKR,26231,82140,14691795,BULLS,2026_02_02,2026-04-18 17:18
MEDTR,25011,219843,24499999,BULLS,2026_02_02,2026-04-18 17:18
EFOR,25002,5970152,670679994,BULLS,2026_02_02,2026-04-18 17:18
INVEO,23757,293197,998999954,BULLS,2026_02_02,2026-04-18 17:18
NTGAZ,23419,173290,276000000,BULLS,2026_02_02,2026-04-18 17:18
TEZOL,22836,955950,139999973,BULLS,2026_02_02,2026-04-18 17:18
PRKAB,22078,66787,35225443,BULLS,2026_02_02,2026-04-18 17:18
MAKTK,21331,842272,184370066,BULLS,2026_02_02,2026-04-18 17:18
GOKNR,21207,217987,178040711,BULLS,2026_02_02,2026-04-18 17:18
DURDO,20298,61514,379703149,BULLS,2026_02_02,2026-04-18 17:18
AGYO,20028,397917,129036460,BULLS,2026_02_02,2026-04-18 17:18
AKSGY,20000,469839,1628451947,BULLS,2026_02_02,2026-04-18 17:18
MOGAN,19811,204918,262635000,BULLS,2026_02_02,2026-04-18 17:18
TUCLK,19763,899662,230681400,BULLS,2026_02_02,2026-04-18 17:18
LYDHO,19495,153551679,197140970,BULLS,2026_02_02,2026-04-18 17:18
SEKFK,18050,96092,62311473,BULLS,2026_02_02,2026-04-18 17:18
AFYON,18039,328471,399992258,BULLS,2026_02_02,2026-04-18 17:18
AKYHO,17600,4464855,223895870,BULLS,2026_02_02,2026-04-18 17:18
ONRYT,17572,28843,19730000,BULLS,2026_02_02,2026-04-18 17:18
PAGYO,16627,99426,57781202,BULLS,2026_02_02,2026-04-18 17:18
IHAAS,16134,36023,56031248,BULLS,2026_02_02,2026-04-18 17:18
AVGYO,16110,18816,111590302,BULLS,2026_02_02,2026-04-18 17:18
FRMPL,15843,80887,39997767,BULLS,2026_02_02,2026-04-18 17:18
BRSAN,15767,19492,35912460,BULLS,2026_02_02,2026-04-18 17:18
GMTAS,15736,800270,298687813,BULLS,2026_02_02,2026-04-18 17:18
VBTYZ,15324,50444,55935000,BULLS,2026_02_02,2026-04-18 17:18
ADGYO,14579,440564,379654333,BULLS,2026_02_02,2026-04-18 17:18
ISDMR,14202,54159,147623050,BULLS,2026_02_02,2026-04-18 17:18
TCELL,14071,21280,1622604373,BULLS,2026_02_02,2026-04-18 17:18
KOCMT,13799,922759,587485478,BULLS,2026_02_02,2026-04-18 17:18
FORTE,13578,57362,21999999,BULLS,2026_02_02,2026-04-18 17:18
PATEK,13496,968982,293081892,BULLS,2026_02_02,2026-04-18 17:18
MEGMT,13174,231882,72749986,BULLS,2026_02_02,2026-04-18 17:18
MOBTL,13066,52497,207999999,BULLS,2026_02_02,2026-04-18 17:18
GRSEL,12629,38817,29649800,BULLS,2026_02_02,2026-04-18 17:18
INFO,12340,645149,767463337,BULLS,2026_02_02,2026-04-18 17:18
PENTA,11860,109675,181070136,BULLS,2026_02_02,2026-04-18 17:18
CGCAM,11581,85444,42000000,BULLS,2026_02_02,2026-04-18 17:18
BIOEN,11051,116511,197983418,BULLS,2026_02_02,2026-04-18 17:18
BSOKE,10996,18166838,458486931,BULLS,2026_02_02,2026-04-18 17:18
PENGD,10779,176886,171069968,BULLS,2026_02_02,2026-04-18 17:18
KLSER,10683,81257,109457566,BULLS,2026_02_02,2026-04-18 17:18
AKENR,10651,604406,385189146,BULLS,2026_02_02,2026-04-18 17:18
GESAN,10003,162584,141759180,BULLS,2026_02_02,2026-04-18 17:18
SISLLV,10001,10001,1092377,BULLS,2026_02_02,2026-04-18 17:18
KERVN,10000,382238,588346973,BULLS,2026_02_02,2026-04-18 17:18
SARKY,9952,134903,999999671,BULLS,2026_02_02,2026-04-18 17:18
OZGYO,9895,1489629,490916869,BULLS,2026_02_02,2026-04-18 17:18
PCILT,9774,12185,45014182,BULLS,2026_02_02,2026-04-18 17:18
SMART,9680,94036,29737499,BULLS,2026_02_02,2026-04-18 17:18
KOTON,9303,462448,136599922,BULLS,2026_02_02,2026-04-18 17:18
HUBVC,9149,994819,277189572,BULLS,2026_02_02,2026-04-18 17:18
KLYPV,8746,203866,46334639,BULLS,2026_02_02,2026-04-18 17:18
INDES,8688,223701,462749767,BULLS,2026_02_02,2026-04-18 17:18
NUGYO,7967,92260,324943976,BULLS,2026_02_02,2026-04-18 17:18
BRKVY,7914,81729,13618361,BULLS,2026_02_02,2026-04-18 17:18
BVSAN,7311,52569,13749998,BULLS,2026_02_02,2026-04-18 17:18
EKIZ,6925,20813,8198720,BULLS,2026_02_02,2026-04-18 17:18
KLMSN,6298,10636,30881297,BULLS,2026_02_02,2026-04-18 17:18
BEYAZ,6243,102533,42317352,BULLS,2026_02_02,2026-04-18 17:18
AVPGY,5919,41368,99999990,BULLS,2026_02_02,2026-04-18 17:18
ALFAS,5477,55472,84639999,BULLS,2026_02_02,2026-04-18 17:18
PKENT,5472,11910,23766169,BULLS,2026_02_02,2026-04-18 17:18
ULUFA,5399,317514,305269391,BULLS,2026_02_02,2026-04-18 17:18
INVES,5189,13013,37480000,BULLS,2026_02_02,2026-04-18 17:18
YUNSA,5103,1045643,202164056,BULLS,2026_02_02,2026-04-18 17:18
BESLR,4959,464875,658098036,BULLS,2026_02_02,2026-04-18 17:18
BLCYT,4911,124424,49088907,BULLS,2026_02_02,2026-04-18 17:18
HOROZ,4580,26353,24599986,BULLS,2026_02_02,2026-04-18 17:18
DAGI,4539,144582,175301274,BULLS,2026_02_02,2026-04-18 17:18
MTRKS,4240,37278,43633165,BULLS,2026_02_02,2026-04-18 17:18
DSTKF,4087,25201,83333333,BULLS,2026_02_02,2026-04-18 17:18
ZRGYO,4000,15536,1173404997,BULLS,2026_02_02,2026-04-18 17:18
LIDFA,3641,203135,458180545,BULLS,2026_02_02,2026-04-18 17:18
DOKTA,3499,16655,145872862,BULLS,2026_02_02,2026-04-18 17:18
HKTM,3319,162159,72747495,BULLS,2026_02_02,2026-04-18 17:18
GLRMK,3175,56158,38760000,BULLS,2026_02_02,2026-04-18 17:18
ISSEN,3144,713130,107411517,BULLS,2026_02_02,2026-04-18 17:18
DOFRB,3014,139268,45000000,BULLS,2026_02_02,2026-04-18 17:18
LOGO,3001,12148,74328248,BULLS,2026_02_02,2026-04-18 17:18
MNDTR,2729,2791380,910071938,BULLS,2026_02_02,2026-04-18 17:18
INTEM,2614,8954,9428747,BULLS,2026_02_02,2026-04-18 17:18
CRFSA,2432,133900,18312793,BULLS,2026_02_02,2026-04-18 17:18
BASGZ,2427,68525,174999999,BULLS,2026_02_02,2026-04-18 17:18
CCOLA,2221,23359,818085147,BULLS,2026_02_02,2026-04-18 17:18
ERSU,2093,58421,31755894,BULLS,2026_02_02,2026-04-18 17:18
KFEIN,2034,109246,150306170,BULLS,2026_02_02,2026-04-18 17:18
ARAT,2000,50147,39867975,BULLS,2026_02_02,2026-04-18 17:18
ETYAT,2000,9669,17735341,BULLS,2026_02_02,2026-04-18 17:18
TLMAN,1970,9639,10300000,BULLS,2026_02_02,2026-04-18 17:18
AHSGY,1917,68857,184999889,BULLS,2026_02_02,2026-04-18 17:18
TABGD,1787,3869,52499906,BULLS,2026_02_02,2026-04-18 17:18
BMSCH,1613,124730,69277402,BULLS,2026_02_02,2026-04-18 17:18
BAGFS,1523,2293209,100042745,BULLS,2026_02_02,2026-04-18 17:18
ECZYT,1344,7858,45880511,BULLS,2026_02_02,2026-04-18 17:18
ISGSY,1285,71858,47378729,BULLS,2026_02_02,2026-04-18 17:18
ERBOS,1236,5316,15899843,BULLS,2026_02_02,2026-04-18 17:18
TARKM,1114,3537,4999997,BULLS,2026_02_02,2026-04-18 17:18
BAYRK,1108,157813,189751123,BULLS,2026_02_02,2026-04-18 17:18
OTTO,1082,7664,5824438,BULLS,2026_02_02,2026-04-18 17:18
MZHLD,1032,18370,72215314,BULLS,2026_02_02,2026-04-18 17:18
KZGYO,1019,15620,49999978,BULLS,2026_02_02,2026-04-18 17:18
ARTI,965,8105,9881683,BULLS,2026_02_02,2026-04-18 17:18
KRSTL,886,34096,183664642,BULLS,2026_02_02,2026-04-18 17:18
ZEDUR,860,34235,69899992,BULLS,2026_02_02,2026-04-18 17:18
PARSN,860,24941,34033246,BULLS,2026_02_02,2026-04-18 17:18
RALYH,831,1410951,176370973,BULLS,2026_02_02,2026-04-18 17:18
SAYAS,825,40466,42530887,BULLS,2026_02_02,2026-04-18 17:18
TTRAK,777,17543,24967158,BULLS,2026_02_02,2026-04-18 17:18
CASA,750,18454,4894317,BULLS,2026_02_02,2026-04-18 17:18
DESA,698,286223,171107590,BULLS,2026_02_02,2026-04-18 17:18
RGYAS,687,2910,105523000,BULLS,2026_02_02,2026-04-18 17:18
AYCES,668,6084,1895369,BULLS,2026_02_02,2026-04-18 17:18
ALCTL,650,106934,13543218,BULLS,2026_02_02,2026-04-18 17:18
BFREN,600,23800,24586148,BULLS,2026_02_02,2026-04-18 17:18
TMPOL,594,84149,11039990,BULLS,2026_02_02,2026-04-18 17:18
YAYLA,510,26393,39874966,BULLS,2026_02_02,2026-04-18 17:18
TGSAS,501,758614,12348294,BULLS,2026_02_02,2026-04-18 17:18
ULAS,500,51263,25200172,BULLS,2026_02_02,2026-04-18 17:18
QNBTR,500,665,2571745911,BULLS,2026_02_02,2026-04-18 17:18
TRGYO,420,135304,251573369,BULLS,2026_02_02,2026-04-18 17:18
AYDEM,408,69798,130000000,BULLS,2026_02_02,2026-04-18 17:18
CEOEM,405,62506,22209658,BULLS,2026_02_02,2026-04-18 17:18
SANKO,385,61200,37499197,BULLS,2026_02_02,2026-04-18 17:18
BANVT,380,2666,36961044,BULLS,2026_02_02,2026-04-18 17:18
DERIM,349,9151,40403770,BULLS,2026_02_02,2026-04-18 17:18
TKNSA,346,128660,100475379,BULLS,2026_02_02,2026-04-18 17:18
AGESA,295,7960,35829553,BULLS,2026_02_02,2026-04-18 17:18
ATAKP,269,344953,28224000,BULLS,2026_02_02,2026-04-18 17:18
PKART,265,2785,11048497,BULLS,2026_02_02,2026-04-18 17:18
SDTTR,204,4839,15990000,BULLS,2026_02_02,2026-04-18 17:18
DMISH,200,147669,41526838,BULLS,2026_02_02,2026-04-18 17:18
ICBCT,200,51479,216761845,BULLS,2026_02_02,2026-04-18 17:18
SONME,199,1376,4349319,BULLS,2026_02_02,2026-04-18 17:18
NUHCM,192,4386,33163299,BULLS,2026_02_02,2026-04-18 17:18
SODSN,165,2741,45429261,BULLS,2026_02_02,2026-04-18 17:18
ISBIR,163,6890,14520542,BULLS,2026_02_02,2026-04-18 17:18
CMENT,162,5796,56829666,BULLS,2026_02_02,2026-04-18 17:18
VERUS,159,5421,34499937,BULLS,2026_02_02,2026-04-18 17:18
LUKSK,158,2660,27257202,BULLS,2026_02_02,2026-04-18 17:18
YBTAS,158,114926,31540356,BULLS,2026_02_02,2026-04-18 17:18
UFUK,151,39816046,46845974,BULLS,2026_02_02,2026-04-18 17:18
CLEBI,136,863,5490178,BULLS,2026_02_02,2026-04-18 17:18
EUKYO,135,12428,19899963,BULLS,2026_02_02,2026-04-18 17:18
ENSRI,118,18207,236333503,BULLS,2026_02_02,2026-04-18 17:18
KENT,105,481,1557819,BULLS,2026_02_02,2026-04-18 17:18
QNBFK,100,61728,843137646,BULLS,2026_02_02,2026-04-18 17:18
OTKAR,44,49971,33417145,BULLS,2026_02_02,2026-04-18 17:18
EBEBK,40,3822,40534692,BULLS,2026_02_02,2026-04-18 17:18
ALCAR,38,1420,1721735,BULLS,2026_02_02,2026-04-18 17:18
BRKSN,34,68843,62639942,BULLS,2026_02_02,2026-04-18 17:18
ORCAY,33,355846,149972352,BULLS,2026_02_02,2026-04-18 17:18
PRZMA,21,16789,61941150,BULLS,2026_02_02,2026-04-18 17:18
ANELT,18,72,43199817,BULLS,2026_02_02,2026-04-18 17:18
BRMEN,18,13842,57566555,BULLS,2026_02_02,2026-04-18 17:18
ARTMS,17,81592,24199999,BULLS,2026_02_02,2026-04-18 17:18
KONYA,16,1342,1646416,BULLS,2026_02_02,2026-04-18 17:18
OYAYO,14,18239,19999941,BULLS,2026_02_02,2026-04-18 17:18
POLTK,10,209,1125000,BULLS,2026_02_02,2026-04-18 17:18
EGEEN,9,2476,1137161,BULLS,2026_02_02,2026-04-18 17:18
CATES,8,5337,33050000,BULLS,2026_02_02,2026-04-18 17:18
YONGA,5,5681,7195951,BULLS,2026_02_02,2026-04-18 17:18
ULUSE,2,4217,24000000,BULLS,2026_02_02,2026-04-18 17:18
PGSFIV,1,5001,1495093,BULLS,2026_02_02,2026-04-18 17:18
ASYAB,0,1755636,477899601,BULLS,2026_02_02,2026-04-18 17:18
MRTGG,0,20313,14339249,BULLS,2026_02_02,2026-04-18 17:18
SKPLC,0,60469,13084995,BULLS,2026_02_02,2026-04-18 17:18
MSGYO,0,286803,169650150,BULLS,2026_02_02,2026-04-18 17:18
ATAC,0,284516,103398067,BULLS,2026_02_02,2026-04-18 17:18
ENPRA,0,2683,15294299,BULLS,2026_02_02,2026-04-18 17:18
DESPC,0,65301,16023700,BULLS,2026_02_02,2026-04-18 17:18
BYSAN,0,37358,16552134,BULLS,2026_02_02,2026-04-18 17:18
SUMAS,0,2801,5434503,BULLS,2026_02_02,2026-04-18 17:18
HITIT,0,10262,4488204,BULLS,2026_02_02,2026-04-18 17:18
TARAF,0,7803,5033275,BULLS,2026_02_02,2026-04-18 17:18
ATAGY,0,56950,45670114,BULLS,2026_02_02,2026-04-18 17:18
KLNMA,0,134680,91846864,BULLS,2026_02_02,2026-04-18 17:18
BMEKS,0,642762,114192339,BULLS,2026_02_02,2026-04-18 17:18
ORMA,0,5691,3663265,BULLS,2026_02_02,2026-04-18 17:18
ESEMS,0,1776,11202091,BULLS,2026_02_02,2026-04-18 17:18
CBSBO,0,2086,14692447,BULLS,2026_02_02,2026-04-18 17:18
ARBUL,0,69230,15459297,BULLS,2026_02_02,2026-04-18 17:18
OYYAT,0,2008,91048322,BULLS,2026_02_02,2026-04-18 17:18
AKPAZ,0,19951,22488832,BULLS,2026_02_02,2026-04-18 17:18
TRNSK,0,79491,25616249,BULLS,2026_02_02,2026-04-18 17:18
KPHOL,0,3022,4207498,BULLS,2026_02_02,2026-04-18 17:18
KRATL,0,97811,17800000,BULLS,2026_02_02,2026-04-18 17:18
ATPET,0,48166,11403497,BULLS,2026_02_02,2026-04-18 17:18
TUMTK,0,8868,76370187,BULLS,2026_02_02,2026-04-18 17:18
UASAXV,0,1000,3339570,BULLS,2026_02_02,2026-04-18 17:18
CLKHO,0,391480,26183651,BULLS,2026_02_02,2026-04-18 17:18
UKIM,0,102,2053621,BULLS,2026_02_02,2026-04-18 17:18
AVHOL,0,1859,26047279,BULLS,2026_02_02,2026-04-18 17:18
KSTUR,0,547,3952560,BULLS,2026_02_02,2026-04-18 17:18
INTEK,0,913,5043584,BULLS,2026_02_02,2026-04-18 17:18
KUVVA,0,459,24204585,BULLS,2026_02_02,2026-04-18 17:18
UMPAS,0,503,19320590,BULLS,2026_02_02,2026-04-18 17:18
UNTAR,0,32411,29562129,BULLS,2026_02_02,2026-04-18 17:18
EGCEY,0,29059,19749798,BULLS,2026_02_02,2026-04-18 17:18
UZEL,0,12615,26329793,BULLS,2026_02_02,2026-04-18 17:18
LATEK,0,222006,39499512,BULLS,2026_02_02,2026-04-18 17:18
FVORI,0,63040,17564673,BULLS,2026_02_02,2026-04-18 17:18
LIOYS,0,20996,31625013,BULLS,2026_02_02,2026-04-18 17:18
EGCYH,0,169802,39900235,BULLS,2026_02_02,2026-04-18 17:18
EGCYO,0,12969,21986285,BULLS,2026_02_02,2026-04-18 17:18
PRTAS,0,27783,21405233,BULLS,2026_02_02,2026-04-18 17:18
ARTOG,0,57781,18578922,BULLS,2026_02_02,2026-04-18 17:18
GENYH,0,59176,9999906,BULLS,2026_02_02,2026-04-18 17:18
YGYO,0,762698,1310632851,BULLS,2026_02_02,2026-04-18 17:18
CUSAN,0,12244,18500000,BULLS,2026_02_02,2026-04-18 17:18
MAKIM,0,94199,42559998,BULLS,2026_02_02,2026-04-18 17:18
RANLO,0,65918,19850386,BULLS,2026_02_02,2026-04-18 17:18
ZPBDLF,0,1767,8240000,BULLS,2026_02_02,2026-04-18 17:18
ZPLIBF,0,4483,195000000,BULLS,2026_02_02,2026-04-18 17:18
GLBMD,0,28483,28880500,BULLS,2026_02_02,2026-04-18 17:18
ROYAL,0,41,17249999,BULLS,2026_02_02,2026-04-18 17:18
MANGO,0,457379,37831688,BULLS,2026_02_02,2026-04-18 17:18
EGYO,0,71088,36676214,BULLS,2026_02_02,2026-04-18 17:18
IZINV,0,89742,13540386,BULLS,2026_02_02,2026-04-18 17:18
SALIX,0,45853,4949230,BULLS,2026_02_02,2026-04-18 17:18
MEMSA,0,1124782,160110709,BULLS,2026_02_02,2026-04-18 17:18
MENBA,0,29530,3496852,BULLS,2026_02_02,2026-04-18 17:18
METAL,0,2801,9024711,BULLS,2026_02_02,2026-04-18 17:18
AVTUR,0,257933,43067999,BULLS,2026_02_02,2026-04-18 17:18
GNPWR,0,102200,21999996,BULLS,2026_02_02,2026-04-18 17:18
AKSEL,0,14367,7100000,BULLS,2026_02_02,2026-04-18 17:18
MRSHL,-1,271,4212888,BULLS,2026_02_02,2026-04-18 17:18
PAMEL,-1,12925,21533681,BULLS,2026_02_02,2026-04-18 17:18
ERICO,-1,14503,5214523,BULLS,2026_02_02,2026-04-18 17:18
ODINE,-3,1026,52810834,BULLS,2026_02_02,2026-04-18 17:18
ATEKS,-3,1902,5441598,BULLS,2026_02_02,2026-04-18 17:18
GOLTS,-4,2608,12422783,BULLS,2026_02_02,2026-04-18 17:18
IEYHO,-14,305289,541032947,BULLS,2026_02_02,2026-04-18 17:18
SUNTK,-15,1794,145280000,BULLS,2026_02_02,2026-04-18 17:18
EPLAS,-20,209380,190491857,BULLS,2026_02_02,2026-04-18 17:18
GLCVY,-20,2129,26400000,BULLS,2026_02_02,2026-04-18 17:18
KARTN,-21,9907,72781126,BULLS,2026_02_02,2026-04-18 17:18
BOSSA,-24,1159993,508724189,BULLS,2026_02_02,2026-04-18 17:18
RAYSG,-25,4310,51947024,BULLS,2026_02_02,2026-04-18 17:18
OZATD,-26,56378,13349988,BULLS,2026_02_02,2026-04-18 17:18
MAALT,-63,4909,4763850,BULLS,2026_02_02,2026-04-18 17:18
PSDTC,-86,7853,6599991,BULLS,2026_02_02,2026-04-18 17:18
COSMO,-96,3427,6494091,BULLS,2026_02_02,2026-04-18 17:18
BAKAB,-100,9393,34985326,BULLS,2026_02_02,2026-04-18 17:18
KRDMB,-134,16201,118762110,BULLS,2026_02_02,2026-04-18 17:18
FMIZP,-150,369,3497641,BULLS,2026_02_02,2026-04-18 17:18
DNISI,-160,8741,59171727,BULLS,2026_02_02,2026-04-18 17:18
HTTBT,-163,17575,82805422,BULLS,2026_02_02,2026-04-18 17:18
AKMGY,-180,34882,21568998,BULLS,2026_02_02,2026-04-18 17:18
SELEC,-195,10771,124262097,BULLS,2026_02_02,2026-04-18 17:18
VSNMD,-227,36156,24000000,BULLS,2026_02_02,2026-04-18 17:18
MEGAP,-235,125509,234498757,BULLS,2026_02_02,2026-04-18 17:18
ATSYH,-253,12902,7998869,BULLS,2026_02_02,2026-04-18 17:18
VAKKO,-261,19288,30788486,BULLS,2026_02_02,2026-04-18 17:18
EMNIS,-261,5963,3429235,BULLS,2026_02_02,2026-04-18 17:18
GRNYO,-284,2340,37386059,BULLS,2026_02_02,2026-04-18 17:18
ACSEL,-296,6643,8589113,BULLS,2026_02_02,2026-04-18 17:18
GARFA,-302,21764,138399778,BULLS,2026_02_02,2026-04-18 17:18
ISYAT,-325,196438,152245569,BULLS,2026_02_02,2026-04-18 17:18
CMBTN,-360,1594,1023000,BULLS,2026_02_02,2026-04-18 17:18
OBASE,-421,139493,14924000,BULLS,2026_02_02,2026-04-18 17:18
BRISA,-450,29288,31247472,BULLS,2026_02_02,2026-04-18 17:18
LYDYE,-508,774614,1391287,BULLS,2026_02_02,2026-04-18 17:18
VKING,-590,3691,30932905,BULLS,2026_02_02,2026-04-18 17:18
AYGAZ,-601,71233,98568807,BULLS,2026_02_02,2026-04-18 17:18
INGRM,-610,6753,14969536,BULLS,2026_02_02,2026-04-18 17:18
EUHOL,-690,972946,142999954,BULLS,2026_02_02,2026-04-18 17:18
EDIP,-707,23362,36468204,BULLS,2026_02_02,2026-04-18 17:18
KMPUR,-744,59852,132432524,BULLS,2026_02_02,2026-04-18 17:18
BRYAT,-826,8245,10264685,BULLS,2026_02_02,2026-04-18 17:18
GOLDS,-889,352220,192323946,BULLS,2026_02_02,2026-04-18 17:18
SKYLP,-907,46479,7159255,BULLS,2026_02_02,2026-04-18 17:18
MACKO,-934,12039,41453550,BULLS,2026_02_02,2026-04-18 17:18
RODRG,-947,3368,16822352,BULLS,2026_02_02,2026-04-18 17:18
ANHYT,-955,3610,88457041,BULLS,2026_02_02,2026-04-18 17:18
ARENA,-989,45657,66996461,BULLS,2026_02_02,2026-04-18 17:18
DOAS,-995,51373,97899975,BULLS,2026_02_02,2026-04-18 17:18
ASUZU,-1063,25443,41130807,BULLS,2026_02_02,2026-04-18 17:18
FENIS,-1109,74076,26080019,BULLS,2026_02_02,2026-04-18 17:18
DARDL,-1127,1188650,1753442695,BULLS,2026_02_02,2026-04-18 17:18
EGEGY,-1320,13743239,69140000,BULLS,2026_02_02,2026-04-18 17:18
DIRIT,-1500,14937,10150123,BULLS,2026_02_02,2026-04-18 17:18
AKSUE,-1556,66160,56376184,BULLS,2026_02_02,2026-04-18 17:18
DOGUB,-1560,2660,19821566,BULLS,2026_02_02,2026-04-18 17:18
MAVI,-1648,66245,576779312,BULLS,2026_02_02,2026-04-18 17:18
BIZIM,-1664,3100,27601626,BULLS,2026_02_02,2026-04-18 17:18
SANEL,-1774,6736,18112451,BULLS,2026_02_02,2026-04-18 17:18
VESBE,-1834,729480,503578676,BULLS,2026_02_02,2026-04-18 17:18
DERHL,-1850,125824,197281316,BULLS,2026_02_02,2026-04-18 17:18
MARKA,-1919,264024,20752018,BULLS,2026_02_02,2026-04-18 17:18
KAREL,-2032,1349087,329659497,BULLS,2026_02_02,2026-04-18 17:18
MGROS,-2178,6361,96563547,BULLS,2026_02_02,2026-04-18 17:18
ORGE,-2305,40080,41839996,BULLS,2026_02_02,2026-04-18 17:18
BAHKM,-2319,77148,23289000,BULLS,2026_02_02,2026-04-18 17:18
KRPLS,-2602,94717,78486163,BULLS,2026_02_02,2026-04-18 17:18
SUWEN,-2664,46086,365687500,BULLS,2026_02_02,2026-04-18 17:18
ISGYO,-2753,31721,531312439,BULLS,2026_02_02,2026-04-18 17:18
BASCM,-2860,76124,49238593,BULLS,2026_02_02,2026-04-18 17:18
TMSN,-2903,48086,44449988,BULLS,2026_02_02,2026-04-18 17:18
DGGYO,-3069,10366,280709437,BULLS,2026_02_02,2026-04-18 17:18
MTRYO,-3079,82625,39900000,BULLS,2026_02_02,2026-04-18 17:18
TBORG,-3112,34579,59392160,BULLS,2026_02_02,2026-04-18 17:18
KLKIM,-3188,62884,138383655,BULLS,2026_02_02,2026-04-18 17:18
YATAS,-3199,19629,94866488,BULLS,2026_02_02,2026-04-18 17:18
HRKET,-3465,14715,24000000,BULLS,2026_02_02,2026-04-18 17:18
GATEG,-3497,83538,10570341,BULLS,2026_02_02,2026-04-18 17:18
TURGG,-3545,55781,32042988,BULLS,2026_02_02,2026-04-18 17:18
TRMET,-3595,89370,174483588,BULLS,2026_02_02,2026-04-18 17:18
ZGOLDF,-3703,2285,152040000,BULLS,2026_02_02,2026-04-18 17:18
BURVA,-3735,192198,4723271,BULLS,2026_02_02,2026-04-18 17:18
MARBL,-3961,118840,65226403,BULLS,2026_02_02,2026-04-18 17:18
EKSUN,-4000,846906,171792833,BULLS,2026_02_02,2026-04-18 17:18
TRCAS,-4151,17565,206252778,BULLS,2026_02_02,2026-04-18 17:18
MNDRS,-4174,1486987,222007982,BULLS,2026_02_02,2026-04-18 17:18
DMSAS,-4230,266585,199994510,BULLS,2026_02_02,2026-04-18 17:18
KUTPO,-4550,7040,10524430,BULLS,2026_02_02,2026-04-18 17:18
MMCAS,-4570,2222178,12393964,BULLS,2026_02_02,2026-04-18 17:18
HATSN,-4720,47230,44299964,BULLS,2026_02_02,2026-04-18 17:18
AYES,-4754,185040,87010349,BULLS,2026_02_02,2026-04-18 17:18
TRHOL,-4837,107686,17635692,BULLS,2026_02_02,2026-04-18 17:18
DEVA,-4949,46501,199971814,BULLS,2026_02_02,2026-04-18 17:18
DOFER,-5025,79260,20172500,BULLS,2026_02_02,2026-04-18 17:18
NETAS,-5033,50065,31783484,BULLS,2026_02_02,2026-04-18 17:18
ATATP,-5178,96937,18809999,BULLS,2026_02_02,2026-04-18 17:18
BURCE,-5353,3697707,44422390,BULLS,2026_02_02,2026-04-18 17:18
VKFYO,-5600,4002,26473700,BULLS,2026_02_02,2026-04-18 17:18
KRTEK,-5662,50839,18914650,BULLS,2026_02_02,2026-04-18 17:18
GOODY,-5715,78486,132804473,BULLS,2026_02_02,2026-04-18 17:18
IDGYO,-5760,24241,118068046,BULLS,2026_02_02,2026-04-18 17:18
UASAYV,-6000,10000,1079806,BULLS,2026_02_02,2026-04-18 17:18
DITAS,-6010,7827,83407812,BULLS,2026_02_02,2026-04-18 17:18
KORDS,-6733,55993,65421451,BULLS,2026_02_02,2026-04-18 17:18
PETUN,-7119,945193,134673118,BULLS,2026_02_02,2026-04-18 17:18
KNFRT,-7273,247445,131747000,BULLS,2026_02_02,2026-04-18 17:18
OYLUM,-7388,46360,80937367,BULLS,2026_02_02,2026-04-18 17:18
TDGYO,-7461,48917,59898213,BULLS,2026_02_02,2026-04-18 17:18
AYEN,-7992,5935,55531320,BULLS,2026_02_02,2026-04-18 17:18
SOKE,-9424,94877,126999996,BULLS,2026_02_02,2026-04-18 17:18
GUBRF,-9449,231213,85359737,BULLS,2026_02_02,2026-04-18 17:18
YIGIT,-9505,58271,74999975,BULLS,2026_02_02,2026-04-18 17:18
MHRGY,-9849,190817,310499991,BULLS,2026_02_02,2026-04-18 17:18
YGGYO,-10000,319952,240625741,BULLS,2026_02_02,2026-04-18 17:18
ARMGD,-10331,8055,54996000,BULLS,2026_02_02,2026-04-18 17:18
KRGYO,-10500,148564,275243701,BULLS,2026_02_02,2026-04-18 17:18
SNPAM,-10750,72747,19679871,BULLS,2026_02_02,2026-04-18 17:18
GIPTA,-10818,311716,51617863,BULLS,2026_02_02,2026-04-18 17:18
EGEPO,-11501,149805,200000000,BULLS,2026_02_02,2026-04-18 17:18
GWIND,-11628,198138,179165491,BULLS,2026_02_02,2026-04-18 17:18
DUNYH,-11779,15780601,36443197,BULLS,2026_02_02,2026-04-18 17:18
MPARK,-11990,5089,80869110,BULLS,2026_02_02,2026-04-18 17:18
KONKA,-12003,51959,89670000,BULLS,2026_02_02,2026-04-18 17:18
GSDHO,-12750,901662,999994969,BULLS,2026_02_02,2026-04-18 17:18
PINSU,-12804,17701,101635846,BULLS,2026_02_02,2026-04-18 17:18
ARCLK,-13264,374689,170054748,BULLS,2026_02_02,2026-04-18 17:18
BIMAS,-13802,8911,436214016,BULLS,2026_02_02,2026-04-18 17:18
TNZTP,-13828,84372,87499950,BULLS,2026_02_02,2026-04-18 17:18
KAPLM,-13933,33314,4563571,BULLS,2026_02_02,2026-04-18 17:18
AHGAZ,-14136,183944,659370871,BULLS,2026_02_02,2026-04-18 17:18
ASGYO,-15038,311509,165000000,BULLS,2026_02_02,2026-04-18 17:18
MOPAS,-15746,17928,57330000,BULLS,2026_02_02,2026-04-18 17:18
